skillId	name	level	sourceType	iconId	effectId	actionId	musicId	shockRate	buffUse	skillApplyType	hp	mp	cd	minUseRange	maxUseRange	serverTargetType	clientTargetType	triggerPassive	useGlobalCd	hitChange	critChange	attackType	prepareArg	hatredPercent	hatredAdd	affectSkills	targetAnimId	targetEffectId	battleScore	desc
206	大剑师重击	19	1	0	109	2	170		0	0	0	46	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	190	对敌方单个目标造成80%角色物攻+230点物理伤害。
206	大剑师重击	20	1	0	109	2	170		0	0	0	48	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	200	对敌方单个目标造成80%角色物攻+240点物理伤害。
207	大剑师烈焰斩	1	1	0	109	2	170		0	0	0	10	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	10	对敌方群体目标造成100%角色物攻+50点物理伤害。
207	大剑师烈焰斩	2	1	0	109	2	170		0	0	0	12	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	20	对敌方群体目标造成100%角色物攻+60点物理伤害。
207	大剑师烈焰斩	3	1	0	109	2	170		0	0	0	14	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	30	对敌方群体目标造成100%角色物攻+70点物理伤害。
207	大剑师烈焰斩	4	1	0	109	2	170		0	0	0	16	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	40	对敌方群体目标造成100%角色物攻+80点物理伤害。
207	大剑师烈焰斩	5	1	0	109	2	170		0	0	0	18	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	50	对敌方群体目标造成100%角色物攻+90点物理伤害。
207	大剑师烈焰斩	6	1	0	109	2	170		0	0	0	20	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	60	对敌方群体目标造成100%角色物攻+100点物理伤害。
207	大剑师烈焰斩	7	1	0	109	2	170		0	0	0	22	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	70	对敌方群体目标造成100%角色物攻+110点物理伤害。
207	大剑师烈焰斩	8	1	0	109	2	170		0	0	0	24	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	80	对敌方群体目标造成100%角色物攻+120点物理伤害。
207	大剑师烈焰斩	9	1	0	109	2	170		0	0	0	26	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	90	对敌方群体目标造成100%角色物攻+130点物理伤害。
207	大剑师烈焰斩	10	1	0	109	2	170		0	0	0	28	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	100	对敌方群体目标造成100%角色物攻+140点物理伤害。
207	大剑师烈焰斩	11	1	0	109	2	170		0	0	0	30	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	110	对敌方群体目标造成100%角色物攻+150点物理伤害。
207	大剑师烈焰斩	12	1	0	109	2	170		0	0	0	32	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	120	对敌方群体目标造成100%角色物攻+160点物理伤害。
207	大剑师烈焰斩	13	1	0	109	2	170		0	0	0	34	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	130	对敌方群体目标造成100%角色物攻+170点物理伤害。
207	大剑师烈焰斩	14	1	0	109	2	170		0	0	0	36	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	140	对敌方群体目标造成100%角色物攻+180点物理伤害。
207	大剑师烈焰斩	15	1	0	109	2	170		0	0	0	38	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	150	对敌方群体目标造成100%角色物攻+190点物理伤害。
207	大剑师烈焰斩	16	1	0	109	2	170		0	0	0	40	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	160	对敌方群体目标造成100%角色物攻+200点物理伤害。
207	大剑师烈焰斩	17	1	0	109	2	170		0	0	0	42	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	170	对敌方群体目标造成100%角色物攻+210点物理伤害。
207	大剑师烈焰斩	18	1	0	109	2	170		0	0	0	44	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	180	对敌方群体目标造成100%角色物攻+220点物理伤害。
207	大剑师烈焰斩	19	1	0	109	2	170		0	0	0	46	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	190	对敌方群体目标造成100%角色物攻+230点物理伤害。
207	大剑师烈焰斩	20	1	0	109	2	170		0	0	0	48	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	200	对敌方群体目标造成100%角色物攻+240点物理伤害。
211	刺客邪恶攻击	1	1	0	109	2	170		0	0	0	10	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	10	对敌方单个目标造成80%角色物攻+50点物理伤害。
211	刺客邪恶攻击	2	1	0	109	2	170		0	0	0	12	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	20	对敌方单个目标造成80%角色物攻+60点物理伤害。
211	刺客邪恶攻击	3	1	0	109	2	170		0	0	0	14	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	30	对敌方单个目标造成80%角色物攻+70点物理伤害。
211	刺客邪恶攻击	4	1	0	109	2	170		0	0	0	16	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	40	对敌方单个目标造成80%角色物攻+80点物理伤害。
211	刺客邪恶攻击	5	1	0	109	2	170		0	0	0	18	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	50	对敌方单个目标造成80%角色物攻+90点物理伤害。
211	刺客邪恶攻击	6	1	0	109	2	170		0	0	0	20	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	60	对敌方单个目标造成80%角色物攻+100点物理伤害。
211	刺客邪恶攻击	7	1	0	109	2	170		0	0	0	22	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	70	对敌方单个目标造成80%角色物攻+110点物理伤害。
211	刺客邪恶攻击	8	1	0	109	2	170		0	0	0	24	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	80	对敌方单个目标造成80%角色物攻+120点物理伤害。
211	刺客邪恶攻击	9	1	0	109	2	170		0	0	0	26	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	90	对敌方单个目标造成80%角色物攻+130点物理伤害。
211	刺客邪恶攻击	10	1	0	109	2	170		0	0	0	28	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	100	对敌方单个目标造成80%角色物攻+140点物理伤害。
211	刺客邪恶攻击	11	1	0	109	2	170		0	0	0	30	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	110	对敌方单个目标造成80%角色物攻+150点物理伤害。
211	刺客邪恶攻击	12	1	0	109	2	170		0	0	0	32	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	120	对敌方单个目标造成80%角色物攻+160点物理伤害。
211	刺客邪恶攻击	13	1	0	109	2	170		0	0	0	34	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	130	对敌方单个目标造成80%角色物攻+170点物理伤害。
211	刺客邪恶攻击	14	1	0	109	2	170		0	0	0	36	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	140	对敌方单个目标造成80%角色物攻+180点物理伤害。
211	刺客邪恶攻击	15	1	0	109	2	170		0	0	0	38	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	150	对敌方单个目标造成80%角色物攻+190点物理伤害。
211	刺客邪恶攻击	16	1	0	109	2	170		0	0	0	40	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	160	对敌方单个目标造成80%角色物攻+200点物理伤害。
211	刺客邪恶攻击	17	1	0	109	2	170		0	0	0	42	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	170	对敌方单个目标造成80%角色物攻+210点物理伤害。
211	刺客邪恶攻击	18	1	0	109	2	170		0	0	0	44	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	180	对敌方单个目标造成80%角色物攻+220点物理伤害。
211	刺客邪恶攻击	19	1	0	109	2	170		0	0	0	46	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	190	对敌方单个目标造成80%角色物攻+230点物理伤害。
211	刺客邪恶攻击	20	1	0	109	2	170		0	0	0	48	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	200	对敌方单个目标造成80%角色物攻+240点物理伤害。
212	刺客暗影步	1	1	0	109	2	170		0	0	0	10	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	10	突进到目标身前,对敌方单个目标造成100%角色物攻+50点物理伤害。
212	刺客暗影步	2	1	0	109	2	170		0	0	0	12	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	20	突进到目标身前,对敌方单个目标造成100%角色物攻+60点物理伤害。
212	刺客暗影步	3	1	0	109	2	170		0	0	0	14	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	30	突进到目标身前,对敌方单个目标造成100%角色物攻+70点物理伤害。
212	刺客暗影步	4	1	0	109	2	170		0	0	0	16	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	40	突进到目标身前,对敌方单个目标造成100%角色物攻+80点物理伤害。
212	刺客暗影步	5	1	0	109	2	170		0	0	0	18	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	50	突进到目标身前,对敌方单个目标造成100%角色物攻+90点物理伤害。
212	刺客暗影步	6	1	0	109	2	170		0	0	0	20	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	60	突进到目标身前,对敌方单个目标造成100%角色物攻+100点物理伤害。
212	刺客暗影步	7	1	0	109	2	170		0	0	0	22	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	70	突进到目标身前,对敌方单个目标造成100%角色物攻+110点物理伤害。
212	刺客暗影步	8	1	0	109	2	170		0	0	0	24	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	80	突进到目标身前,对敌方单个目标造成100%角色物攻+120点物理伤害。
212	刺客暗影步	9	1	0	109	2	170		0	0	0	26	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	90	突进到目标身前,对敌方单个目标造成100%角色物攻+130点物理伤害。
212	刺客暗影步	10	1	0	109	2	170		0	0	0	28	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	100	突进到目标身前,对敌方单个目标造成100%角色物攻+140点物理伤害。
212	刺客暗影步	11	1	0	109	2	170		0	0	0	30	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	110	突进到目标身前,对敌方单个目标造成100%角色物攻+150点物理伤害。
212	刺客暗影步	12	1	0	109	2	170		0	0	0	32	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	120	突进到目标身前,对敌方单个目标造成100%角色物攻+160点物理伤害。
212	刺客暗影步	13	1	0	109	2	170		0	0	0	34	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	130	突进到目标身前,对敌方单个目标造成100%角色物攻+170点物理伤害。
212	刺客暗影步	14	1	0	109	2	170		0	0	0	36	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	140	突进到目标身前,对敌方单个目标造成100%角色物攻+180点物理伤害。
212	刺客暗影步	15	1	0	109	2	170		0	0	0	38	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	150	突进到目标身前,对敌方单个目标造成100%角色物攻+190点物理伤害。
212	刺客暗影步	16	1	0	109	2	170		0	0	0	40	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	160	突进到目标身前,对敌方单个目标造成100%角色物攻+200点物理伤害。
212	刺客暗影步	17	1	0	109	2	170		0	0	0	42	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	170	突进到目标身前,对敌方单个目标造成100%角色物攻+210点物理伤害。
212	刺客暗影步	18	1	0	109	2	170		0	0	0	44	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	180	突进到目标身前,对敌方单个目标造成100%角色物攻+220点物理伤害。
212	刺客暗影步	19	1	0	109	2	170		0	0	0	46	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	190	突进到目标身前,对敌方单个目标造成100%角色物攻+230点物理伤害。
212	刺客暗影步	20	1	0	109	2	170		0	0	0	48	6000	0	90	1	1	1	1	0	0	2		100	1		-1	-1	200	突进到目标身前,对敌方单个目标造成100%角色物攻+240点物理伤害。
213	刺客刀扇	1	1	0	109	2	170		0	0	0	10	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	10	对敌方群体目标造成130%角色物攻+50点物理伤害。
213	刺客刀扇	2	1	0	109	2	170		0	0	0	12	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	20	对敌方群体目标造成130%角色物攻+60点物理伤害。
213	刺客刀扇	3	1	0	109	2	170		0	0	0	14	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	30	对敌方群体目标造成130%角色物攻+70点物理伤害。
213	刺客刀扇	4	1	0	109	2	170		0	0	0	16	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	40	对敌方群体目标造成130%角色物攻+80点物理伤害。
213	刺客刀扇	5	1	0	109	2	170		0	0	0	18	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	50	对敌方群体目标造成130%角色物攻+90点物理伤害。
213	刺客刀扇	6	1	0	109	2	170		0	0	0	20	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	60	对敌方群体目标造成130%角色物攻+100点物理伤害。
213	刺客刀扇	7	1	0	109	2	170		0	0	0	22	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	70	对敌方群体目标造成130%角色物攻+110点物理伤害。
213	刺客刀扇	8	1	0	109	2	170		0	0	0	24	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	80	对敌方群体目标造成130%角色物攻+120点物理伤害。
213	刺客刀扇	9	1	0	109	2	170		0	0	0	26	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	90	对敌方群体目标造成130%角色物攻+130点物理伤害。
213	刺客刀扇	10	1	0	109	2	170		0	0	0	28	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	100	对敌方群体目标造成130%角色物攻+140点物理伤害。
213	刺客刀扇	11	1	0	109	2	170		0	0	0	30	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	110	对敌方群体目标造成130%角色物攻+150点物理伤害。
213	刺客刀扇	12	1	0	109	2	170		0	0	0	32	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	120	对敌方群体目标造成130%角色物攻+160点物理伤害。
213	刺客刀扇	13	1	0	109	2	170		0	0	0	34	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	130	对敌方群体目标造成130%角色物攻+170点物理伤害。
213	刺客刀扇	14	1	0	109	2	170		0	0	0	36	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	140	对敌方群体目标造成130%角色物攻+180点物理伤害。
213	刺客刀扇	15	1	0	109	2	170		0	0	0	38	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	150	对敌方群体目标造成130%角色物攻+190点物理伤害。
213	刺客刀扇	16	1	0	109	2	170		0	0	0	40	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	160	对敌方群体目标造成130%角色物攻+200点物理伤害。
213	刺客刀扇	17	1	0	109	2	170		0	0	0	42	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	170	对敌方群体目标造成130%角色物攻+210点物理伤害。
213	刺客刀扇	18	1	0	109	2	170		0	0	0	44	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	180	对敌方群体目标造成130%角色物攻+220点物理伤害。
213	刺客刀扇	19	1	0	109	2	170		0	0	0	46	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	190	对敌方群体目标造成130%角色物攻+230点物理伤害。
213	刺客刀扇	20	1	0	109	2	170		0	0	0	48	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	200	对敌方群体目标造成130%角色物攻+240点物理伤害。
216	狂战士闪电斧	1	1	0	109	2	170		0	0	0	10	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	10	对敌方单个目标造成80%角色物攻+50点物理伤害。
216	狂战士闪电斧	2	1	0	109	2	170		0	0	0	12	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	20	对敌方单个目标造成80%角色物攻+60点物理伤害。
216	狂战士闪电斧	3	1	0	109	2	170		0	0	0	14	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	30	对敌方单个目标造成80%角色物攻+70点物理伤害。
216	狂战士闪电斧	4	1	0	109	2	170		0	0	0	16	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	40	对敌方单个目标造成80%角色物攻+80点物理伤害。
216	狂战士闪电斧	5	1	0	109	2	170		0	0	0	18	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	50	对敌方单个目标造成80%角色物攻+90点物理伤害。
216	狂战士闪电斧	6	1	0	109	2	170		0	0	0	20	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	60	对敌方单个目标造成80%角色物攻+100点物理伤害。
216	狂战士闪电斧	7	1	0	109	2	170		0	0	0	22	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	70	对敌方单个目标造成80%角色物攻+110点物理伤害。
216	狂战士闪电斧	8	1	0	109	2	170		0	0	0	24	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	80	对敌方单个目标造成80%角色物攻+120点物理伤害。
216	狂战士闪电斧	9	1	0	109	2	170		0	0	0	26	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	90	对敌方单个目标造成80%角色物攻+130点物理伤害。
216	狂战士闪电斧	10	1	0	109	2	170		0	0	0	28	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	100	对敌方单个目标造成80%角色物攻+140点物理伤害。
216	狂战士闪电斧	11	1	0	109	2	170		0	0	0	30	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	110	对敌方单个目标造成80%角色物攻+150点物理伤害。
216	狂战士闪电斧	12	1	0	109	2	170		0	0	0	32	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	120	对敌方单个目标造成80%角色物攻+160点物理伤害。
216	狂战士闪电斧	13	1	0	109	2	170		0	0	0	34	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	130	对敌方单个目标造成80%角色物攻+170点物理伤害。
216	狂战士闪电斧	14	1	0	109	2	170		0	0	0	36	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	140	对敌方单个目标造成80%角色物攻+180点物理伤害。
216	狂战士闪电斧	15	1	0	109	2	170		0	0	0	38	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	150	对敌方单个目标造成80%角色物攻+190点物理伤害。
216	狂战士闪电斧	16	1	0	109	2	170		0	0	0	40	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	160	对敌方单个目标造成80%角色物攻+200点物理伤害。
216	狂战士闪电斧	17	1	0	109	2	170		0	0	0	42	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	170	对敌方单个目标造成80%角色物攻+210点物理伤害。
216	狂战士闪电斧	18	1	0	109	2	170		0	0	0	44	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	180	对敌方单个目标造成80%角色物攻+220点物理伤害。
216	狂战士闪电斧	19	1	0	109	2	170		0	0	0	46	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	190	对敌方单个目标造成80%角色物攻+230点物理伤害。
216	狂战士闪电斧	20	1	0	109	2	170		0	0	0	48	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	200	对敌方单个目标造成80%角色物攻+240点物理伤害。
217	狂战士碎石击	1	1	0	109	2	170		0	0	0	10	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	10	对敌方单个目标造成100%角色物攻+50点物理伤害。并使5
217	狂战士碎石击	2	1	0	109	2	170		0	0	0	12	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	20	对敌方单个目标造成100%角色物攻+60点物理伤害。并使5
217	狂战士碎石击	3	1	0	109	2	170		0	0	0	14	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	30	对敌方单个目标造成100%角色物攻+70点物理伤害。并使5
217	狂战士碎石击	4	1	0	109	2	170		0	0	0	16	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	40	对敌方单个目标造成100%角色物攻+80点物理伤害。并使5
217	狂战士碎石击	5	1	0	109	2	170		0	0	0	18	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	50	对敌方单个目标造成100%角色物攻+90点物理伤害。并使5
217	狂战士碎石击	6	1	0	109	2	170		0	0	0	20	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	60	对敌方单个目标造成100%角色物攻+100点物理伤害。并使5
217	狂战士碎石击	7	1	0	109	2	170		0	0	0	22	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	70	对敌方单个目标造成100%角色物攻+110点物理伤害。并使5
217	狂战士碎石击	8	1	0	109	2	170		0	0	0	24	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	80	对敌方单个目标造成100%角色物攻+120点物理伤害。并使5
217	狂战士碎石击	9	1	0	109	2	170		0	0	0	26	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	90	对敌方单个目标造成100%角色物攻+130点物理伤害。并使5
217	狂战士碎石击	10	1	0	109	2	170		0	0	0	28	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	100	对敌方单个目标造成100%角色物攻+140点物理伤害。并使5
217	狂战士碎石击	11	1	0	109	2	170		0	0	0	30	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	110	对敌方单个目标造成100%角色物攻+150点物理伤害。并使5
217	狂战士碎石击	12	1	0	109	2	170		0	0	0	32	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	120	对敌方单个目标造成100%角色物攻+160点物理伤害。并使5
217	狂战士碎石击	13	1	0	109	2	170		0	0	0	34	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	130	对敌方单个目标造成100%角色物攻+170点物理伤害。并使5
217	狂战士碎石击	14	1	0	109	2	170		0	0	0	36	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	140	对敌方单个目标造成100%角色物攻+180点物理伤害。并使5
217	狂战士碎石击	15	1	0	109	2	170		0	0	0	38	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	150	对敌方单个目标造成100%角色物攻+190点物理伤害。并使5
217	狂战士碎石击	16	1	0	109	2	170		0	0	0	40	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	160	对敌方单个目标造成100%角色物攻+200点物理伤害。并使5
217	狂战士碎石击	17	1	0	109	2	170		0	0	0	42	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	170	对敌方单个目标造成100%角色物攻+210点物理伤害。并使5
217	狂战士碎石击	18	1	0	109	2	170		0	0	0	44	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	180	对敌方单个目标造成100%角色物攻+220点物理伤害。并使5
217	狂战士碎石击	19	1	0	109	2	170		0	0	0	46	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	190	对敌方单个目标造成100%角色物攻+230点物理伤害。并使5
217	狂战士碎石击	20	1	0	109	2	170		0	0	0	48	6000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	200	对敌方单个目标造成100%角色物攻+240点物理伤害。并使5
218	狂战士狂风斩	1	1	0	109	2	170		0	0	0	10	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	10	对敌方群体目标造成130%角色物攻+50点物理伤害。
218	狂战士狂风斩	2	1	0	109	2	170		0	0	0	12	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	20	对敌方群体目标造成130%角色物攻+60点物理伤害。
218	狂战士狂风斩	3	1	0	109	2	170		0	0	0	14	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	30	对敌方群体目标造成130%角色物攻+70点物理伤害。
218	狂战士狂风斩	4	1	0	109	2	170		0	0	0	16	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	40	对敌方群体目标造成130%角色物攻+80点物理伤害。
218	狂战士狂风斩	5	1	0	109	2	170		0	0	0	18	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	50	对敌方群体目标造成130%角色物攻+90点物理伤害。
218	狂战士狂风斩	6	1	0	109	2	170		0	0	0	20	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	60	对敌方群体目标造成130%角色物攻+100点物理伤害。
218	狂战士狂风斩	7	1	0	109	2	170		0	0	0	22	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	70	对敌方群体目标造成130%角色物攻+110点物理伤害。
218	狂战士狂风斩	8	1	0	109	2	170		0	0	0	24	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	80	对敌方群体目标造成130%角色物攻+120点物理伤害。
218	狂战士狂风斩	9	1	0	109	2	170		0	0	0	26	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	90	对敌方群体目标造成130%角色物攻+130点物理伤害。
218	狂战士狂风斩	10	1	0	109	2	170		0	0	0	28	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	100	对敌方群体目标造成130%角色物攻+140点物理伤害。
218	狂战士狂风斩	11	1	0	109	2	170		0	0	0	30	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	110	对敌方群体目标造成130%角色物攻+150点物理伤害。
218	狂战士狂风斩	12	1	0	109	2	170		0	0	0	32	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	120	对敌方群体目标造成130%角色物攻+160点物理伤害。
218	狂战士狂风斩	13	1	0	109	2	170		0	0	0	34	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	130	对敌方群体目标造成130%角色物攻+170点物理伤害。
218	狂战士狂风斩	14	1	0	109	2	170		0	0	0	36	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	140	对敌方群体目标造成130%角色物攻+180点物理伤害。
218	狂战士狂风斩	15	1	0	109	2	170		0	0	0	38	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	150	对敌方群体目标造成130%角色物攻+190点物理伤害。
218	狂战士狂风斩	16	1	0	109	2	170		0	0	0	40	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	160	对敌方群体目标造成130%角色物攻+200点物理伤害。
218	狂战士狂风斩	17	1	0	109	2	170		0	0	0	42	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	170	对敌方群体目标造成130%角色物攻+210点物理伤害。
218	狂战士狂风斩	18	1	0	109	2	170		0	0	0	44	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	180	对敌方群体目标造成130%角色物攻+220点物理伤害。
218	狂战士狂风斩	19	1	0	109	2	170		0	0	0	46	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	190	对敌方群体目标造成130%角色物攻+230点物理伤害。
218	狂战士狂风斩	20	1	0	109	2	170		0	0	0	48	8000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	200	对敌方群体目标造成130%角色物攻+240点物理伤害。
221	牛头人英勇打击	1	1	0	109	2	170		0	0	0	10	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	10	对敌方单个目标造成80%角色物攻+50点物理伤害。并使0
221	牛头人英勇打击	2	1	0	109	2	170		0	0	0	12	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	20	对敌方单个目标造成80%角色物攻+60点物理伤害。并使0
221	牛头人英勇打击	3	1	0	109	2	170		0	0	0	14	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	30	对敌方单个目标造成80%角色物攻+70点物理伤害。并使0
221	牛头人英勇打击	4	1	0	109	2	170		0	0	0	16	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	40	对敌方单个目标造成80%角色物攻+80点物理伤害。并使0
221	牛头人英勇打击	5	1	0	109	2	170		0	0	0	18	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	50	对敌方单个目标造成80%角色物攻+90点物理伤害。并使0
221	牛头人英勇打击	6	1	0	109	2	170		0	0	0	20	4000	0	90	1	1	1	1	0	0	0		100	1		-1	-1	60	对敌方单个目标造成80%角色物攻+100点物理伤害。并使0
