mapId	campId	rebornMapId	mapX	mapY	rebornPlace
01_YGZC_yuanguzhanchang	2	01_CG_zhucheng	1954	1327	1
02_YGZC_zangxiangu	0	01_CG_zhucheng	1954	1327	1
02_YGZC_zangxiangu	1	01_CG_zhucheng	1954	1327	1
02_YGZC_zangxiangu	2	01_CG_zhucheng	1954	1327	1
03_YGZC_damo	0	01_CG_zhucheng	1954	1327	1
03_YGZC_damo	1	01_CG_zhucheng	1954	1327	1
03_YGZC_damo	2	01_CG_zhucheng	1954	1327	1
01_CG_zhucheng	0	01_CG_zhucheng	1954	1327	1
01_CG_zhucheng	1	01_CG_zhucheng	1954	1327	1
01_CG_zhucheng	2	01_CG_zhucheng	1954	1327	1
ZYZ_zhenyingzhan01	0	01_CG_zhucheng	1954	1327	1
ZYZ_zhenyingzhan01	1	01_CG_zhucheng	1954	1327	1
ZYZ_zhenyingzhan01	2	01_CG_zhucheng	1954	1327	1
ZYZYZ_zhenyingziyuanzhan	0	ZYZYZ_zhenyingziyuanzhan	145	2924	1
ZYZYZ_zhenyingziyuanzhan	1	ZYZYZ_zhenyingziyuanzhan	1586	198	1
ZYZYZ_zhenyingziyuanzhan	2	ZYZYZ_zhenyingziyuanzhan	2930	2752	1
01_FBvip_a	0	01_FBvip_a	1324	913	0
01_FBvip_a	1	01_FBvip_a	1324	913	0
01_FBvip_a	2	01_FBvip_a	1324	913	0
guaji_01	0	guaji_01	1432	1050	0
guaji_01	1	guaji_01	1432	1050	0
guaji_01	2	guaji_01	1432	1050	0
guaji_02	0	guaji_02	1432	1050	0
guaji_02	1	guaji_02	1432	1050	0
guaji_02	2	guaji_02	1432	1050	0
guaji_03	0	guaji_02	1432	1050	0
guaji_03	1	guaji_02	1432	1050	0
guaji_03	2	guaji_02	1432	1050	0
guaji_04	0	guaji_02	1432	1050	0
guaji_04	1	guaji_02	1432	1050	0
guaji_04	2	guaji_02	1432	1050	0
kls_kuloushan37	0	kls_kuloushan37	1682	1265	1
YLXJ_youlongxianjing47	0	YLXJ_youlongxianjing47	305	322	1
JL_julu57	0	JL_julu57	2256	181	1
PLXD_penglaixiandao67	0	PLXD_penglaixiandao67	398	223	1
YHM_youhongmu77	0	YHM_youhongmu77	466	466	1
kls_kuloushan37	1	kls_kuloushan37	1682	1265	1
YLXJ_youlongxianjing47	1	YLXJ_youlongxianjing47	305	322	1
JL_julu57	1	JL_julu57	2256	181	1
PLXD_penglaixiandao67	1	PLXD_penglaixiandao67	398	223	1
YHM_youhongmu77	1	YHM_youhongmu77	466	466	1
kls_kuloushan37	2	kls_kuloushan37	1682	1265	1
YLXJ_youlongxianjing47	2	YLXJ_youlongxianjing47	305	322	1
JL_julu57	2	JL_julu57	2256	181	1
PLXD_penglaixiandao67	2	PLXD_penglaixiandao67	398	223	1
YHM_youhongmu77	2	YHM_youhongmu77	466	466	1
01_yuanguzhanchang	0	01_yuanguzhanchang	317	282	1
01_yuanguzhanchang	1	01_yuanguzhanchang	317	282	1
01_yuanguzhanchang	2	01_yuanguzhanchang	317	282	1
NJD_nanjidao	0	NJD_nanjidao	256	236	1
NJD_nanjidao	1	NJD_nanjidao	256	236	1
NJD_nanjidao	2	NJD_nanjidao	256	236	1
1_xiqicheng	0	1_xiqicheng	2048	142	1
2_jiuyouzhidi	0	2_jiuyouzhidi	100	313	1
3_julu	0	3_julu	2170	170	1
4_xuanyuandong	0	4_xuanyuandong	2125	291	1
5_chiyoumu	0	5_chiyoumu	202	199	1
6_nanjiang	0	6_nanjiang	191	181	1
7_mengjin	0	7_mengjin	250	175	1
1_xiqicheng	1	1_xiqicheng	2048	142	1
2_jiuyouzhidi	1	2_jiuyouzhidi	100	313	1
3_julu	1	3_julu	2170	170	1
4_xuanyuandong	1	4_xuanyuandong	2125	291	1
5_chiyoumu	1	5_chiyoumu	202	199	1
6_nanjiang	1	6_nanjiang	191	181	1
7_mengjin	1	7_mengjin	250	175	1
1_xiqicheng	2	1_xiqicheng	2048	142	1
2_jiuyouzhidi	2	2_jiuyouzhidi	100	313	1
3_julu	2	3_julu	2170	170	1
4_xuanyuandong	2	4_xuanyuandong	2125	291	1
5_chiyoumu	2	5_chiyoumu	202	199	1
6_nanjiang	2	6_nanjiang	191	181	1
7_mengjin	2	7_mengjin	250	175	1
8_sanshanguan	0	8_sanshanguan	298	144	1
9_youhongguan	0	9_youhongguan	250	217	1
10_miaojiang	0	10_miaojiang	232	144	1
11_yuanguzhanchang	0	11_yuanguzhanchang	215	198	1
12_zangxiangu	0	12_zangxiangu	286	164	1
13_damo	0	13_damo	2928	586	1
8_sanshanguan	1	8_sanshanguan	298	144	1
9_youhongguan	1	9_youhongguan	250	217	1
10_miaojiang	1	10_miaojiang	232	144	1
11_yuanguzhanchang	1	11_yuanguzhanchang	215	198	1
12_zangxiangu	1	12_zangxiangu	286	164	1
13_damo	1	13_damo	2928	586	1
8_sanshanguan	2	8_sanshanguan	298	144	1
9_youhongguan	2	9_youhongguan	250	217	1
10_miaojiang	2	10_miaojiang	232	144	1
11_yuanguzhanchang	2	11_yuanguzhanchang	215	198	1
12_zangxiangu	2	12_zangxiangu	286	164	1
13_damo	2	13_damo	2928	586	1
01_SXFD_shenxianfudi	0	01_CG_zhucheng	1954	1327	1
01_SXFD_shenxianfudi	1	01_CG_zhucheng	1954	1327	1
01_SXFD_shenxianfudi	2	01_CG_zhucheng	1954	1327	1
01_FBBZS	0	01_CG_zhucheng	1954	1327	1
01_FBBZS	1	01_CG_zhucheng	1954	1327	1
01_FBBZS	2	01_CG_zhucheng	1954	1327	1
02_FBBZS	0	01_CG_zhucheng	1954	1327	1
02_FBBZS	1	01_CG_zhucheng	1954	1327	1
02_FBBZS	2	01_CG_zhucheng	1954	1327	1
03_FBBZS	0	01_CG_zhucheng	1954	1327	1
03_FBBZS	1	01_CG_zhucheng	1954	1327	1
03_FBBZS	2	01_CG_zhucheng	1954	1327	1
04_FBBZS	0	01_CG_zhucheng	1954	1327	1
04_FBBZS	1	01_CG_zhucheng	1954	1327	1
04_FBBZS	2	01_CG_zhucheng	1954	1327	1
05_FBBZS	0	01_CG_zhucheng	1954	1327	1
05_FBBZS	1	01_CG_zhucheng	1954	1327	1
05_FBBZS	2	01_CG_zhucheng	1954	1327	1
mowangdian02	0	mowangdian02	141	1034	1
mowangdian02	1	mowangdian02	2036	2240	1
mowangdian02	2	mowangdian02	154	164	1
06_FBBZS	0	01_CG_zhucheng	1954	1327	1
07_FBBZS	0	01_CG_zhucheng	1954	1327	1
08_FBBZS	0	01_CG_zhucheng	1954	1327	1
09_FBBZS	0	01_CG_zhucheng	1954	1327	1
10_FBBZS	0	01_CG_zhucheng	1954	1327	1
11_FBBZS	0	01_CG_zhucheng	1954	1327	1
12_FBBZS	0	01_CG_zhucheng	1954	1327	1
13_FBBZS	0	01_CG_zhucheng	1954	1327	1
14_FBBZS	0	01_CG_zhucheng	1954	1327	1
15_FBBZS	0	01_CG_zhucheng	1954	1327	1
06_FBBZS	1	01_CG_zhucheng	1954	1327	1
07_FBBZS	1	01_CG_zhucheng	1954	1327	1
08_FBBZS	1	01_CG_zhucheng	1954	1327	1
09_FBBZS	1	01_CG_zhucheng	1954	1327	1
10_FBBZS	1	01_CG_zhucheng	1954	1327	1
11_FBBZS	1	01_CG_zhucheng	1954	1327	1
12_FBBZS	1	01_CG_zhucheng	1954	1327	1
13_FBBZS	1	01_CG_zhucheng	1954	1327	1
14_FBBZS	1	01_CG_zhucheng	1954	1327	1
15_FBBZS	1	01_CG_zhucheng	1954	1327	1
06_FBBZS	2	01_CG_zhucheng	1954	1327	1
07_FBBZS	2	01_CG_zhucheng	1954	1327	1
08_FBBZS	2	01_CG_zhucheng	1954	1327	1
09_FBBZS	2	01_CG_zhucheng	1954	1327	1
10_FBBZS	2	01_CG_zhucheng	1954	1327	1
11_FBBZS	2	01_CG_zhucheng	1954	1327	1
12_FBBZS	2	01_CG_zhucheng	1954	1327	1
13_FBBZS	2	01_CG_zhucheng	1954	1327	1
14_FBBZS	2	01_CG_zhucheng	1954	1327	1
15_FBBZS	2	01_CG_zhucheng	1954	1327	1
99_FBBZS	0	01_CG_zhucheng	1954	1327	1
99_FBBZS	1	01_CG_zhucheng	1954	1327	1
99_FBBZS	2	01_CG_zhucheng	1954	1327	1
01_dss_dashisai	0	01_CG_zhucheng	1954	1327	1
01_dss_dashisai	1	01_CG_zhucheng	1954	1327	1
01_dss_dashisai	2	01_CG_zhucheng	1954	1327	1
02_FBMWD_mowangdian	0	02_FBMWD_mowangdian	447	442	1
02_FBMWD_mowangdian	1	02_FBMWD_mowangdian	384	2074	1
02_FBMWD_mowangdian	2	02_FBMWD_mowangdian	4375	2185	1
01_DLD_daluandou	0	01_DLD_daluandou	1692	1193	0
01_DLD_daluandou	1	01_DLD_daluandou	1692	1193	0
01_DLD_daluandou	2	01_DLD_daluandou	1692	1193	0
HDmenpaizhan	0	01_CG_zhucheng	1954	1327	0
HDmenpaizhan	1	01_CG_zhucheng	1954	1327	0
HDmenpaizhan	2	01_CG_zhucheng	1954	1327	0
ZYZ_huangcheng02	0	ZYZ_huangcheng02	970	895	1
ZYZ_huangcheng02	1	ZYZ_huangcheng02	970	895	1
ZYZ_huangcheng02	2	ZYZ_huangcheng02	970	895	1
02_FBKLS_kuloushan	0	02_FBKLS_kuloushan	1739	1268	0
02_FBKLS_kuloushan	1	02_FBKLS_kuloushan	1739	1268	0
02_FBKLS_kuloushan	2	02_FBKLS_kuloushan	1739	1268	0
02_FBCSS_caishenshan	0	02_FBCSS_caishenshan	1305	908	0
02_FBCSS_caishenshan	1	02_FBCSS_caishenshan	1305	908	0
02_FBCSS_caishenshan	2	02_FBCSS_caishenshan	1305	908	0
01_XBHM_xibuhuangmo	0	01_XBHM_xibuhuangmo	460	800	1
01_XBHM_xibuhuangmo	1	01_XBHM_xibuhuangmo	460	800	1
01_XBHM_xibuhuangmo	2	01_XBHM_xibuhuangmo	460	800	1
01_HD_zhongqiujie	0	01_HD_zhongqiujie	518	290	1
01_HD_zhongqiujie	1	01_HD_zhongqiujie	518	290	1
01_HD_zhongqiujie	2	01_HD_zhongqiujie	518	290	1
02_HD_guoqing	0	02_HD_guoqing	1465	916	0
02_HD_guoqing	1	02_HD_guoqing	1465	916	0
02_HD_guoqing	2	02_HD_guoqing	1465	916	0
03_HD_cangbaodao	0	03_HD_cangbaodao	377	298	1
03_HD_cangbaodao	1	03_HD_cangbaodao	377	298	1
03_HD_cangbaodao	2	03_HD_cangbaodao	377	298	1
xiuxian01	0	01_CG_zhucheng	1954	1327	0
xiuxian01	1	01_CG_zhucheng	1954	1327	0
xiuxian01	2	01_CG_zhucheng	1954	1327	0
04_HD_liangshijie	0	04_HD_liangshijie	1519	288	1
04_HD_liangshijie	1	04_HD_liangshijie	1519	288	1
04_HD_liangshijie	2	04_HD_liangshijie	1519	288	1
04_HD_shudong	0	04_HD_shudong	779	631	0
04_HD_shudong	1	04_HD_shudong	779	631	0
04_HD_shudong	2	04_HD_shudong	779	631	0
					
xiuxian02	0	01_CG_zhucheng	1954	1327	0
xiuxian02	1	01_CG_zhucheng	1954	1327	0
xiuxian02	2	01_CG_zhucheng	1954	1327	0
xiuxian03	0	01_CG_zhucheng	1954	1327	0
xiuxian03	1	01_CG_zhucheng	1954	1327	0
xiuxian03	2	01_CG_zhucheng	1954	1327	0
xiuxian04	0	01_CG_zhucheng	1954	1327	0
xiuxian04	1	01_CG_zhucheng	1954	1327	0
xiuxian04	2	01_CG_zhucheng	1954	1327	0
xiuxian05	0	01_CG_zhucheng	1954	1327	0
xiuxian05	1	01_CG_zhucheng	1954	1327	0
xiuxian05	2	01_CG_zhucheng	1954	1327	0
xiuxian06	0	01_CG_zhucheng	1954	1327	0
xiuxian06	1	01_CG_zhucheng	1954	1327	0
xiuxian06	2	01_CG_zhucheng	1954	1327	0
xiuxian07	0	01_CG_zhucheng	1954	1327	0
xiuxian07	1	01_CG_zhucheng	1954	1327	0
xiuxian07	2	01_CG_zhucheng	1954	1327	0
xiuxian08	0	01_CG_zhucheng	1954	1327	0
xiuxian08	1	01_CG_zhucheng	1954	1327	0
xiuxian08	2	01_CG_zhucheng	1954	1327	0
xiuxian09	0	01_CG_zhucheng	1954	1327	0
xiuxian09	1	01_CG_zhucheng	1954	1327	0
xiuxian09	2	01_CG_zhucheng	1954	1327	0
					
01_FBCSS_caishenshan11	0	01_MFLM_mofanglianmeng	698	504	1
01_FBCSS_caishenshan11	1	01_MFLM_mofanglianmeng	698	504	1
01_FBCSS_caishenshan11	2	01_MFLM_mofanglianmeng	698	504	1
02_FBCSS_caishenshan11	0	01_MFLM_mofanglianmeng	698	504	1
02_FBCSS_caishenshan11	1	01_MFLM_mofanglianmeng	698	504	1
02_FBCSS_caishenshan11	2	01_MFLM_mofanglianmeng	698	504	1
01_HYCS_huoyingceshi	0	01_MFLM_mofanglianmeng	698	504	1
01_HYCS_huoyingceshi	1	01_MFLM_mofanglianmeng	698	504	1
01_HYCS_huoyingceshi	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong11	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong11	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong11	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong22	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong22	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong22	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong33	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong33	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong33	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong44	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong44	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong44	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong55	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong55	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong55	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong66	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong66	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong66	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong77	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong77	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong77	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong88	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong88	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong88	2	01_MFLM_mofanglianmeng	698	504	1
NJD_nanjidao11	0	01_MFLM_mofanglianmeng	698	504	1
NJD_nanjidao11	1	01_MFLM_mofanglianmeng	698	504	1
NJD_nanjidao11	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong99	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong99	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong99	2	01_MFLM_mofanglianmeng	698	504	1
01_MFLM_mofanglianmeng	0	01_MFLM_mofanglianmeng	698	504	1
01_MFLM_mofanglianmeng	1	01_MFLM_mofanglianmeng	698	504	1
01_MFLM_mofanglianmeng	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong991	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong991	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong991	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong992	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong992	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong992	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong993	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong993	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong993	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong994	0	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong994	1	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong994	2	01_MFLM_mofanglianmeng	698	504	1
01_FBBGD_baigudong995	0	01_MFSM_mofangshenmiao	995	542	1
01_FBBGD_baigudong995	1	01_MFSM_mofangshenmiao	995	542	1
01_FBBGD_baigudong995	2	01_MFSM_mofangshenmiao	995	542	1
01_FBBGD_baigudong996	0	01_MFSM_mofangshenmiao	995	542	1
01_FBBGD_baigudong996	1	01_MFSM_mofangshenmiao	995	542	1
01_FBBGD_baigudong996	2	01_MFSM_mofangshenmiao	995	542	1
01_FB_a	0	01_FBSXD1_a	1301	793	0
02_FB_b	0	02_FBSXD1_b	1301	793	0
03_FB_c	0	03_FBSXD1_c	1301	793	0
04_FB_d	0	04_FBSXD1_d	1301	793	0
05_FB_e	0	05_FBSXD1_e	1301	793	0
06_FB_f	0	06_FBSXD1_f	1301	793	0
07_FB_g	0	07_FBSXD1_g	1301	793	0
08_FB_h	0	08_FBSXD1_h	1301	793	0
09_FB_i	0	09_FBSXD1_i	1301	793	0
01_FB_a	1	01_FBSXD1_a	1301	793	0
02_FB_b	1	02_FBSXD1_b	1301	793	0
03_FB_c	1	03_FBSXD1_c	1301	793	0
04_FB_d	1	04_FBSXD1_d	1301	793	0
05_FB_e	1	05_FBSXD1_e	1301	793	0
06_FB_f	1	06_FBSXD1_f	1301	793	0
07_FB_g	1	07_FBSXD1_g	1301	793	0
08_FB_h	1	08_FBSXD1_h	1301	793	0
09_FB_i	1	09_FBSXD1_i	1301	793	0
01_FB_a	2	01_FBSXD1_a	1301	793	0
02_FB_b	2	02_FBSXD1_b	1301	793	0
03_FB_c	2	03_FBSXD1_c	1301	793	0
04_FB_d	2	04_FBSXD1_d	1301	793	0
05_FB_e	2	05_FBSXD1_e	1301	793	0
06_FB_f	2	06_FBSXD1_f	1301	793	0
07_FB_g	2	07_FBSXD1_g	1301	793	0
08_FB_h	2	08_FBSXD1_h	1301	793	0
09_FB_i	2	09_FBSXD1_i	1301	793	0
10_FB_J	0	10_FBSXD1_J	1301	793	0
10_FB_J	1	10_FBSXD1_J	1301	793	0
10_FB_J	2	10_FBSXD1_J	1301	793	0
01_MFSM_mofangshenmiao	0	01_MFSM_mofangshenmiao	983	552	1
01_MFSM_mofangshenmiao	1	01_MFSM_mofangshenmiao	983	552	1
01_MFSM_mofangshenmiao	2	01_MFSM_mofangshenmiao	983	552	1
02_GLBJJC_gulabajingjichang	0	02_GLBJJC_gulabajingjichang	769	146	1
02_GLBJJC_gulabajingjichang	1	02_GLBJJC_gulabajingjichang	769	146	1
02_GLBJJC_gulabajingjichang	2	02_GLBJJC_gulabajingjichang	769	146	1
01_AHDX_aihaodongxue	0	01_AHDX_aihaodongxue	290	392	0
01_AHDX_aihaodongxue	1	01_AHDX_aihaodongxue	290	392	0
01_AHDX_aihaodongxue	2	01_AHDX_aihaodongxue	290	392	0
pvp_04	0	01_CG_zhucheng	1954	1327	1
pvp_04	1	01_CG_zhucheng	1954	1327	1
pvp_04	2	01_CG_zhucheng	1954	1327	1
01_LTS_leitingshan	0	01_LTS_leitingshan	520	500	1
01_LTS_leitingshan	1	01_LTS_leitingshan	520	500	1
01_LTS_leitingshan	2	01_LTS_leitingshan	520	500	1
