level	qualityType	equipslotType	material1	num1	material2	num2	gameMoney	broadcast
60	7	1	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	7	2	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	7	3	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	7	4	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	7	5	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	7	6	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	7	7	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	7	8	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
60	7	9	7000001	84	7000002	210	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	0	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	1	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	2	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	3	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	4	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	5	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	6	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	7	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	8	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	3	9	7000001	48	7000002	120	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	0	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	1	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	2	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	3	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	4	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	5	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	6	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	7	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	8	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	4	9	7000001	64	7000002	160	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	0	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	1	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	2	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	3	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	4	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	5	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	6	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	7	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	8	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	5	9	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	0	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	1	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	2	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	3	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	4	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	5	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	6	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	7	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	8	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	6	9	7000001	96	7000002	240	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	0	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	1	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	2	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	3	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	4	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	5	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	6	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	7	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	8	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
80	7	9	7000001	112	7000002	280	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	0	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	1	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	2	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	3	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	4	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	5	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	6	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	7	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	8	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	3	9	7000001	60	7000002	150	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	0	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	1	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	2	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	3	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	4	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	5	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	6	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	7	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	8	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	4	9	7000001	80	7000002	200	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	0	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	1	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	2	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	3	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	4	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	5	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	6	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	7	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	8	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	5	9	7000001	100	7000002	250	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	0	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	1	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	2	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	3	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	4	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	5	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	6	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	7	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	8	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	6	9	7000001	120	7000002	300	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	0	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	1	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	2	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	3	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	4	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	5	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	6	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	7	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	8	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
100	7	9	7000001	140	7000002	350	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	0	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	1	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	2	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	3	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	4	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	5	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	6	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	7	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	8	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	3	9	7000001	66	7000002	165	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	4	0	7000001	88	7000002	220	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	4	1	7000001	88	7000002	220	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	4	2	7000001	88	7000002	220	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
110	4	3	7000001	88	7000002	220	0	[\C]ffffffff[C]天地合力，星宿借法！恭喜[\C]ff1cfffc[C]{0}[\C]ffffffff[C]将{1}[\C]ffffffff[C]升级成为{2}[\C]ffffffff[C]！
