questId	questName	questDesc	targetDesc	mapId	npcId	count
6255	皇榜任务	消灭20只长股玄龟	消灭20只长股玄龟	03_SSG_miaojiang	01xg074	20
6256	皇榜任务	消灭20只雪山离仑	消灭20只雪山离仑	03_SSG_miaojiang	01xg075	20
6257	皇榜任务	消灭20只木希狸妖	消灭20只木希狸妖	03_SSG_miaojiang	01xg079	20
6258	皇榜任务	消灭20只木希狸妖	消灭20只木希狸妖	03_SSG_miaojiang	01xg079	20
6259	皇榜任务	消灭20只花妖	消灭20只花妖	03_SSG_miaojiang	01xg080	20
6260	皇榜任务	消灭50只怨咒妖	消灭50只怨咒妖	02_SSG_youhongguan	01xg070	50
6261	皇榜任务	消灭50只鬼灯	消灭50只鬼灯	02_SSG_youhongguan	01xg071	50
6262	皇榜任务	消灭50只尸鬼	消灭50只尸鬼	02_SSG_youhongguan	01xg072	50
6263	皇榜任务	消灭50只昭明兽雷	消灭50只昭明兽雷	03_SSG_miaojiang	01xg073	50
6264	皇榜任务	消灭50只长股玄龟	消灭50只长股玄龟	03_SSG_miaojiang	01xg074	50
6265	皇榜任务	消灭50只雪山离仑	消灭50只雪山离仑	03_SSG_miaojiang	01xg075	50
6266	皇榜任务	消灭50只木希狸妖	消灭50只木希狸妖	03_SSG_miaojiang	01xg079	50
6267	皇榜任务	消灭50只木希狸妖	消灭50只木希狸妖	03_SSG_miaojiang	01xg079	50
6268	皇榜任务	消灭50只花妖	消灭50只花妖	03_SSG_miaojiang	01xg080	50
6269	皇榜任务	消灭5只草妖	消灭5只草妖	03_SSG_miaojiang	01xg081	5
6270	皇榜任务	消灭5只虬龙	虬龙	01_YGZC_yuanguzhanchang	01xg082	5
6271	皇榜任务	消灭5只盘古之灵	盘古之灵	01_YGZC_yuanguzhanchang	01xg083	5
6272	皇榜任务	消灭5只螭龙	螭龙	01_YGZC_yuanguzhanchang	01xg084	5
6273	皇榜任务	消灭5只蛟龙	蛟龙	01_YGZC_yuanguzhanchang	01xg085	5
6274	皇榜任务	消灭10只草妖	消灭10只草妖	03_SSG_miaojiang	01xg081	10
6275	皇榜任务	消灭10只虬龙	虬龙	01_YGZC_yuanguzhanchang	01xg082	10
6276	皇榜任务	消灭10只盘古之灵	盘古之灵	01_YGZC_yuanguzhanchang	01xg083	10
6277	皇榜任务	消灭10只螭龙	螭龙	01_YGZC_yuanguzhanchang	01xg084	10
6278	皇榜任务	消灭10只蛟龙	蛟龙	01_YGZC_yuanguzhanchang	01xg085	10
6279	皇榜任务	消灭20只草妖	消灭20只草妖	03_SSG_miaojiang	01xg081	20
6280	皇榜任务	消灭20只虬龙	虬龙	01_YGZC_yuanguzhanchang	01xg082	20
6281	皇榜任务	消灭20只盘古之灵	盘古之灵	01_YGZC_yuanguzhanchang	01xg083	20
6282	皇榜任务	消灭20只螭龙	螭龙	01_YGZC_yuanguzhanchang	01xg084	20
6283	皇榜任务	消灭20只蛟龙	蛟龙	01_YGZC_yuanguzhanchang	01xg085	20
6284	皇榜任务	消灭50只草妖	消灭50只草妖	03_SSG_miaojiang	01xg081	50
6285	皇榜任务	消灭50只虬龙	虬龙	01_YGZC_yuanguzhanchang	01xg082	50
6286	皇榜任务	消灭50盘古之灵	盘古之灵	01_YGZC_yuanguzhanchang	01xg083	50
6287	皇榜任务	消灭50螭龙	螭龙	01_YGZC_yuanguzhanchang	01xg084	50
6288	皇榜任务	消灭50蛟龙	蛟龙	01_YGZC_yuanguzhanchang	01xg085	50
6289	皇榜任务	消灭5只九婴	九婴	01_YGZC_yuanguzhanchang	01xg086	5
6290	皇榜任务	消灭5只穷奇	穷奇	01_YGZC_yuanguzhanchang	01xg087	5
6291	皇榜任务	消灭5只陆吾	陆吾	01_YGZC_yuanguzhanchang	01xg088	5
6292	皇榜任务	消灭5只南明离火剑灵	南明离火剑灵	02_YGZC_zangxiangu	01xg089	5
6293	皇榜任务	消灭5只太乙金光剑守卫	太乙金光剑守卫	02_YGZC_zangxiangu	01xg090	5
6294	皇榜任务	消灭10只九婴	九婴	01_YGZC_yuanguzhanchang	01xg086	10
6295	皇榜任务	消灭10只穷奇	穷奇	01_YGZC_yuanguzhanchang	01xg087	10
6296	皇榜任务	消灭10只陆吾	陆吾	01_YGZC_yuanguzhanchang	01xg088	10
6297	皇榜任务	消灭10只南明离火剑灵	南明离火剑灵	02_YGZC_zangxiangu	01xg089	10
6298	皇榜任务	消灭10只太乙金光剑守卫	太乙金光剑守卫	02_YGZC_zangxiangu	01xg090	10
6299	皇榜任务	消灭20只九婴	九婴	01_YGZC_yuanguzhanchang	01xg086	20
6300	皇榜任务	消灭20只穷奇	穷奇	01_YGZC_yuanguzhanchang	01xg087	20
6301	皇榜任务	消灭20只陆吾	陆吾	01_YGZC_yuanguzhanchang	01xg088	20
6302	皇榜任务	消灭20只南明离火剑灵	南明离火剑灵	02_YGZC_zangxiangu	01xg089	20
6303	皇榜任务	消灭20只太乙金光剑守卫	太乙金光剑守卫	02_YGZC_zangxiangu	01xg090	20
6304	皇榜任务	消灭50九婴	九婴	01_YGZC_yuanguzhanchang	01xg086	50
6305	皇榜任务	消灭50穷奇	穷奇	01_YGZC_yuanguzhanchang	01xg087	50
6306	皇榜任务	消灭50陆吾	陆吾	01_YGZC_yuanguzhanchang	01xg088	50
6307	皇榜任务	消灭50南明离火剑灵	南明离火剑灵	02_YGZC_zangxiangu	01xg089	50
6308	皇榜任务	消灭50只太乙金光剑守卫	太乙金光剑守卫	02_YGZC_zangxiangu	01xg090	50
6309	皇榜任务	消灭5只乌光玄铁剑守卫	乌光玄铁剑守卫	02_YGZC_zangxiangu	01xg091	5
6310	皇榜任务	消灭5只浪人	浪人	02_YGZC_zangxiangu	01xg092	5
6311	皇榜任务	消灭5只三阴绝脉剑看守者	三阴绝脉剑看守者	02_YGZC_zangxiangu	01xg093	5
6312	皇榜任务	消灭5只七星盘龙剑守卫	七星盘龙剑守卫	02_YGZC_zangxiangu	01xg094	5
6313	皇榜任务	消灭5只七星盘龙剑侍卫	七星盘龙剑侍卫	02_YGZC_zangxiangu	01xg095	5
6314	皇榜任务	消灭10只乌光玄铁剑守卫	乌光玄铁剑守卫	02_YGZC_zangxiangu	01xg091	10
6315	皇榜任务	消灭10只浪人	浪人	02_YGZC_zangxiangu	01xg092	10
6316	皇榜任务	消灭10只三阴绝脉剑看守者	三阴绝脉剑看守者	02_YGZC_zangxiangu	01xg093	10
6317	皇榜任务	消灭10只七星盘龙剑守卫	七星盘龙剑守卫	02_YGZC_zangxiangu	01xg094	10
6318	皇榜任务	消灭10只七星盘龙剑侍卫	七星盘龙剑侍卫	02_YGZC_zangxiangu	01xg095	10
6319	皇榜任务	消灭20只乌光玄铁剑守卫	乌光玄铁剑守卫	02_YGZC_zangxiangu	01xg091	20
6320	皇榜任务	消灭20只浪人	浪人	02_YGZC_zangxiangu	01xg092	20
6321	皇榜任务	消灭20只三阴绝脉剑看守者	三阴绝脉剑看守者	02_YGZC_zangxiangu	01xg093	20
6322	皇榜任务	消灭20只七星盘龙剑守卫	七星盘龙剑守卫	02_YGZC_zangxiangu	01xg094	20
6323	皇榜任务	消灭20只七星盘龙剑侍卫	七星盘龙剑侍卫	02_YGZC_zangxiangu	01xg095	20
6324	皇榜任务	消灭50乌光玄铁剑守卫	乌光玄铁剑守卫	02_YGZC_zangxiangu	01xg091	50
6325	皇榜任务	消灭50浪人	浪人	02_YGZC_zangxiangu	01xg092	50
6326	皇榜任务	消灭50只三阴绝脉剑看守者	三阴绝脉剑看守者	02_YGZC_zangxiangu	01xg093	50
6327	皇榜任务	消灭50七星盘龙剑守卫	七星盘龙剑守卫	02_YGZC_zangxiangu	01xg094	50
6328	皇榜任务	消灭50七星盘龙剑侍卫	七星盘龙剑侍卫	02_YGZC_zangxiangu	01xg095	50
6329	皇榜任务	消灭5只七星盘龙剑禁卫	七星盘龙剑禁卫	02_YGZC_zangxiangu	01xg096	5
6330	皇榜任务	消灭10只七星盘龙剑禁卫	七星盘龙剑禁卫	02_YGZC_zangxiangu	01xg096	10
6331	皇榜任务	消灭20只七星盘龙剑禁卫	七星盘龙剑禁卫	02_YGZC_zangxiangu	01xg096	20
6332	皇榜任务	消灭50七星盘龙剑禁卫	七星盘龙剑禁卫	02_YGZC_zangxiangu	01xg096	50
6333	皇榜任务	消灭5只帝江(空间速度)	帝江(空间速度)	03_YGZC_damo	01xg097	5
6334	皇榜任务	消灭5只句芒(木)	句芒(木)	03_YGZC_damo	01xg098	5
6335	皇榜任务	消灭5只蓐收(金)	蓐收(金)	03_YGZC_damo	01xg099	5
6336	皇榜任务	消灭5只共工(水)	共工(水)	03_YGZC_damo	01xg100	5
6337	皇榜任务	消灭5只祝融(火)	祝融(火)	03_YGZC_damo	01xg101	5
6338	皇榜任务	消灭10只帝江(空间速度)	帝江(空间速度)	03_YGZC_damo	01xg097	10
6339	皇榜任务	消灭10只句芒(木)	句芒(木)	03_YGZC_damo	01xg098	10
6340	皇榜任务	消灭10只蓐收(金)	蓐收(金)	03_YGZC_damo	01xg099	10
6341	皇榜任务	消灭10只共工(水)	共工(水)	03_YGZC_damo	01xg100	10
6342	皇榜任务	消灭10只祝融(火)	祝融(火)	03_YGZC_damo	01xg101	10
6343	皇榜任务	消灭20只帝江(空间速度)	帝江(空间速度)	03_YGZC_damo	01xg097	20
6344	皇榜任务	消灭20只句芒(木)	句芒(木)	03_YGZC_damo	01xg098	20
6345	皇榜任务	消灭20只蓐收(金)	蓐收(金)	03_YGZC_damo	01xg099	20
6346	皇榜任务	消灭20只共工(水)	共工(水)	03_YGZC_damo	01xg100	20
6347	皇榜任务	消灭20只祝融(火)	祝融(火)	03_YGZC_damo	01xg101	20
6348	皇榜任务	消灭50只帝江(空间速度)	帝江(空间速度)	03_YGZC_damo	01xg097	50
6349	皇榜任务	消灭50只句芒(木)	句芒(木)	03_YGZC_damo	01xg098	50
6350	皇榜任务	消灭50只蓐收(金)	蓐收(金)	03_YGZC_damo	01xg099	50
6351	皇榜任务	消灭50只共工(水)	共工(水)	03_YGZC_damo	01xg100	50
6352	皇榜任务	消灭50只祝融(火)	祝融(火)	03_YGZC_damo	01xg101	50
6353	皇榜任务	消灭5只天吴(风)	天吴(风)	03_YGZC_damo	01xg102	5
6354	皇榜任务	消灭5只强良(雷)	强良(雷)	03_YGZC_damo	01xg103	5
6355	皇榜任务	消灭5只龠兹(电)	龠兹(电)	03_YGZC_damo	01xg104	5
6356	皇榜任务	消灭5只烛九阴(时间)	烛九阴(时间)	03_YGZC_damo	01xg105	5
6357	皇榜任务	消灭5只奢比尸(天气)	奢比尸(天气)	03_YGZC_damo	01xg106	5
6358	皇榜任务	消灭10只天吴(风)	天吴(风)	03_YGZC_damo	01xg102	10
6359	皇榜任务	消灭10只强良(雷)	强良(雷)	03_YGZC_damo	01xg103	10
6360	皇榜任务	消灭10只龠兹(电)	龠兹(电)	03_YGZC_damo	01xg104	10
6361	皇榜任务	消灭10只烛九阴(时间)	烛九阴(时间)	03_YGZC_damo	01xg105	10
6362	皇榜任务	消灭10只奢比尸(天气)	奢比尸(天气)	03_YGZC_damo	01xg106	10
6363	皇榜任务	消灭20只天吴(风)	天吴(风)	03_YGZC_damo	01xg102	20
6364	皇榜任务	消灭20只强良(雷)	强良(雷)	03_YGZC_damo	01xg103	20
6365	皇榜任务	消灭20只龠兹(电)	龠兹(电)	03_YGZC_damo	01xg104	20
6366	皇榜任务	消灭20只烛九阴(时间)	烛九阴(时间)	03_YGZC_damo	01xg105	20
6367	皇榜任务	消灭20只奢比尸(天气)	奢比尸(天气)	03_YGZC_damo	01xg106	20
6368	皇榜任务	消灭50只天吴(风)	天吴(风)	03_YGZC_damo	01xg102	50
6369	皇榜任务	消灭50只强良(雷)	强良(雷)	03_YGZC_damo	01xg103	50
6370	皇榜任务	消灭50只龠兹(电)	龠兹(电)	03_YGZC_damo	01xg104	50
6371	皇榜任务	消灭50只烛九阴(时间)	烛九阴(时间)	03_YGZC_damo	01xg105	50
6372	皇榜任务	消灭50只奢比尸(天气)	奢比尸(天气)	03_YGZC_damo	01xg106	50
6373	皇榜任务	消灭5只后土(土)	后土(土)	03_YGZC_damo	01xg107	5
6374	皇榜任务	消灭5只玄冥(雨)	玄冥(雨)	03_YGZC_damo	01xg108	5
6375	皇榜任务	消灭10只后土(土)	后土(土)	03_YGZC_damo	01xg107	10
6376	皇榜任务	消灭10只玄冥(雨)	玄冥(雨)	03_YGZC_damo	01xg108	10
6377	皇榜任务	消灭20只后土(土)	后土(土)	03_YGZC_damo	01xg107	20
6378	皇榜任务	消灭20只玄冥(雨)	玄冥(雨)	03_YGZC_damo	01xg108	20
6379	皇榜任务	消灭50只后土(土)	后土(土)	03_YGZC_damo	01xg107	50
6380	皇榜任务	消灭50只玄冥(雨)	玄冥(雨)	03_YGZC_damo	01xg108	50
6381	镇妖任务	请消灭5只巫族蘑菇精。	消灭5只巫族蘑菇精	01_GBT_gebi	01xg012	5
6382	镇妖任务	请消灭5只巫族仙道。	消灭5只巫族仙道	01_GBT_gebi	01xg013	5
6383	镇妖任务	请消灭5只巫族战兽。	消灭5只巫族战兽	01_GBT_gebi	01xg014	5
6384	镇妖任务	请消灭5只巫族侍卫。	消灭5只巫族侍卫	01_GBT_gebi	01xg015	5
6385	镇妖任务	请消灭5只撸撸精。	消灭5只撸撸精	01_GBT_gebi	01xg016	5
6386	镇妖任务	请消灭10只巫族蘑菇精。	消灭10只巫族蘑菇精	01_GBT_gebi	01xg012	10
6387	镇妖任务	请消灭10只巫族仙道。	消灭10只巫族仙道	01_GBT_gebi	01xg013	10
6388	镇妖任务	请消灭10只巫族战兽。	消灭10只巫族战兽	01_GBT_gebi	01xg014	10
6389	镇妖任务	请消灭10只巫族侍卫。	消灭10只巫族侍卫	01_GBT_gebi	01xg015	10
6390	镇妖任务	请消灭10只撸撸精。	消灭10只撸撸精	01_GBT_gebi	01xg016	10
6391	镇妖任务	请消灭20只巫族蘑菇精。	消灭20只巫族蘑菇精	01_GBT_gebi	01xg012	20
6392	镇妖任务	请消灭20只巫族仙道。	消灭20只巫族仙道	01_GBT_gebi	01xg013	20
6393	镇妖任务	请消灭20只巫族战兽。	消灭20只巫族战兽	01_GBT_gebi	01xg014	20
6394	镇妖任务	请消灭20只巫族侍卫。	消灭20只巫族侍卫	01_GBT_gebi	01xg015	20
6395	镇妖任务	请消灭20只撸撸精。	消灭20只撸撸精	01_GBT_gebi	01xg016	20
6396	镇妖任务	请消灭50只巫族蘑菇精。	消灭50只巫族蘑菇精	01_GBT_gebi	01xg012	50
6397	镇妖任务	请消灭50只巫族仙道。	消灭50只巫族仙道	01_GBT_gebi	01xg013	50
6398	镇妖任务	请消灭50只巫族战兽。	消灭50只巫族战兽	01_GBT_gebi	01xg014	50
6399	镇妖任务	请消灭50只巫族侍卫。	消灭50只巫族侍卫	01_GBT_gebi	01xg015	50
6400	镇妖任务	请消灭50只撸撸精。	消灭50只撸撸精	01_GBT_gebi	01xg016	50
6401	镇妖任务	请消灭5只仓空道人。	消灭5只仓空道人	01_GBT_gebi	01xg017	5
6402	镇妖任务	请消灭5只仓空守卫。	消灭5只仓空守卫	01_GBT_gebi	01xg018	5
6403	镇妖任务	请消灭5只饿死鬼。	消灭5只饿死鬼	01_GBT_gebi	01xg019	5
6404	镇妖任务	请消灭5只魅惑蛇精。	消灭5只魅惑蛇精	02_GBT_xuanyuandong	01xg024	5
6405	镇妖任务	请消灭5只啐啐蛇。	消灭5只啐啐蛇	02_GBT_xuanyuandong	01xg026	5
6406	镇妖任务	请消灭5只仰天妖。	消灭5只仰天妖	02_GBT_xuanyuandong	01xg027	5
6407	镇妖任务	请消灭5只灼热丧尸。	消灭5只灼热丧尸	02_GBT_xuanyuandong	01xg028	5
6408	镇妖任务	请消灭5只刑天兽。	消灭5只刑天兽	02_GBT_xuanyuandong	01xg029	5
6409	镇妖任务	请消灭5只羊角执行官。	消灭5只羊角执行官	02_GBT_xuanyuandong	01xg023	5
6410	镇妖任务	请消灭5只鬼魅狐精。	消灭5只鬼魅狐精	02_GBT_xuanyuandong	01xg030	5
6411	镇妖任务	请消灭5只褐羽嚣乌。	消灭5只褐羽嚣乌	02_GBT_xuanyuandong	01xg031	5
6412	镇妖任务	消灭5只帝江守卫	消灭5只帝江守卫	01_CYGM_chiyoumu	01xg032	5
6413	镇妖任务	请消灭5只白无常。	消灭5只白无常	02_GBT_xuanyuandong	01xg020	5
6414	镇妖任务	请消灭5只黑无常。	消灭5只黑无常	02_GBT_xuanyuandong	01xg021	5
6415	镇妖任务	请消灭5只猎狗执行官。	消灭5只猎狗执行官	02_GBT_xuanyuandong	01xg022	5
6416	镇妖任务	消灭5只句芒卫士	消灭5只句芒卫士	01_CYGM_chiyoumu	01xg033	5
6417	镇妖任务	消灭5只蓐收卫士	消灭5只蓐收卫士	01_CYGM_chiyoumu	01xg034	5
6418	镇妖任务	请消灭10只仓空道人。	消灭10只仓空道人	01_GBT_gebi	01xg017	10
6419	镇妖任务	请消灭10只仓空守卫。	消灭10只仓空守卫	01_GBT_gebi	01xg018	10
6420	镇妖任务	请消灭10只饿死鬼。	消灭10只饿死鬼	01_GBT_gebi	01xg019	10
6421	镇妖任务	请消灭10只魅惑蛇精。	消灭10只魅惑蛇精	02_GBT_xuanyuandong	01xg024	10
6422	镇妖任务	请消灭10只啐啐蛇。	消灭10只啐啐蛇	02_GBT_xuanyuandong	01xg026	10
6423	镇妖任务	请消灭10只仰天妖。	消灭10只仰天妖	02_GBT_xuanyuandong	01xg027	10
6424	镇妖任务	请消灭10只灼热丧尸。	消灭10只灼热丧尸	02_GBT_xuanyuandong	01xg028	10
6425	镇妖任务	请消灭10只刑天兽。	消灭10只刑天兽	02_GBT_xuanyuandong	01xg029	10
6426	镇妖任务	请消灭10只羊角执行官。	消灭10只羊角执行官	02_GBT_xuanyuandong	01xg023	10
6427	镇妖任务	请消灭10只鬼魅狐精。	消灭10只鬼魅狐精	02_GBT_xuanyuandong	01xg030	10
6428	镇妖任务	请消灭10只褐羽嚣乌。	消灭10只褐羽嚣乌	02_GBT_xuanyuandong	01xg031	10
6429	镇妖任务	消灭10只帝江守卫	消灭10只帝江守卫	01_CYGM_chiyoumu	01xg032	10
6430	镇妖任务	请消灭10只白无常。	消灭10只白无常	02_GBT_xuanyuandong	01xg020	10
6431	镇妖任务	请消灭10只黑无常。	消灭10只黑无常	02_GBT_xuanyuandong	01xg021	10
6432	镇妖任务	请消灭10只猎狗执行官。	消灭10只猎狗执行官	02_GBT_xuanyuandong	01xg022	10
6433	镇妖任务	消灭10只句芒卫士	消灭10只句芒卫士	01_CYGM_chiyoumu	01xg033	10
6434	镇妖任务	消灭10只蓐收卫士	消灭10只蓐收卫士	01_CYGM_chiyoumu	01xg034	10
6435	镇妖任务	请消灭20只仓空道人。	消灭20只仓空道人	01_GBT_gebi	01xg017	20
6436	镇妖任务	请消灭20只仓空守卫。	消灭20只仓空守卫	01_GBT_gebi	01xg018	20
6437	镇妖任务	请消灭20只饿死鬼。	消灭20只饿死鬼	01_GBT_gebi	01xg019	20
6438	镇妖任务	请消灭20只魅惑蛇精。	消灭20只魅惑蛇精	02_GBT_xuanyuandong	01xg024	20
6439	镇妖任务	请消灭20只啐啐蛇。	消灭20只啐啐蛇	02_GBT_xuanyuandong	01xg026	20
6440	镇妖任务	请消灭20只仰天妖。	消灭20只仰天妖	02_GBT_xuanyuandong	01xg027	20
6441	镇妖任务	请消灭20只灼热丧尸。	消灭20只灼热丧尸	02_GBT_xuanyuandong	01xg028	20
6442	镇妖任务	请消灭20只刑天兽。	消灭20只刑天兽	02_GBT_xuanyuandong	01xg029	20
6443	镇妖任务	请消灭20只羊角执行官。	消灭20只羊角执行官	02_GBT_xuanyuandong	01xg023	20
6444	镇妖任务	请消灭20只鬼魅狐精。	消灭20只鬼魅狐精	02_GBT_xuanyuandong	01xg030	20
6445	镇妖任务	请消灭20只褐羽嚣乌。	消灭20只褐羽嚣乌	02_GBT_xuanyuandong	01xg031	20
6446	镇妖任务	消灭20只帝江守卫	消灭20只帝江守卫	01_CYGM_chiyoumu	01xg032	20
6447	镇妖任务	请消灭20只白无常。	消灭20只白无常	02_GBT_xuanyuandong	01xg020	20
6448	镇妖任务	请消灭20只黑无常。	消灭20只黑无常	02_GBT_xuanyuandong	01xg021	20
6449	镇妖任务	请消灭20只猎狗执行官。	消灭20只猎狗执行官	02_GBT_xuanyuandong	01xg022	20
6450	镇妖任务	消灭20只句芒卫士	消灭20只句芒卫士	01_CYGM_chiyoumu	01xg033	20
6451	镇妖任务	消灭20只蓐收卫士	消灭20只蓐收卫士	01_CYGM_chiyoumu	01xg034	20
6452	镇妖任务	请消灭50只仓空道人。	消灭50只仓空道人	01_GBT_gebi	01xg017	50
6453	镇妖任务	请消灭50只仓空守卫。	消灭50只仓空守卫	01_GBT_gebi	01xg018	50
6454	镇妖任务	请消灭50只饿死鬼。	消灭50只饿死鬼	01_GBT_gebi	01xg019	50
6455	镇妖任务	请消灭50只魅惑蛇精。	消灭50只魅惑蛇精	02_GBT_xuanyuandong	01xg024	50
6456	镇妖任务	请消灭50只啐啐蛇。	消灭50只啐啐蛇	02_GBT_xuanyuandong	01xg026	50
6457	镇妖任务	请消灭50只仰天妖。	消灭50只仰天妖	02_GBT_xuanyuandong	01xg027	50
6458	镇妖任务	请消灭50只灼热丧尸。	消灭50只灼热丧尸	02_GBT_xuanyuandong	01xg028	50
6459	镇妖任务	请消灭50只刑天兽。	消灭50只刑天兽	02_GBT_xuanyuandong	01xg029	50
6460	镇妖任务	请消灭50只羊角执行官。	消灭50只羊角执行官	02_GBT_xuanyuandong	01xg023	50
6461	镇妖任务	请消灭50只鬼魅狐精。	消灭50只鬼魅狐精	02_GBT_xuanyuandong	01xg030	50
6462	镇妖任务	请消灭50只褐羽嚣乌。	消灭50只褐羽嚣乌	02_GBT_xuanyuandong	01xg031	50
6463	镇妖任务	消灭50只帝江守卫	消灭50只帝江守卫	01_CYGM_chiyoumu	01xg032	50
6464	镇妖任务	请消灭50只白无常。	消灭50只白无常	02_GBT_xuanyuandong	01xg020	50
6465	镇妖任务	请消灭50只黑无常。	消灭50只黑无常	02_GBT_xuanyuandong	01xg021	50
6466	镇妖任务	请消灭50只猎狗执行官。	消灭50只猎狗执行官	02_GBT_xuanyuandong	01xg022	50
6467	镇妖任务	消灭50只句芒卫士	消灭50只句芒卫士	01_CYGM_chiyoumu	01xg033	50
6468	镇妖任务	消灭50只蓐收卫士	消灭50只蓐收卫士	01_CYGM_chiyoumu	01xg034	50
6469	镇妖任务	请消灭5只吊死鬼。	消灭5只吊死鬼	02_GBT_xuanyuandong	01xg025	5
6470	镇妖任务	消灭5只共工侍卫	消灭5只共工侍卫	01_CYGM_chiyoumu	01xg035	5
6471	镇妖任务	消灭5只祝融禁卫军	消灭5只祝融禁卫军	01_CYGM_chiyoumu	01xg036	5
6472	镇妖任务	消灭5只天吴护卫	消灭5只天吴护卫	01_CYGM_chiyoumu	01xg037	5
6473	镇妖任务	消灭5只强良卫士	消灭5只强良卫士	01_CYGM_chiyoumu	01xg038	5
6474	镇妖任务	消灭5只龠兹卫士	消灭5只龠兹卫士	01_CYGM_chiyoumu	01xg039	5
6475	镇妖任务	消灭5只玄冥护卫	消灭5只玄冥护卫	01_CYGM_chiyoumu	01xg040	5
6476	镇妖任务	消灭5只虚日鼠	消灭5只虚日鼠	02_CYGM_nanjiang	01xg041	5
6477	镇妖任务	消灭5只神秘看守	消灭5只神秘看守	02_CYGM_nanjiang	01xg042	5
6478	镇妖任务	消灭5只无当男宠	消灭5只无当男宠	02_CYGM_nanjiang	01xg043	5
6479	镇妖任务	请消灭10只吊死鬼。	消灭10只吊死鬼	02_GBT_xuanyuandong	01xg025	10
6480	镇妖任务	消灭10只共工侍卫	消灭10只共工侍卫	01_CYGM_chiyoumu	01xg035	10
6481	镇妖任务	消灭10只祝融禁卫军	消灭10只祝融禁卫军	01_CYGM_chiyoumu	01xg036	10
6482	镇妖任务	消灭10只天吴护卫	消灭10只天吴护卫	01_CYGM_chiyoumu	01xg037	10
6483	镇妖任务	消灭10只强良卫士	消灭10只强良卫士	01_CYGM_chiyoumu	01xg038	10
6484	镇妖任务	消灭10只龠兹卫士	消灭10只龠兹卫士	01_CYGM_chiyoumu	01xg039	10
6485	镇妖任务	消灭10只玄冥护卫	消灭10只玄冥护卫	01_CYGM_chiyoumu	01xg040	10
6486	镇妖任务	消灭10只虚日鼠	消灭10只虚日鼠	02_CYGM_nanjiang	01xg041	10
6487	镇妖任务	消灭10只神秘看守	消灭10只神秘看守	02_CYGM_nanjiang	01xg042	10
6488	镇妖任务	消灭10只无当男宠	消灭10只无当男宠	02_CYGM_nanjiang	01xg043	10
6489	镇妖任务	请消灭20只吊死鬼。	消灭20只吊死鬼	02_GBT_xuanyuandong	01xg025	20
6490	镇妖任务	消灭20只共工侍卫	消灭20只共工侍卫	01_CYGM_chiyoumu	01xg035	20
6491	镇妖任务	消灭20只祝融禁卫军	消灭20只祝融禁卫军	01_CYGM_chiyoumu	01xg036	20
6492	镇妖任务	消灭20只天吴护卫	消灭20只天吴护卫	01_CYGM_chiyoumu	01xg037	20
6493	镇妖任务	消灭20只强良卫士	消灭20只强良卫士	01_CYGM_chiyoumu	01xg038	20
6494	镇妖任务	消灭20只龠兹卫士	消灭20只龠兹卫士	01_CYGM_chiyoumu	01xg039	20
6495	镇妖任务	消灭20只玄冥护卫	消灭20只玄冥护卫	01_CYGM_chiyoumu	01xg040	20
6496	镇妖任务	消灭20只虚日鼠	消灭20只虚日鼠	02_CYGM_nanjiang	01xg041	20
6497	镇妖任务	消灭20只神秘看守	消灭20只神秘看守	02_CYGM_nanjiang	01xg042	20
6498	镇妖任务	消灭20只无当男宠	消灭20只无当男宠	02_CYGM_nanjiang	01xg043	20
6499	镇妖任务	请消灭50只吊死鬼。	消灭50只吊死鬼	02_GBT_xuanyuandong	01xg025	50
6500	镇妖任务	消灭50只共工侍卫	消灭50只共工侍卫	01_CYGM_chiyoumu	01xg035	50
6501	镇妖任务	消灭50只祝融禁卫军	消灭50只祝融禁卫军	01_CYGM_chiyoumu	01xg036	50
6502	镇妖任务	消灭50只天吴护卫	消灭50只天吴护卫	01_CYGM_chiyoumu	01xg037	50
6503	镇妖任务	消灭50只强良卫士	消灭50只强良卫士	01_CYGM_chiyoumu	01xg038	50
6504	镇妖任务	消灭50只龠兹卫士	消灭50只龠兹卫士	01_CYGM_chiyoumu	01xg039	50
6505	镇妖任务	消灭50只玄冥护卫	消灭50只玄冥护卫	01_CYGM_chiyoumu	01xg040	50
6506	镇妖任务	消灭50只虚日鼠	消灭50只虚日鼠	02_CYGM_nanjiang	01xg041	50
6507	镇妖任务	消灭50只神秘看守	消灭50只神秘看守	02_CYGM_nanjiang	01xg042	50
6508	镇妖任务	消灭50只无当男宠	消灭50只无当男宠	02_CYGM_nanjiang	01xg043	50
6509	镇妖任务	消灭5只截教教众	消灭5只截教教众	02_CYGM_nanjiang	01xg044	5
6510	镇妖任务	消灭5只截教弟子	消灭5只截教弟子	02_CYGM_nanjiang	01xg045	5
6511	镇妖任务	消灭5只陷仙剑守卫	消灭5只陷仙剑守卫	02_CYGM_nanjiang	01xg046	5
6512	镇妖任务	消灭5只戮仙剑守卫	消灭5只戮仙剑守卫	02_CYGM_nanjiang	01xg047	5
6513	镇妖任务	消灭5只绝仙剑守卫	消灭5只绝仙剑守卫	02_CYGM_nanjiang	01xg048	5
6514	镇妖任务	消灭5只诛仙剑守卫	消灭5只诛仙剑守卫	02_CYGM_nanjiang	01xg049	5
6515	镇妖任务	消灭5只截教新兵	消灭5只截教新兵	03_CYGM_mengjin	01xg050	5
