goddessId	lingerNum	atk	rit	hp	mp	silverMoney	lq
2000003	109	582	348	4347	1812	113799	
2000003	110	582	348	4347	2177	115369	
2000003	111	619	348	4347	2177	116946	
2000003	112	619	370	4347	2177	118530	
2000003	113	619	370	4626	2177	120121	
2000003	114	656	370	4626	2177	121719	
2000003	115	656	392	4626	2177	123324	
2000003	116	656	392	4905	2177	124936	
2000003	117	693	392	4905	2177	126555	
2000003	118	693	414	4905	2177	128181	
2000003	119	693	414	5184	2177	129814	
2000003	120	693	414	5184	2596	131453	
2000003	121	735	414	5184	2596	133100	
2000003	122	735	439	5184	2596	134753	
2000003	123	735	439	5499	2596	136414	
2000003	124	777	439	5499	2596	138081	
2000003	125	777	464	5499	2596	139754	
2000003	126	777	464	5814	2596	141435	
2000003	127	819	464	5814	2596	143122	
2000003	128	819	489	5814	2596	144815	
2000003	129	819	489	6129	2596	146516	
2000003	130	819	489	6129	3069	148223	
2000003	131	866	489	6129	3069	149936	
2000003	132	866	517	6129	3069	151656	
2000003	133	866	517	6480	3069	153383	
2000003	134	913	517	6480	3069	155116	
2000003	135	913	545	6480	3069	156856	
2000003	136	913	545	6831	3069	158602	
2000003	137	960	545	6831	3069	160354	
2000003	138	960	573	6831	3069	162113	
2000003	139	960	573	7182	3069	163879	
2000003	140	960	573	7182	3596	165650	
2000003	141	1007	573	7182	3596	167428	
2000003	142	1007	601	7182	3596	169213	
2000003	143	1007	601	7533	3596	171003	
2000003	144	1054	601	7533	3596	172800	
2000003	145	1054	629	7533	3596	174603	
2000003	146	1054	629	7884	3596	176412	
2000003	147	1101	629	7884	3596	178228	
2000003	148	1101	657	7884	3596	180050	
2000003	149	1101	657	8235	3596	181878	
2000003	150	1101	657	8235	4123	183712	
2000003	151	1148	657	8235	4123	185552	
2000003	152	1148	685	8235	4123	187398	
2000003	153	1148	685	8586	4123	189251	
2000003	154	1195	685	8586	4123	191109	
2000003	155	1195	713	8586	4123	192973	
2000003	156	1195	713	8937	4123	194844	
2000003	157	1242	713	8937	4123	196720	
2000003	158	1242	741	8937	4123	198603	
2000003	159	1242	741	9288	4123	200491	
2000003	160	1242	741	9288	4650	202386	
2000003	161	1289	741	9288	4650	204286	
2000003	162	1289	769	9288	4650	206192	
2000003	163	1289	769	9639	4650	208104	
2000003	164	1336	769	9639	4650	210022	
2000003	165	1336	797	9639	4650	211946	
2000003	166	1336	797	9990	4650	213876	
2000003	167	1383	797	9990	4650	215812	
2000003	168	1383	825	9990	4650	217753	
2000003	169	1383	825	10341	4650	219700	
2000003	170	1383	825	10341	5177	221653	
2000003	171	1430	825	10341	5177	223612	
2000003	172	1430	853	10341	5177	225576	
2000003	173	1430	853	10692	5177	227546	
2000003	174	1477	853	10692	5177	229522	
2000003	175	1477	881	10692	5177	231503	
2000003	176	1477	881	11043	5177	233490	
2000003	177	1524	881	11043	5177	235483	
2000003	178	1524	909	11043	5177	237482	
2000003	179	1524	909	11394	5177	239486	
2000003	180	1524	909	11394	5704	241495	
2000003	181	1571	909	11394	5704	243511	
2000003	182	1571	937	11394	5704	245531	
2000003	183	1571	937	11745	5704	247558	
2000003	184	1618	937	11745	5704	249590	
2000003	185	1618	965	11745	5704	251627	
2000003	186	1618	965	12096	5704	253670	
2000003	187	1665	965	12096	5704	255719	
2000003	188	1665	993	12096	5704	257773	
2000003	189	1665	993	12447	5704	259832	
2000003	190	1665	993	12447	6231	261897	
2000003	191	1712	993	12447	6231	263967	
2000003	192	1712	1021	12447	6231	266043	
2000003	193	1712	1021	12798	6231	268124	
2000003	194	1759	1021	12798	6231	270211	
2000003	195	1759	1049	12798	6231	272303	
2000003	196	1759	1049	13149	6231	274400	
2000003	197	1806	1049	13149	6231	276503	
2000003	198	1806	1077	13149	6231	278611	
2000003	199	1806	1077	13500	6231	280724	
2000003	200	1806	1077	13500	6758	282843	
