id	zp	gold	silver	exp	honor	factionIntegral	factionContribute	mustGoods1	mustNo1	mustBind1	mustGoods2	mustNo2	mustBind2	mustGoods3	mustNo3	mustBind3	mustGoods4	mustNo4	mustBind4	mustGoods5	mustNo5	mustBind5	mustGoods6	mustNo6	mustBind6
10093			8300	246760				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10094			17200	641600																					
10095			8600	320800				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10096			8600	320800				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
																									
2910			1000	5000				190002	1	1															
2911			1000	5000				9231	1	1															
																									
2501	150		500	23																					
2502	150		500	23																					
2503	150		500	23																					
2504	150		500	23																					
2505	150		500	23																					
2506	150		500	23																					
2507	150		500	23																					
2508	150		500	23																					
2509	150		500	23																					
2510	150		500	23																					
2511	150		500	23																					
2512	150		500	23																					
2513	150		500	23																					
2514	150		500	23																					
2515	150		500	23																					
2516	200		750	23																					
2517	200		750	23																					
2518	200		750	23																					
2519	200		750	23																					
2520	200		750	23																					
2521	200		750	23																					
2522	200		750	23																					
2523	200		750	23																					
2524	200		750	23																					
2525	200		750	23																					
2526	200		750	23																					
2527	200		750	23																					
2528	200		750	23																					
2529	200		750	23																					
2530	200		750	23																					
2531	200		750	23																					
2532	200		750	23																					
2533	200		750	23																					
2534	200		750	23																					
2535	200		750	23																					
2536	250		750	23																					
2537	250		750	23																					
2538	250		750	23																					
2539	250		750	23																					
2540	250		750	23																					
2541	250		1000	23																					
2542	250		1000	23																					
2543	250		1000	23																					
2544	250		1000	23																					
2545	250		1000	23																					
2546	250		1000	23																					
2547	250		1000	23																					
2548	250		1000	23																					
2549	250		1000	23																					
2550	250		1000	23																					
2551	250		1000	23																					
2552	250		1000	23																					
2553	250		1000	23																					
2554	250		1000	23																					
2555	250		1000	23																					
2556	250		1000	23																					
2557	250		1000	23																					
2558	250		1000	23																					
2559	250		1000	23																					
2560	250		1000	23																					
2561	250		1000	23																					
2562	250		1000	23																					
2563	250		1000	23																					
2564	250		1000	23																					
2565	250		1000	23																					
2566	250		1250	23																					
2567	250		1250	23																					
2568	250		1250	23																					
2569	250		1250	23																					
2570	250		1250	23																					
2571	250		1250	23																					
2572	250		1250	23																					
2573	250		1250	23																					
2574	250		1250	23																					
2575	250		1250	23																					
2576	250		1250	23																					
2577	250		1250	23																					
2578	250		1250	23																					
2579	250		1250	23																					
2580	250		1250	23																					
2581	250		1250	23																					
2582	250		1250	23																					
2583	250		1250	23																					
2584	250		1250	23																					
2585	250		1250	23																					
2586	250		1250	23																					
2587	250		1250	23																					
2588	250		1250	23																					
2589	250		1250	23																					
2590	250		1250	23																					
2591	250		1500	23																					
2592	250		1500	23																					
2593	250		1500	23																					
2594	250		1500	23																					
2595	250		1500	23																					
2596	250		1500	23																					
2597	250		1500	23																					
2598	250		1500	23																					
2599	250		1500	23																					
2600	250		1500	23																					
2601	250		1500	23																					
2602	250		1500	23																					
2603	250		1500	23																					
2604	250		1500	23																					
2605	250		1500	23																					
2606	250		1500	23																					
2607	250		1500	23																					
2608	250		1500	23																					
2609	250		1500	23																					
2610	250		1500	23																					
2611	250		1500	23																					
2612	250		1500	23																					
2613	250		1500	23																					
2614	250		1500	23																					
2615	250		1500	23																					
2616	250		1750	23																					
2617	250		1750	23																					
2618	250		1750	23																					
2619	250		1750	23																					
2620	250		1750	23																					
2621	250		1750	23																					
2622	250		1750	23																					
2623	250		1750	23																					
2624	250		1750	23																					
2625	250		1750	23																					
2626	250		1750	23																					
2627	250		1750	23																					
2628	250		1750	23																					
2629	250		1750	23																					
2630	250		1750	23																					
2631	250		1750	23																					
2632	250		1750	23																					
2633	250		1750	23																					
2634	250		1750	23																					
2635	250		1750	23																					
2636	250		1750	23																					
2637	250		1750	23																					
2638	250		1750	23																					
2639	250		1750	23																					
2640	250		1750	23																					
2641	250		2000	23																					
2642	250		2000	23																					
2643	250		2000	23																					
2644	250		2000	23																					
2645	250		2000	23																					
2646	250		2000	23																					
2647	250		2000	23																					
2648	250		2000	23																					
2649	250		2000	23																					
2650	250		2000	23																					
2651	250		2000	23																					
2652	250		2000	23																					
2653	250		2000	23																					
2654	250		2000	23																					
2655	250		2000	23																					
2656	250		2000	23																					
2657	250		2000	23																					
2658	250		2000	23																					
2659	250		2000	23																					
2660	250		2000	23																					
2661	250		2000	23																					
2662	250		2000	23																					
2663	250		2000	23																					
2664	250		2000	23																					
2665	250		2000	23																					
2666	250		2250	23																					
2667	250		2250	23																					
2668	250		2250	23																					
2669	250		2250	23																					
2670	250		2250	23																					
2671	250		2250	23																					
2672	250		2250	23																					
2673	250		2250	23																					
2674	250		2250	23																					
2675	250		2250	23																					
2676	250		2250	23																					
2677	250		2250	23																					
2678	250		2250	23																					
2679	250		2250	23																					
2680	250		2250	23																					
2681	250		2250	23																					
2682	250		2250	23																					
2683	250		2250	23																					
2684	250		2250	23																					
2685	250		2250	23																					
2686	250		2250	23																					
2687	250		2250	23																					
2688	250		2250	23																					
2689	250		2250	23																					
2690	250		2250	23																					
2691	250		2500	23																					
2692	250		2500	23																					
2693	250		2500	23																					
2694	250		2500	23																					
2695	250		2500	23																					
2696	250		2500	23																					
2697	250		2500	23																					
2698	250		2500	23																					
2699	250		2500	23																					
2700	250		2500	23																					
2701	250		2500	23																					
2702	250		2500	23																					
2703	250		2500	23																					
2704	250		2500	23																					
2705	250		2500	23																					
2706	250		2500	23																					
2707	250		2500	23																					
2708	250		2500	23																					
2709	250		2500	23																					
2710	250		2500	23																					
2711	250		2500	23																					
2712	250		2500	23																					
2713	250		2500	23																					
2714	250		2500	23																					
2715	250		2500	23																					
2716	250		2750	23																					
2717	250		2750	23																					
2718	250		2750	23																					
2719	250		2750	23																					
2720	250		2750	23																					
2721	250		2750	23																					
2722	250		2750	23																					
2723	250		2750	23																					
2724	250		2750	23																					
2725	250		2750	23																					
2726	250		2750	23																					
2727	250		2750	23																					
2728	250		2750	23																					
2729	250		2750	23																					
2730	250		2750	23																					
2731	250		2750	23																					
2732	250		2750	23																					
2733	250		2750	23																					
2734	250		2750	23																					
2735	250		2750	23																					
2736	250		2750	23																					
2737	250		2750	23																					
2738	250		2750	23																					
2739	250		2750	23																					
2740	250		2750	23																					
2755	250		500	23																					
2756	250		500	23																					
2757	250		500	23																					
2758	250		500	23																					
2759	250		500	23																					
2760	250		500	23																					
2761	250		500	23																					
2762	250		500	23																					
2763	250		500	23																					
2764	250		500	23																					
																									
10103			23	23																					
10104			23	23																					
10105			23	23				70041	2	1															
10106			23	23																					
10107			23	23																					
10108			23	23				70041	2	1															
10109			23	23																					
10110			23	23				9209	1	1															
10111			23	23				70041	2	1															
10112			23	23																					
10113			23	23				9209	1	1															
10114			23	23				70041	2	1															
10115			23	23																					
10116			23	23				9210	1	1															
10117			23	23				70041	2	1															
10118			23	23																					
10119			23	23				9210	1	1															
10120			23	23				70041	2	1															
10121			23	23																					
10122			23	23				9210	1	1															
10123			23	23				70041	2	1															
10124			23	23																					
10125			23	23				9210	1	1															
10126			23	23				70041	2	1															
10127			23	23																					
10128			23	23				9210	1	1															
10129			23	23				70041	2	1															
10130			23	23																					
10131			23	23				9210	1	1															
10132			23	23				70041	2	1															
10136			23	23																					
10137			23	23																					
10138			23	23				70041	2	1															
10139			23	23																					
10140			23	23																					
10141			23	23				70041	2	1															
10142			23	23																					
10143			23	23				9209	1	1															
10144			23	23				70041	2	1															
10145			23	23																					
10146			23	23				9209	1	1															
10147			23	23				70041	2	1															
10148			23	23																					
10149			23	23				9210	1	1															
10150			23	23				70041	2	1															
10151			23	23																					
10152			23	23				9210	1	1															
10153			23	23				70041	2	1															
10154			23	23																					
10155			23	23				9210	1	1															
10156			23	23				70041	2	1															
10157			23	23																					
10158			23	23				9210	1	1															
10159			23	23				70041	2	1															
10160			23	23																					
10161			23	23				9210	1	1															
10162			23	23				70041	2	1															
10163			23	23																					
10164			23	23				9210	1	1															
10165			23	23				70041	2	1															
10169			23	23																					
10170			23	23																					
10171			23	23				70041	2	1															
10172			23	23																					
10173			23	23																					
10174			23	23				70041	2	1															
10175			23	23																					
10176			23	23				9209	1	1															
10177			23	23				70041	2	1															
10178			23	23																					
10179			23	23				9209	1	1															
10180			23	23				70041	2	1															
10181			23	23																					
10182			23	23				9210	1	1															
10183			23	23				70041	2	1															
10184			23	23																					
10185			23	23				9210	1	1															
10186			23	23				70041	2	1															
10187			23	23																					
10188			23	23				9210	1	1															
10189			23	23				70041	2	1															
10190			23	23																					
10191			23	23				9210	1	1															
10192			23	23				70041	2	1															
10193			23	23																					
10194			23	23				9210	1	1															
10195			23	23				70041	2	1															
10196			23	23																					
10197			23	23				9210	1	1															
10198			23	23				70041	2	1															
10199			23	23				70022	2	1															
10200			23	23				70022	2	1															
10201			23	23				70022	2	1															
10202			23	23				70022	2	1															
10203			23	23				70022	2	1															
10204			23	23				70021	2	1															
10205			23	23				70021	2	1															
10206			23	23				70021	2	1															
10207			23	23				70021	2	1															
10208			23	23				70021	2	1															
10209			23	23				70022	2	1															
10210			23	23				70022	2	1															
10211			23	23				70022	2	1															
10212			23	23				70022	2	1															
10213			23	23				70022	2	1															
10214			23	23				70021	2	1															
10215			23	23				70021	2	1															
10216			23	23				70021	2	1															
10217			23	23				70021	2	1															
10218			23	23				70021	2	1															
10219			23	23				70022	2	1															
10220			23	23				70022	2	1															
10221			23	23				70022	2	1															
10222			23	23				70022	2	1															
10223			23	23				70022	2	1															
10224			23	23				70021	2	1															
10225			23	23				70021	2	1															
10226			23	23				70021	2	1															
10227			23	23				70021	2	1															
10228			23	23				70021	2	1															
																									
10301				23				71001	2	1	71073	2	1												
10302				23				71001	2	1	71073	2	1												
10303				23				71001	2	1	71073	2	1												
10304				23				71001	2	1	71073	2	1												
10305				23				71001	2	1	71073	2	1												
10306				23				71001	2	1	71073	2	1												
10307				23				71001	2	1	71073	2	1												
10308				23				71001	2	1	71073	2	1												
10309				23				71001	2	1	71073	2	1												
10310				23				71001	2	1	71073	2	1												
10311			2400	23				71001	1	1	71073	1	1												
10312			3000	23				71001	1	1	71073	1	1												
10313			3500	23				71001	1	1	71073	1	1	71002	1	1									
10314			4400	23				71001	1	1	71073	1	1	71002	1	1									
10315			5000	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10316			5900	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10317			6300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10318			7200	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10319			8300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10320			8600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10321			2400	23				71001	1	1	71073	1	1												
10322			3000	23				71001	1	1	71073	1	1												
10323			3500	23				71001	1	1	71073	1	1	71002	1	1									
10324			4400	23				71001	1	1	71073	1	1	71002	1	1									
10325			5000	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10326			5900	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10327			6300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10328			7200	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10329			8300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10330			8600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10331			4800	23				71001	1	1	71073	1	1												
10332			6000	23				71001	1	1	71073	1	1												
10333			7000	23				71001	1	1	71073	1	1	71002	1	1									
10334			8800	23				71001	1	1	71073	1	1	71002	1	1									
10335			10000	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10336			11800	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10337			12600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10338			14400	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10339			16600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10340			17200	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10341				23				71001	2	1	71073	2	1												
10342				23				71001	2	1	71073	2	1												
10343				23				71001	2	1	71073	2	1												
10344				23				71001	2	1	71073	2	1												
10345				23				71001	2	1	71073	2	1												
10346				23				71001	2	1	71073	2	1												
10347				23				71001	2	1	71073	2	1												
10348				23				71001	2	1	71073	2	1												
10349				23				71001	2	1	71073	2	1												
10350				23				71001	2	1	71073	2	1												
10351			2400	23				71001	1	1	71073	1	1												
10352			3000	23				71001	1	1	71073	1	1												
10353			3500	23				71001	1	1	71073	1	1	71002	1	1									
10354			4400	23				71001	1	1	71073	1	1	71002	1	1									
10355			5000	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10356			5900	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10357			6300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10358			7200	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10359			8300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10360			8600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10361			2400	23				71001	1	1	71073	1	1												
10362			3000	23				71001	1	1	71073	1	1												
10363			3500	23				71001	1	1	71073	1	1	71002	1	1									
10364			4400	23				71001	1	1	71073	1	1	71002	1	1									
10365			5000	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10366			5900	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10367			6300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10368			7200	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10369			8300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10370			8600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10371			4800	23				71001	1	1	71073	1	1												
10372			6000	23				71001	1	1	71073	1	1												
10373			7000	23				71001	1	1	71073	1	1	71002	1	1									
10374			8800	23				71001	1	1	71073	1	1	71002	1	1									
10375			10000	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10376			11800	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10377			12600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10378			14400	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10379			16600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10380			17200	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10381				23				71001	2	1	71073	2	1												
10382				23				71001	2	1	71073	2	1												
10383				23				71001	2	1	71073	2	1												
10384				23				71001	2	1	71073	2	1												
10385				23				71001	2	1	71073	2	1												
10386				23				71001	2	1	71073	2	1												
10387				23				71001	2	1	71073	2	1												
10388				23				71001	2	1	71073	2	1												
10389				23				71001	2	1	71073	2	1												
10390				23				71001	2	1	71073	2	1												
10391			2400	23				71001	1	1	71073	1	1												
10392			3000	23				71001	1	1	71073	1	1												
10393			3500	23				71001	1	1	71073	1	1	71002	1	1									
10394			4400	23				71001	1	1	71073	1	1	71002	1	1									
10395			5000	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10396			5900	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10397			6300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10398			7200	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10399			8300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10400			8600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10401			2400	23				71001	1	1	71073	1	1												
10402			3000	23				71001	1	1	71073	1	1												
10403			3500	23				71001	1	1	71073	1	1	71002	1	1									
10404			4400	23				71001	1	1	71073	1	1	71002	1	1									
10405			5000	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10406			5900	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10407			6300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10408			7200	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10409			8300	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10410			8600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10411			4800	23				71001	1	1	71073	1	1												
10412			6000	23				71001	1	1	71073	1	1												
10413			7000	23				71001	1	1	71073	1	1	71002	1	1									
10414			8800	23				71001	1	1	71073	1	1	71002	1	1									
10415			10000	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10416			11800	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10417			12600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10418			14400	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10419			16600	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
10420			17200	23				71001	1	1	71073	1	1	71002	1	1	71003	1	1						
																									
11001								70041	2	1				70061	1	1									
11002								70051	2	1				70061	2	1									
11003								72001	3	1	72004	1	1												
11004								70041	2	1				70061	2	1									
11005								70051	2	1				70061	3	1									
11006								72001	3	1	72004	1	1												
11007								70041	3	1				70061	2	1									
11008								70051	3	1				70061	3	1									
11009								72001	4	1	72004	2	1												
11010								70041	3	1				70062	1	1									
11011								70051	3	1				70062	2	1									
11012								72001	5	1	72004	2	1												
11013								70041	4	1				70062	1	1									
11014								70051	4	1				70062	2	1									
11015								72001	8	1	72004	2	1												
																									
10501								9249	1	1															
10502				55000				70041	2	1															
10503				73300				70041	2	1															
10504				80000				70041	2	1															
10505				144000				70041	2	1															
10506				288000				70041	2	1	9209	1	1												
10507				374400				70041	2	1	9209	1	1												
10508				486700				70042	2	1	9209	1	1												
10509				632700				70042	2	1	9210	1	1												
10510				822600				70042	2	1	9210	1	1												
10511				1069300				70042	2	1	9210	1	1												
																									
11016				55000				73959	2	1															
11017				73300				73959	2	1															
11018				55000				73959	2	1															
11019				73300				73959	2	1															
11020				55000				73959	2	1															
11021				73300				73959	2	1															
11022				80000				73959	2	1															
11023				144000				73959	2	1															
11024				288000				73959	2	1															
11025				374400				73959	2	1															
11026				486700				73959	2	1															
11027				632700				73959	2	1															
11028				822600				73959	2	1															
11029				1069300				73959	2	1															
11030				80000				73959	2	1															
11031				144000				73959	2	1															
11032				288000				73959	2	1															
11033				374400				73959	2	1															
11034				486700				73959	2	1															
11035				632700				73959	2	1															
11036				822600				73959	2	1															
11037				1069300				73959	2	1															
11038				80000				73959	2	1															
11039				144000				73959	2	1															
11040				288000				73959	2	1															
11041				374400				73959	2	1															
11042				486700				73959	2	1															
11043				632700				73959	2	1															
11044				822600				73959	2	1															
11045				1069300				73959	2	1															
																									
11052			2000					70071	2	1															
11053			5000					70071	5	1															
11054			5000					70071	5	1															
11055			10000					70071	10	1															
11056			20000					70071	20	1															
11057			2000					70071	2	1															
11058			5000					70071	5	1															
11059			5000					70071	5	1															
11060			10000					70071	10	1															
11061			20000					70071	20	1															
11062			2000					70071	2	1															
11063			5000					70071	5	1															
11064			5000					70071	5	1															
11065			10000					70071	10	1															
11066			20000					70071	20	1															
11067			2000					70071	2	1															
11068			5000					70071	5	1															
11069			5000					70071	5	1															
11070			10000					70071	10	1															
11071			20000					70071	20	1															
11072			2000					70071	2	1															
11073			5000					70071	5	1															
11074			5000					70071	5	1															
11075			10000					70071	10	1															
11076			20000					70071	20	1															
11077			2000					70071	2	1															
11078			5000					70071	5	1															
11079			5000					70071	5	1															
11080			10000					70071	10	1															
11081			20000					70071	20	1															
11082			2000					70071	2	1															
11083			5000					70071	5	1															
11084			5000					70071	5	1															
11085			10000					70071	10	1															
11086			20000					70071	20	1															
11087			2000					70071	2	1															
11088			5000					70071	5	1															
11089			5000					70071	5	1															
11090			10000					70071	10	1															
11091			20000					70071	20	1															
11092			2000					70071	2	1															
11093			5000					70071	5	1															
11094			5000					70071	5	1															
11095			10000					70071	10	1															
11096			20000					70071	20	1															
11097			2000					70071	2	1															
11098			5000					70071	5	1															
11099			5000					70071	5	1															
11100			10000					70071	10	1															
11101			20000					70071	20	1															
11102			2000					70071	2	1															
11103			5000					70071	5	1															
11104			5000					70071	5	1															
11105			10000					70071	10	1															
11106			20000					70071	20	1															
11107			2000					70071	2	1															
11108			5000					70071	5	1															
11109			5000					70071	5	1															
11110			10000					70071	10	1															
11111			20000					70071	20	1															
11112			2000					70071	2	1															
11113			5000					70071	5	1															
11114			5000					70071	5	1															
11115			10000					70071	10	1															
11116			20000					70071	20	1															
11117			2000					70071	2	1															
11118			5000					70071	5	1															
11119			5000					70071	5	1															
11120			10000					70071	10	1															
11121			20000					70071	20	1															
11122			2000					70071	2	1															
11123			5000					70071	5	1															
11124			5000					70071	5	1															
11125			10000					70071	10	1															
11126			20000					70071	20	1															
11127			2000					70071	2	1															
11128			5000					70071	5	1															
11129			5000					70071	5	1															
11130			10000					70071	10	1															
11131			20000					70071	20	1															
11132			2000					70071	2	1															
11133			5000					70071	5	1															
11134			5000					70071	5	1															
11135			10000					70071	10	1															
11136			20000					70071	20	1															
11137			2000					70071	2	1															
11138			5000					70071	5	1															
11139			5000					70071	5	1															
11140			10000					70071	10	1															
11141			20000					70071	20	1															
11142			2000					70071	2	1															
11143			5000					70071	5	1															
11144			5000					70071	5	1															
11145			10000					70071	10	1															
11146			20000					70071	20	1															
11147			2000					70071	2	1															
11148			5000					70071	5	1															
11149			5000					70071	5	1															
11150			10000					70071	10	1															
11151			20000					70071	20	1															
11152			2000					70071	2	1															
11153			5000					70071	5	1															
11154			5000					70071	5	1															
11155			10000					70071	10	1															
11156			20000					70071	20	1															
11157			2000					70071	2	1															
11158			5000					70071	5	1															
11159			5000					70071	5	1															
11160			10000					70071	10	1															
11161			20000					70071	20	1															
11162			2000					70071	2	1															
11163			5000					70071	5	1															
11164			5000					70071	5	1															
11165			10000					70071	10	1															
11166			20000					70071	20	1															
11167			2000					70071	2	1															
11168			5000					70071	5	1															
11169			5000					70071	5	1															
11170			10000					70071	10	1															
11171			20000					70071	20	1															
11172			2000					70071	2	1															
11173			5000					70071	5	1															
11174			5000					70071	5	1															
11175			10000					70071	10	1															
11176			20000					70071	20	1															
11177			2000					70071	2	1															
11178			5000					70071	5	1															
11179			5000					70071	5	1															
11180			10000					70071	10	1															
11181			20000					70071	20	1															
11182			2000					70071	2	1															
11183			5000					70071	5	1															
11184			5000					70071	5	1															
11185			10000					70071	10	1															
11186			20000					70071	20	1															
11187			2000					70071	2	1															
11188			5000					70071	5	1															
11189			5000					70071	5	1															
11190			10000					70071	10	1															
11191			20000					70071	20	1															
11192			2000					70071	2	1															
11193			5000					70071	5	1															
11194			5000					70071	5	1															
11195			10000					70071	10	1															
11196			20000					70071	20	1															
11197			2000					70071	2	1															
11198			5000					70071	5	1															
11199			5000					70071	5	1															
11200			10000					70071	10	1															
11201			20000					70071	20	1															
11202			2000					70071	2	1															
11203			5000					70071	5	1															
11204			5000					70071	5	1															
11205			10000					70071	10	1															
11206			20000					70071	20	1															
11207			2000					70071	2	1															
11208			5000					70071	5	1															
11209			5000					70071	5	1															
11210			10000					70071	10	1															
11211			20000					70071	20	1															
																									
11046								20012	1	1	20023	1	1	73962	1	1									
11047								20012	1	1	20023	1	1	73962	2	1									
11048								20012	1	1	20023	1	1	73962	2	1									
11049								20012	1	1	20023	1	1	73962	2	1	73963	1	1						
11050								20012	1	1	20023	1	1	73962	2	1	73963	2	1						
																									
2765			10000					20029	8	1															
																									
2766								2100001	1	1															
																									
11212			1000	30000																					
11213			1000	30000																					
11214			1000	30000				73968	8	1															
11215			1000	30000				73968	8	1															
11216			1000	30000				73968	8	1															
11217			1000	30000				73968	8	1															
11218			1000	30000				73968	8	1															
2767			500	10000																					
2768			1000	30000				9171	1	1															
2769			1000	30000				9172	1	1															
11220			1000	30000				9719	5	1															
11221			1000	30000																					
11222			1000	30000				73976	1	1															
11223			500	5000																					
11224			1000	30000				73976	3	1															
																									
2770								73976	5	1															
