id	name	goodsType	imageId	bindType	overlapCount	level	effectId	desc	recycling	recyclePrice	only	offlineDie	discard	printlog	qualityType	lvLimit	suitId	suitGroupId	activateType	deadline	expireType	secondType	equipslotType	career	resId	gemType	openHoleNum	maxStarLevel	attriNum	atk	rit	baseMaxHP	baseMaxMP	hit	dodge	critAtk	critRit	gs	sex	upgradeId
4040707	元帅的暗锋腰带	5	15	2	1	40		元帅的暗锋腰带	1	1000	0	0	1	0	7	40	407	7				7	7	-1		1	7	20	3	0	0	2543	0	0	0	0	0		-1	4060707
4040708	元帅的暗锋鞋子	5	17	2	1	40		元帅的暗锋鞋子	1	1000	0	0	1	0	7	40	407	7				8	8	-1		6	7	20	3	0	0	0	0	330	0	0	0		-1	4060708
4040709	元帅的暗锋手套	5	20	2	1	40		元帅的暗锋手套	1	1000	0	0	1	0	7	40	407	7				9	9	-1		2	7	20	3	339	0	0	0	0	0	0	0		-1	4060709
4060300	新兵的炽焰头盔	5	13	2	1	60		新兵的炽焰头盔	1	1000	0	0	1	0	3	60						0	0	-1		1	4	20	3	0	0	2839	0	0	0	0	0		-1	4080300
4060301	新兵的炽焰项链	5	23	2	1	60		新兵的炽焰项链	1	1000	0	0	1	0	3	60						1	1	-1		4	4	20	3	0	0	0	0	0	0	175	0		-1	4080301
4060302	新兵的炽焰肩甲	5	21	2	1	60		新兵的炽焰肩甲	1	1000	0	0	1	0	3	60						2	2	-1		5	4	20	3	0	0	0	0	0	0	0	175		-1	4080302
4060303	新兵的炽焰武器	5	24	2	1	60		新兵的炽焰武器	1	1000	0	0	1	0	3	60						3	3	-1		2	4	20	3	379	0	0	0	0	0	0	0		-1	4080303
4060304	新兵的炽焰胸甲	5	14	2	1	60		新兵的炽焰胸甲	1	1000	0	0	1	0	3	60						4	4	-1		3	4	20	3	0	227	0	0	0	0	0	0		-1	4080304
4060305	新兵的炽焰戒指	5	22	2	1	60		新兵的炽焰戒指	1	1000	0	0	1	0	3	60						5	5	-1		7	4	20	3	0	0	0	0	0	175	0	0		-1	4080305
4060306	新兵的炽焰裤子	5	16	2	1	60		新兵的炽焰裤子	1	1000	0	0	1	0	3	60						6	6	-1		3	4	20	3	0	97	0	0	0	0	0	0		-1	4080306
4060307	新兵的炽焰腰带	5	15	2	1	60		新兵的炽焰腰带	1	1000	0	0	1	0	3	60						7	7	-1		1	4	20	3	0	0	1217	0	0	0	0	0		-1	4080307
4060308	新兵的炽焰鞋子	5	17	2	1	60		新兵的炽焰鞋子	1	1000	0	0	1	0	3	60						8	8	-1		6	4	20	3	0	0	0	0	175	0	0	0		-1	4080308
4060309	新兵的炽焰手套	5	20	2	1	60		新兵的炽焰手套	1	1000	0	0	1	0	3	60						9	9	-1		2	4	20	3	162	0	0	0	0	0	0	0		-1	4080309
4060400	勇士的炽焰头盔	5	13	2	1	60		勇士的炽焰头盔	1	1000	0	0	1	0	4	60						0	0	-1		1	5	20	3	0	0	3549	0	0	0	0	0		-1	4080400
4060401	勇士的炽焰项链	5	23	2	1	60		勇士的炽焰项链	1	1000	0	0	1	0	4	60						1	1	-1		4	5	20	3	0	0	0	0	0	0	175	0		-1	4080401
4060402	勇士的炽焰肩甲	5	21	2	1	60		勇士的炽焰肩甲	1	1000	0	0	1	0	4	60						2	2	-1		5	5	20	3	0	0	0	0	0	0	0	175		-1	4080402
4060403	勇士的炽焰武器	5	24	2	1	60		勇士的炽焰武器	1	1000	0	0	1	0	4	60						3	3	-1		2	5	20	3	473	0	0	0	0	0	0	0		-1	4080403
4060404	勇士的炽焰胸甲	5	14	2	1	60		勇士的炽焰胸甲	1	1000	0	0	1	0	4	60						4	4	-1		3	5	20	3	0	284	0	0	0	0	0	0		-1	4080404
4060405	勇士的炽焰戒指	5	22	2	1	60		勇士的炽焰戒指	1	1000	0	0	1	0	4	60						5	5	-1		7	5	20	3	0	0	0	0	0	175	0	0		-1	4080405
4060406	勇士的炽焰裤子	5	16	2	1	60		勇士的炽焰裤子	1	1000	0	0	1	0	4	60						6	6	-1		3	5	20	3	0	122	0	0	0	0	0	0		-1	4080406
4060407	勇士的炽焰腰带	5	15	2	1	60		勇士的炽焰腰带	1	1000	0	0	1	0	4	60						7	7	-1		1	5	20	3	0	0	1521	0	0	0	0	0		-1	4080407
4060408	勇士的炽焰鞋子	5	17	2	1	60		勇士的炽焰鞋子	1	1000	0	0	1	0	4	60						8	8	-1		6	5	20	3	0	0	0	0	175	0	0	0		-1	4080408
4060409	勇士的炽焰手套	5	20	2	1	60		勇士的炽焰手套	1	1000	0	0	1	0	4	60						9	9	-1		2	5	20	3	203	0	0	0	0	0	0	0		-1	4080409
4060500	少校的炽焰头盔	5	13	2	1	60		少校的炽焰头盔	1	1000	0	0	1	0	5	60	605	5				0	0	-1		1	6	20	3	0	0	4436	0	0	0	0	0		-1	4080500
4060501	少校的炽焰项链	5	23	2	1	60		少校的炽焰项链	1	1000	0	0	1	0	5	60	605	5				1	1	-1		4	6	20	3	0	0	0	0	0	0	245	0		-1	4080501
4060502	少校的炽焰肩甲	5	21	2	1	60		少校的炽焰肩甲	1	1000	0	0	1	0	5	60	605	5				2	2	-1		5	6	20	3	0	0	0	0	0	0	0	245		-1	4080502
4060503	少校的炽焰武器	5	24	2	1	60		少校的炽焰武器	1	1000	0	0	1	0	5	60	605	5				3	3	-1		2	6	20	3	592	0	0	0	0	0	0	0		-1	4080503
4060504	少校的炽焰胸甲	5	14	2	1	60		少校的炽焰胸甲	1	1000	0	0	1	0	5	60	605	5				4	4	-1		3	6	20	3	0	355	0	0	0	0	0	0		-1	4080504
4060505	少校的炽焰戒指	5	22	2	1	60		少校的炽焰戒指	1	1000	0	0	1	0	5	60	605	5				5	5	-1		7	6	20	3	0	0	0	0	0	245	0	0		-1	4080505
4060506	少校的炽焰裤子	5	16	2	1	60		少校的炽焰裤子	1	1000	0	0	1	0	5	60	605	5				6	6	-1		3	6	20	3	0	152	0	0	0	0	0	0		-1	4080506
4060507	少校的炽焰腰带	5	15	2	1	60		少校的炽焰腰带	1	1000	0	0	1	0	5	60	605	5				7	7	-1		1	6	20	3	0	0	1901	0	0	0	0	0		-1	4080507
4060508	少校的炽焰鞋子	5	17	2	1	60		少校的炽焰鞋子	1	1000	0	0	1	0	5	60	605	5				8	8	-1		6	6	20	3	0	0	0	0	245	0	0	0		-1	4080508
4060509	少校的炽焰手套	5	20	2	1	60		少校的炽焰手套	1	1000	0	0	1	0	5	60	605	5				9	9	-1		2	6	20	3	254	0	0	0	0	0	0	0		-1	4080509
4060600	将军的炽焰头盔	5	13	2	1	60		将军的炽焰头盔	1	1000	0	0	1	0	6	60	606	6				0	0	-1		1	7	20	3	0	0	6211	0	0	0	0	0		-1	4080600
4060601	将军的炽焰项链	5	23	2	1	60		将军的炽焰项链	1	1000	0	0	1	0	6	60	606	6				1	1	-1		4	7	20	3	0	0	0	0	0	0	315	0		-1	4080601
4060602	将军的炽焰肩甲	5	21	2	1	60		将军的炽焰肩甲	1	1000	0	0	1	0	6	60	606	6				2	2	-1		5	7	20	3	0	0	0	0	0	0	0	315		-1	4080602
4060603	将军的炽焰武器	5	24	2	1	60		将军的炽焰武器	1	1000	0	0	1	0	6	60	606	6				3	3	-1		2	7	20	3	828	0	0	0	0	0	0	0		-1	4080603
4060604	将军的炽焰胸甲	5	14	2	1	60		将军的炽焰胸甲	1	1000	0	0	1	0	6	60	606	6				4	4	-1		3	7	20	3	0	497	0	0	0	0	0	0		-1	4080604
4060605	将军的炽焰戒指	5	22	2	1	60		将军的炽焰戒指	1	1000	0	0	1	0	6	60	606	6				5	5	-1		7	7	20	3	0	0	0	0	0	315	0	0		-1	4080605
4060606	将军的炽焰裤子	5	16	2	1	60		将军的炽焰裤子	1	1000	0	0	1	0	6	60	606	6				6	6	-1		3	7	20	3	0	213	0	0	0	0	0	0		-1	4080606
4060607	将军的炽焰腰带	5	15	2	1	60		将军的炽焰腰带	1	1000	0	0	1	0	6	60	606	6				7	7	-1		1	7	20	3	0	0	2662	0	0	0	0	0		-1	4080607
4060608	将军的炽焰鞋子	5	17	2	1	60		将军的炽焰鞋子	1	1000	0	0	1	0	6	60	606	6				8	8	-1		6	7	20	3	0	0	0	0	315	0	0	0		-1	4080608
4060609	将军的炽焰手套	5	20	2	1	60		将军的炽焰手套	1	1000	0	0	1	0	6	60	606	6				9	9	-1		2	7	20	3	355	0	0	0	0	0	0	0		-1	4080609
4060700	元帅的炽焰头盔	5	13	2	1	60		元帅的炽焰头盔	1	1000	0	0	1	0	7	60	607	7				0	0	-1		1	8	20	3	0	0	8873	0	0	0	0	0		-1	4080700
4060701	元帅的炽焰项链	5	23	2	1	60		元帅的炽焰项链	1	1000	0	0	1	0	7	60	607	7				1	1	-1		4	8	20	3	0	0	0	0	0	0	385	0		-1	4080701
4060702	元帅的炽焰肩甲	5	21	2	1	60		元帅的炽焰肩甲	1	1000	0	0	1	0	7	60	607	7				2	2	-1		5	8	20	3	0	0	0	0	0	0	0	385		-1	4080702
4060703	元帅的炽焰武器	5	24	2	1	60		元帅的炽焰武器	1	1000	0	0	1	0	7	60	607	7				3	3	-1		2	8	20	3	1183	0	0	0	0	0	0	0		-1	4080703
4060704	元帅的炽焰胸甲	5	14	2	1	60		元帅的炽焰胸甲	1	1000	0	0	1	0	7	60	607	7				4	4	-1		3	8	20	3	0	710	0	0	0	0	0	0		-1	4080704
4060705	元帅的炽焰戒指	5	22	2	1	60		元帅的炽焰戒指	1	1000	0	0	1	0	7	60	607	7				5	5	-1		7	8	20	3	0	0	0	0	0	385	0	0		-1	4080705
4060706	元帅的炽焰裤子	5	16	2	1	60		元帅的炽焰裤子	1	1000	0	0	1	0	7	60	607	7				6	6	-1		3	8	20	3	0	304	0	0	0	0	0	0		-1	4080706
4060707	元帅的炽焰腰带	5	15	2	1	60		元帅的炽焰腰带	1	1000	0	0	1	0	7	60	607	7				7	7	-1		1	8	20	3	0	0	3803	0	0	0	0	0		-1	4080707
4060708	元帅的炽焰鞋子	5	17	2	1	60		元帅的炽焰鞋子	1	1000	0	0	1	0	7	60	607	7				8	8	-1		6	8	20	3	0	0	0	0	385	0	0	0		-1	4080708
4060709	元帅的炽焰手套	5	20	2	1	60		元帅的炽焰手套	1	1000	0	0	1	0	7	60	607	7				9	9	-1		2	8	20	3	507	0	0	0	0	0	0	0		-1	4080709
4080300	新兵的飓风头盔	5	13	2	1	80		新兵的飓风头盔	1	1000	0	0	1	0	3	80						0	0	-1		1	5	20	3	0	0	4116	0	0	0	0	0		-1	4100300
4080301	新兵的飓风项链	5	23	2	1	80		新兵的飓风项链	1	1000	0	0	1	0	3	80						1	1	-1		4	5	20	3	0	0	0	0	0	0	200	0		-1	4100301
4080302	新兵的飓风肩甲	5	21	2	1	80		新兵的飓风肩甲	1	1000	0	0	1	0	3	80						2	2	-1		5	5	20	3	0	0	0	0	0	0	0	200		-1	4100302
4080303	新兵的飓风武器	5	24	2	1	80		新兵的飓风武器	1	1000	0	0	1	0	3	80						3	3	-1		2	5	20	3	549	0	0	0	0	0	0	0		-1	4100303
4080304	新兵的飓风胸甲	5	14	2	1	80		新兵的飓风胸甲	1	1000	0	0	1	0	3	80						4	4	-1		3	5	20	3	0	329	0	0	0	0	0	0		-1	4100304
4080305	新兵的飓风戒指	5	22	2	1	80		新兵的飓风戒指	1	1000	0	0	1	0	3	80						5	5	-1		7	5	20	3	0	0	0	0	0	200	0	0		-1	4100305
4080306	新兵的飓风裤子	5	16	2	1	80		新兵的飓风裤子	1	1000	0	0	1	0	3	80						6	6	-1		3	5	20	3	0	141	0	0	0	0	0	0		-1	4100306
4080307	新兵的飓风腰带	5	15	2	1	80		新兵的飓风腰带	1	1000	0	0	1	0	3	80						7	7	-1		1	5	20	3	0	0	1764	0	0	0	0	0		-1	4100307
4080308	新兵的飓风鞋子	5	17	2	1	80		新兵的飓风鞋子	1	1000	0	0	1	0	3	80						8	8	-1		6	5	20	3	0	0	0	0	200	0	0	0		-1	4100308
4080309	新兵的飓风手套	5	20	2	1	80		新兵的飓风手套	1	1000	0	0	1	0	3	80						9	9	-1		2	5	20	3	235	0	0	0	0	0	0	0		-1	4100309
4080400	勇士的飓风头盔	5	13	2	1	80		勇士的飓风头盔	1	1000	0	0	1	0	4	80						0	0	-1		1	6	20	3	0	0	5145	0	0	0	0	0		-1	4100400
4080401	勇士的飓风项链	5	23	2	1	80		勇士的飓风项链	1	1000	0	0	1	0	4	80						1	1	-1		4	6	20	3	0	0	0	0	0	0	200	0		-1	4100401
4080402	勇士的飓风肩甲	5	21	2	1	80		勇士的飓风肩甲	1	1000	0	0	1	0	4	80						2	2	-1		5	6	20	3	0	0	0	0	0	0	0	200		-1	4100402
4080403	勇士的飓风武器	5	24	2	1	80		勇士的飓风武器	1	1000	0	0	1	0	4	80						3	3	-1		2	6	20	3	686	0	0	0	0	0	0	0		-1	4100403
4080404	勇士的飓风胸甲	5	14	2	1	80		勇士的飓风胸甲	1	1000	0	0	1	0	4	80						4	4	-1		3	6	20	3	0	412	0	0	0	0	0	0		-1	4100404
4080405	勇士的飓风戒指	5	22	2	1	80		勇士的飓风戒指	1	1000	0	0	1	0	4	80						5	5	-1		7	6	20	3	0	0	0	0	0	200	0	0		-1	4100405
4080406	勇士的飓风裤子	5	16	2	1	80		勇士的飓风裤子	1	1000	0	0	1	0	4	80						6	6	-1		3	6	20	3	0	176	0	0	0	0	0	0		-1	4100406
4080407	勇士的飓风腰带	5	15	2	1	80		勇士的飓风腰带	1	1000	0	0	1	0	4	80						7	7	-1		1	6	20	3	0	0	2205	0	0	0	0	0		-1	4100407
4080408	勇士的飓风鞋子	5	17	2	1	80		勇士的飓风鞋子	1	1000	0	0	1	0	4	80						8	8	-1		6	6	20	3	0	0	0	0	200	0	0	0		-1	4100408
4080409	勇士的飓风手套	5	20	2	1	80		勇士的飓风手套	1	1000	0	0	1	0	4	80						9	9	-1		2	6	20	3	294	0	0	0	0	0	0	0		-1	4100409
4080500	少校的飓风头盔	5	13	2	1	80		少校的飓风头盔	1	1000	0	0	1	0	5	80	805	5				0	0	-1		1	7	20	3	0	0	6431	0	0	0	0	0		-1	4100500
4080501	少校的飓风项链	5	23	2	1	80		少校的飓风项链	1	1000	0	0	1	0	5	80	805	5				1	1	-1		4	7	20	3	0	0	0	0	0	0	280	0		-1	4100501
4080502	少校的飓风肩甲	5	21	2	1	80		少校的飓风肩甲	1	1000	0	0	1	0	5	80	805	5				2	2	-1		5	7	20	3	0	0	0	0	0	0	0	280		-1	4100502
4080503	少校的飓风武器	5	24	2	1	80		少校的飓风武器	1	1000	0	0	1	0	5	80	805	5				3	3	-1		2	7	20	3	858	0	0	0	0	0	0	0		-1	4100503
4080504	少校的飓风胸甲	5	14	2	1	80		少校的飓风胸甲	1	1000	0	0	1	0	5	80	805	5				4	4	-1		3	7	20	3	0	515	0	0	0	0	0	0		-1	4100504
4080505	少校的飓风戒指	5	22	2	1	80		少校的飓风戒指	1	1000	0	0	1	0	5	80	805	5				5	5	-1		7	7	20	3	0	0	0	0	0	280	0	0		-1	4100505
4080506	少校的飓风裤子	5	16	2	1	80		少校的飓风裤子	1	1000	0	0	1	0	5	80	805	5				6	6	-1		3	7	20	3	0	221	0	0	0	0	0	0		-1	4100506
4080507	少校的飓风腰带	5	15	2	1	80		少校的飓风腰带	1	1000	0	0	1	0	5	80	805	5				7	7	-1		1	7	20	3	0	0	2756	0	0	0	0	0		-1	4100507
4080508	少校的飓风鞋子	5	17	2	1	80		少校的飓风鞋子	1	1000	0	0	1	0	5	80	805	5				8	8	-1		6	7	20	3	0	0	0	0	280	0	0	0		-1	4100508
4080509	少校的飓风手套	5	20	2	1	80		少校的飓风手套	1	1000	0	0	1	0	5	80	805	5				9	9	-1		2	7	20	3	368	0	0	0	0	0	0	0		-1	4100509
4080600	将军的飓风头盔	5	13	2	1	80		将军的飓风头盔	1	1000	0	0	1	0	6	80	806	6				0	0	-1		1	8	20	3	0	0	9004	0	0	0	0	0		-1	4100600
4080601	将军的飓风项链	5	23	2	1	80		将军的飓风项链	1	1000	0	0	1	0	6	80	806	6				1	1	-1		4	8	20	3	0	0	0	0	0	0	360	0		-1	4100601
4080602	将军的飓风肩甲	5	21	2	1	80		将军的飓风肩甲	1	1000	0	0	1	0	6	80	806	6				2	2	-1		5	8	20	3	0	0	0	0	0	0	0	360		-1	4100602
4080603	将军的飓风武器	5	24	2	1	80		将军的飓风武器	1	1000	0	0	1	0	6	80	806	6				3	3	-1		2	8	20	3	1201	0	0	0	0	0	0	0		-1	4100603
4080604	将军的飓风胸甲	5	14	2	1	80		将军的飓风胸甲	1	1000	0	0	1	0	6	80	806	6				4	4	-1		3	8	20	3	0	720	0	0	0	0	0	0		-1	4100604
4080605	将军的飓风戒指	5	22	2	1	80		将军的飓风戒指	1	1000	0	0	1	0	6	80	806	6				5	5	-1		7	8	20	3	0	0	0	0	0	360	0	0		-1	4100605
4080606	将军的飓风裤子	5	16	2	1	80		将军的飓风裤子	1	1000	0	0	1	0	6	80	806	6				6	6	-1		3	8	20	3	0	309	0	0	0	0	0	0		-1	4100606
4080607	将军的飓风腰带	5	15	2	1	80		将军的飓风腰带	1	1000	0	0	1	0	6	80	806	6				7	7	-1		1	8	20	3	0	0	3859	0	0	0	0	0		-1	4100607
4080608	将军的飓风鞋子	5	17	2	1	80		将军的飓风鞋子	1	1000	0	0	1	0	6	80	806	6				8	8	-1		6	8	20	3	0	0	0	0	360	0	0	0		-1	4100608
4080609	将军的飓风手套	5	20	2	1	80		将军的飓风手套	1	1000	0	0	1	0	6	80	806	6				9	9	-1		2	8	20	3	515	0	0	0	0	0	0	0		-1	4100609
4080700	元帅的飓风头盔	5	13	2	1	80		元帅的飓风头盔	1	1000	0	0	1	0	7	80	807	7				0	0	-1		1	9	20	3	0	0	12863	0	0	0	0	0		-1	4100700
4080701	元帅的飓风项链	5	23	2	1	80		元帅的飓风项链	1	1000	0	0	1	0	7	80	807	7				1	1	-1		4	9	20	3	0	0	0	0	0	0	440	0		-1	4100701
4080702	元帅的飓风肩甲	5	21	2	1	80		元帅的飓风肩甲	1	1000	0	0	1	0	7	80	807	7				2	2	-1		5	9	20	3	0	0	0	0	0	0	0	440		-1	4100702
4080703	元帅的飓风武器	5	24	2	1	80		元帅的飓风武器	1	1000	0	0	1	0	7	80	807	7				3	3	-1		2	9	20	3	1715	0	0	0	0	0	0	0		-1	4100703
4080704	元帅的飓风胸甲	5	14	2	1	80		元帅的飓风胸甲	1	1000	0	0	1	0	7	80	807	7				4	4	-1		3	9	20	3	0	1029	0	0	0	0	0	0		-1	4100704
4080705	元帅的飓风戒指	5	22	2	1	80		元帅的飓风戒指	1	1000	0	0	1	0	7	80	807	7				5	5	-1		7	9	20	3	0	0	0	0	0	440	0	0		-1	4100705
4080706	元帅的飓风裤子	5	16	2	1	80		元帅的飓风裤子	1	1000	0	0	1	0	7	80	807	7				6	6	-1		3	9	20	3	0	441	0	0	0	0	0	0		-1	4100706
4080707	元帅的飓风腰带	5	15	2	1	80		元帅的飓风腰带	1	1000	0	0	1	0	7	80	807	7				7	7	-1		1	9	20	3	0	0	5513	0	0	0	0	0		-1	4100707
4080708	元帅的飓风鞋子	5	17	2	1	80		元帅的飓风鞋子	1	1000	0	0	1	0	7	80	807	7				8	8	-1		6	9	20	3	0	0	0	0	440	0	0	0		-1	4100708
4080709	元帅的飓风手套	5	20	2	1	80		元帅的飓风手套	1	1000	0	0	1	0	7	80	807	7				9	9	-1		2	9	20	3	735	0	0	0	0	0	0	0		-1	4100709
4100300	新兵的雷霆头盔	5	13	2	1	100		新兵的雷霆头盔	1	1000	0	0	1	0	3	100						0	0	-1		1	6	20	3	0	0	5410	0	0	0	0	0		-1	4110300
4100301	新兵的雷霆项链	5	23	2	1	100		新兵的雷霆项链	1	1000	0	0	1	0	3	100						1	1	-1		4	6	20	3	0	0	0	0	0	0	225	0		-1	4110301
4100302	新兵的雷霆肩甲	5	21	2	1	100		新兵的雷霆肩甲	1	1000	0	0	1	0	3	100						2	2	-1		5	6	20	3	0	0	0	0	0	0	0	225		-1	4110302
4100303	新兵的雷霆武器	5	24	2	1	100		新兵的雷霆武器	1	1000	0	0	1	0	3	100						3	3	-1		2	6	20	3	721	0	0	0	0	0	0	0		-1	4110303
4100304	新兵的雷霆胸甲	5	14	2	1	100		新兵的雷霆胸甲	1	1000	0	0	1	0	3	100						4	4	-1		3	6	20	3	0	433	0	0	0	0	0	0		-1	4110304
4100305	新兵的雷霆戒指	5	22	2	1	100		新兵的雷霆戒指	1	1000	0	0	1	0	3	100						5	5	-1		7	6	20	3	0	0	0	0	0	225	0	0		-1	4110305
4100306	新兵的雷霆裤子	5	16	2	1	100		新兵的雷霆裤子	1	1000	0	0	1	0	3	100						6	6	-1		3	6	20	3	0	185	0	0	0	0	0	0		-1	4110306
4100307	新兵的雷霆腰带	5	15	2	1	100		新兵的雷霆腰带	1	1000	0	0	1	0	3	100						7	7	-1		1	6	20	3	0	0	2318	0	0	0	0	0		-1	4110307
4100308	新兵的雷霆鞋子	5	17	2	1	100		新兵的雷霆鞋子	1	1000	0	0	1	0	3	100						8	8	-1		6	6	20	3	0	0	0	0	225	0	0	0		-1	4110308
4100309	新兵的雷霆手套	5	20	2	1	100		新兵的雷霆手套	1	1000	0	0	1	0	3	100						9	9	-1		2	6	20	3	309	0	0	0	0	0	0	0		-1	4110309
4100400	勇士的雷霆头盔	5	13	2	1	100		勇士的雷霆头盔	1	1000	0	0	1	0	4	100						0	0	-1		1	7	20	3	0	0	6762	0	0	0	0	0		-1	4110400
4100401	勇士的雷霆项链	5	23	2	1	100		勇士的雷霆项链	1	1000	0	0	1	0	4	100						1	1	-1		4	7	20	3	0	0	0	0	0	0	225	0		-1	4110401
4100402	勇士的雷霆肩甲	5	21	2	1	100		勇士的雷霆肩甲	1	1000	0	0	1	0	4	100						2	2	-1		5	7	20	3	0	0	0	0	0	0	0	225		-1	4110402
4100403	勇士的雷霆武器	5	24	2	1	100		勇士的雷霆武器	1	1000	0	0	1	0	4	100						3	3	-1		2	7	20	3	902	0	0	0	0	0	0	0		-1	4110403
4100404	勇士的雷霆胸甲	5	14	2	1	100		勇士的雷霆胸甲	1	1000	0	0	1	0	4	100						4	4	-1		3	7	20	3	0	541	0	0	0	0	0	0		-1	4110404
4100405	勇士的雷霆戒指	5	22	2	1	100		勇士的雷霆戒指	1	1000	0	0	1	0	4	100						5	5	-1		7	7	20	3	0	0	0	0	0	225	0	0		-1	4110405
4100406	勇士的雷霆裤子	5	16	2	1	100		勇士的雷霆裤子	1	1000	0	0	1	0	4	100						6	6	-1		3	7	20	3	0	232	0	0	0	0	0	0		-1	4110406
4100407	勇士的雷霆腰带	5	15	2	1	100		勇士的雷霆腰带	1	1000	0	0	1	0	4	100						7	7	-1		1	7	20	3	0	0	2898	0	0	0	0	0		-1	4110407
4100408	勇士的雷霆鞋子	5	17	2	1	100		勇士的雷霆鞋子	1	1000	0	0	1	0	4	100						8	8	-1		6	7	20	3	0	0	0	0	225	0	0	0		-1	4110408
4100409	勇士的雷霆手套	5	20	2	1	100		勇士的雷霆手套	1	1000	0	0	1	0	4	100						9	9	-1		2	7	20	3	386	0	0	0	0	0	0	0		-1	4110409
4100500	少校的雷霆头盔	5	13	2	1	100		少校的雷霆头盔	1	1000	0	0	1	0	5	100	1005	5				0	0	-1		1	8	20	3	0	0	8453	0	0	0	0	0		-1	4110500
4100501	少校的雷霆项链	5	23	2	1	100		少校的雷霆项链	1	1000	0	0	1	0	5	100	1005	5				1	1	-1		4	8	20	3	0	0	0	0	0	0	315	0		-1	4110501
4100502	少校的雷霆肩甲	5	21	2	1	100		少校的雷霆肩甲	1	1000	0	0	1	0	5	100	1005	5				2	2	-1		5	8	20	3	0	0	0	0	0	0	0	315		-1	4110502
4100503	少校的雷霆武器	5	24	2	1	100		少校的雷霆武器	1	1000	0	0	1	0	5	100	1005	5				3	3	-1		2	8	20	3	1127	0	0	0	0	0	0	0		-1	4110503
4100504	少校的雷霆胸甲	5	14	2	1	100		少校的雷霆胸甲	1	1000	0	0	1	0	5	100	1005	5				4	4	-1		3	8	20	3	0	676	0	0	0	0	0	0		-1	4110504
4100505	少校的雷霆戒指	5	22	2	1	100		少校的雷霆戒指	1	1000	0	0	1	0	5	100	1005	5				5	5	-1		7	8	20	3	0	0	0	0	0	315	0	0		-1	4110505
4100506	少校的雷霆裤子	5	16	2	1	100		少校的雷霆裤子	1	1000	0	0	1	0	5	100	1005	5				6	6	-1		3	8	20	3	0	290	0	0	0	0	0	0		-1	4110506
4100507	少校的雷霆腰带	5	15	2	1	100		少校的雷霆腰带	1	1000	0	0	1	0	5	100	1005	5				7	7	-1		1	8	20	3	0	0	3623	0	0	0	0	0		-1	4110507
4100508	少校的雷霆鞋子	5	17	2	1	100		少校的雷霆鞋子	1	1000	0	0	1	0	5	100	1005	5				8	8	-1		6	8	20	3	0	0	0	0	315	0	0	0		-1	4110508
4100509	少校的雷霆手套	5	20	2	1	100		少校的雷霆手套	1	1000	0	0	1	0	5	100	1005	5				9	9	-1		2	8	20	3	483	0	0	0	0	0	0	0		-1	4110509
4100600	将军的雷霆头盔	5	13	2	1	100		将军的雷霆头盔	1	1000	0	0	1	0	6	100	1006	6				0	0	-1		1	9	20	3	0	0	11834	0	0	0	0	0		-1	4110600
4100601	将军的雷霆项链	5	23	2	1	100		将军的雷霆项链	1	1000	0	0	1	0	6	100	1006	6				1	1	-1		4	9	20	3	0	0	0	0	0	0	405	0		-1	4110601
4100602	将军的雷霆肩甲	5	21	2	1	100		将军的雷霆肩甲	1	1000	0	0	1	0	6	100	1006	6				2	2	-1		5	9	20	3	0	0	0	0	0	0	0	405		-1	4110602
4100603	将军的雷霆武器	5	24	2	1	100		将军的雷霆武器	1	1000	0	0	1	0	6	100	1006	6				3	3	-1		2	9	20	3	1578	0	0	0	0	0	0	0		-1	4110603
4100604	将军的雷霆胸甲	5	14	2	1	100		将军的雷霆胸甲	1	1000	0	0	1	0	6	100	1006	6				4	4	-1		3	9	20	3	0	947	0	0	0	0	0	0		-1	4110604
4100605	将军的雷霆戒指	5	22	2	1	100		将军的雷霆戒指	1	1000	0	0	1	0	6	100	1006	6				5	5	-1		7	9	20	3	0	0	0	0	0	405	0	0		-1	4110605
4100606	将军的雷霆裤子	5	16	2	1	100		将军的雷霆裤子	1	1000	0	0	1	0	6	100	1006	6				6	6	-1		3	9	20	3	0	406	0	0	0	0	0	0		-1	4110606
4100607	将军的雷霆腰带	5	15	2	1	100		将军的雷霆腰带	1	1000	0	0	1	0	6	100	1006	6				7	7	-1		1	9	20	3	0	0	5072	0	0	0	0	0		-1	4110607
4100608	将军的雷霆鞋子	5	17	2	1	100		将军的雷霆鞋子	1	1000	0	0	1	0	6	100	1006	6				8	8	-1		6	9	20	3	0	0	0	0	405	0	0	0		-1	4110608
4100609	将军的雷霆手套	5	20	2	1	100		将军的雷霆手套	1	1000	0	0	1	0	6	100	1006	6				9	9	-1		2	9	20	3	676	0	0	0	0	0	0	0		-1	4110609
4100700	元帅的雷霆头盔	5	13	2	1	100		元帅的雷霆头盔	1	1000	0	0	1	0	7	100	1007	7				0	0	-1		1	10	20	3	0	0	16905	0	0	0	0	0		-1	4110700
4100701	元帅的雷霆项链	5	23	2	1	100		元帅的雷霆项链	1	1000	0	0	1	0	7	100	1007	7				1	1	-1		4	10	20	3	0	0	0	0	0	0	495	0		-1	4110701
4100702	元帅的雷霆肩甲	5	21	2	1	100		元帅的雷霆肩甲	1	1000	0	0	1	0	7	100	1007	7				2	2	-1		5	10	20	3	0	0	0	0	0	0	0	495		-1	4110702
