id	initiative	alertArea	chase	chaseArea	shoutWorth	shoutRate	shoutArea	fleeWorth	fleeRate	hatredMonsterID1	hatredMonsterID2	hatredMonsterID3	hatredMonsterID4	actionId	actionLinks	normalSkill	normalskilllevel	deathShout	hpRate1	skill1	level1	shout1	hpRate2	skill2	level2	shout2	hpRate3	skill3	level3	shout3	hpRate4	skill4	level4	shout4	hpRate5	skill5	level5	shout5	deathRefreshGroup	birthShout	deathSkillId
01bdqx026	1	1800	1	18000										1		20001	1																								
01bdqx027	1	1800	1	18000										1		20001	1																								
01bdqx028	1	1800	1	18000										1		20001	1																								
01bdqx029	1	1800	1	18000										1		20001	1																								
01bdqx030	1	1800	1	18000										1		20001	1																								
01bdqx031	1	1800	1	18000										1		20001	1																								
01bdqx032	1	1800	1	18000										1		20001	1																								
01bdqx033	1	1800	1	18000										1		20001	1																								
01bdqx034	1	1800	1	18000										1		20001	1																								
01bdqx035	1	1800	1	18000										1		20001	1																								
01bdqx036	1	1800	1	18000										1		20001	1																								
01bdqx037	1	1800	1	18000										1		20001	1																								
01bdqx038	1	1800	1	18000										1		20001	1																								
01bdqx039	1	1800	1	18000										1		20001	1																								
01bdqx040	1	1800	1	18000										1		20001	1																								
01bdqx041	1	1800	1	18000										1		20001	1																								
01bdqx042	1	1800	1	18000										1		20001	1																								
01bdqx043	1	1800	1	18000										1		20001	1																								
01bdqx044	1	1800	1	18000										1		20001	1																								
01bdqx045	1	1800	1	18000										1		20001	1																								
01bdqx046	1	1800	1	18000										1		20001	1																								
01bdqx047	1	1800	1	18000										1		20001	1																								
01bdqx048	1	1800	1	18000										1		20001	1																								
01bdqx049	1	1800	1	18000										1		20001	1																								
01bdqx050	1	1800	1	18000										1		20001	1																								
01bdqx051	1	1800	1	18000										1		20001	1																								
01bdqx052	1	1800	1	18000										1		20001	1																								
01bdqx053	1	1800	1	18000										1		20001	1																								
01bdqx054	1	1800	1	18000										1		20001	1																								
01bdqx055	1	1800	1	18000										1		20001	1																								
01bdqx056	1	1800	1	18000										1		20001	1																								
01bdqx057	1	1800	1	18000										1		20001	1																								
01bdqx058	1	1800	1	18000										1		20001	1																								
01bdqx059	1	1800	1	18000										1		20001	1																								
01bdqx060	1	1800	1	18000										1		20001	1																								
01bdqx061	1	1800	1	18000										1		20001	1																								
01bdqx062	1	1800	1	18000										1		20001	1																								
01bdqx063	1	1800	1	18000										1		20001	1																								
01bdqx064	1	1800	1	18000										1		20001	1																								
01bdqx065	1	1800	1	18000										1		20001	1																								
01bdqx066	1	1800	1	18000										1		20001	1																								
01bdqx067	1	1800	1	18000										1		20001	1																								
01bdqx068	1	1800	1	18000										1		20001	1																								
01bdqx069	1	1800	1	18000										1		20001	1																								
01bdqx070	1	1800	1	18000										1		20001	1																								
01bdqx071	1	1800	1	18000										1		20001	1																								
01bdqx072	1	1800	1	18000										1		20001	1																								
01bdqx073	1	1800	1	18000										1		20001	1																								
01bdqx074	1	1800	1	18000										1		20001	1																								
01bdqx075	1	1800	1	18000										1		20001	1																								
01bdqx076	1	1800	1	18000										1		20001	1																								
01bdqx077	1	1800	1	18000										1		20001	1																								
01bdqx078	1	1800	1	18000										1		20001	1																								
01bdqx079	1	1800	1	18000										1		20001	1																								
01bdqx080	1	1800	1	18000										1		20001	1																								
01bdqx100	1	1800	1	18000										1		20001	1	杀了ta！！！																							
01bdqx200	1	1800	1	18000										1		20001	1																								
01bdqx300	1	1800	1	18000										1		20001	1	我败了，骗人的《九天圣书》																							
01bdqx400	1	1800	1	18000										1		20001	1																								
01bdqx500	1	1800	1	18000										1		20001	1																								
01bdqx600	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx700	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx800	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx900	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx1000	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx1100	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx1200	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx1300	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx1400	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx1500	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
01bdqx1600	1	1800	1	18000										1		20001	1	打不赢，我就骂死你																							
																																									
																																									
01mwd100	1	150	1	350										1		20002	1																								
01mwd200	1	150	1	350										1		20002	1																								
01mwd300	1	150	1	350										1		20002	1																								
01mwd400	0	650	1	650										1		20001	1																								
01mwd401	0	650	1	650										1		20001	1																								
01mwd402	0	650	1	650										1		20001	1																								
01mwd403	0	650	1	650										1		20001	1																								
01mwd404	0	650	1	650										1		20001	1																								
01mwd405	0	650	1	650										1		20001	1																								
01mwd406	0	650	1	650										1		20001	1																								
01mwd407	0	650	1	650										1		20001	1																								
01mwd408	0	650	1	650										1		20001	1																								
01mwd409	0	650	1	650										1		20001	1																								
01mwd410	0	650	1	650										1		20001	1																								
01mwd101	1	150	1	600										1		20002	1		100	5015	1	Cảnh báo, doanh trại bị tấn công!																			
01mwd201	1	150	1	600										1		20002	1		100	5015	1	Cảnh báo, doanh trại bị tấn công!																			
01mwd301	1	150	1	600										1		20002	1		100	5015	1	Cảnh báo, doanh trại bị tấn công!																			
01mwd411	0	650	1	650										1		20001	1																								
																																									
01gwgc01	1	350	1	650										1		20001	1																								
01gwgc02	1	350	1	650										1		20002	1																								
01gwgc03	1	350	1	650										1		20001	1																								
01gwgc04	1	350	1	650										1		20002	1	一个人头500元宝赏钱，冲啊！																							
01gwgc05	1	350	1	650										1		20001	1																								
01gwgc06	1	350	1	650										1		20002	1																								
01gwgc07	1	350	1	650										1		20001	1																								
01gwgc08	1	350	1	650										1		20002	1	一个人头500元宝赏钱，冲啊！																							
01gwgc09	1	350	1	650										1		20001	1																								
01gwgc10	1	350	1	650										1		20002	1																								
01gwgc11	1	350	1	650										1		20001	1																								
01gwgc12	1	350	1	650										1		20002	1	一个人头500元宝赏钱，冲啊！																							
01gwgc13	1	350	1	650										1		20001	1																								
01gwgc14	1	350	1	650										1		20002	1																								
01gwgc15	1	350	1	650										1		20001	1	一个人头500元宝赏钱，冲啊！																							
01gwgc16	1	350	1	650										1		20002	1																								
01gwgc17	1	350	1	650										1		20001	1																								
01gwgc18	1	350	1	650										1		20002	1																								
01gwgc19	1	350	1	650										1		20001	1	一个人头500元宝赏钱，冲啊！																							
01gwgc20	1	350	1	650										1		20002	1																								
01gwgc21	1	350	1	650										1		20001	1																								
01gwgc22	1	350	1	650										1		20002	1																								
01gwgc23	1	350	1	650										1		20001	1																								
01gwgc24	1	350	1	650										1		20002	1																								
01gwgc25	1	350	1	650										1		20001	1																								
01gwgc26	1	350	1	650										1		20002	1																								
01gwgc27	1	350	1	650										1		20001	1																								
01gwgc28	1	350	1	650										1		20002	1																								
01gwgc29	1	350	1	650										1		20001	1																								
01gwgc30	1	350	1	650										1		20002	1																								
01gwgc31	1	2000	1	2000										1		20002	1	我们还会再来的，给我等着！！！	95	5001	1	Ma chú giáng lâm, hãy tự giữ mạng!																			
																																									
																																									
																																									
01jad001	1	350	1	650										1		20002	1																								
01jad002	1	350	1	650										1		20002	1																								
01jad003	1	350	1	650										1		20002	1																								
01jad004	1	350	1	650										1		20002	1																								
01qxd001	0	350	1	650										1		20002	1																								
01qxd002	0	350	1	650										1		20002	1																								
01qxd003	0	350	1	650										1		20002	1																								
																																									
01sxd100	0	350	1	650										1		20002	1	啊，妖孽！																							
01sxd101	0	350	1	650										1		20002	1																								
01sxd200	0	350	1	650										1		20002	1																								
01sxd201	0	350	1	650										1		20002	1																								
01sxd300	0	350	1	650										1		20002	1																								
01sxd301	0	350	1	650										1		20002	1																								
01sxd400	0	350	1	650										1		20002	1																								
01sxd401	0	350	1	650										1		20002	1																								
01sxd402	0	350	1	650										1		20002	1																								
01sxd500	0	350	1	650										1		20002	1																								
01sxd501	0	350	1	650										1		20002	1																								
01sxd600	0	350	1	650										1		20002	1																								
01sxd601	0	350	1	650										1		20002	1																								
01sxd700	0	350	1	650										1		20002	1																								
01sxd701	0	350	1	650										1		20002	1																								
01sxd800	0	350	1	650										1		20002	1																								
01sxd801	0	350	1	650										1		20002	1																								
01sxd900	0	350	1	650										1		20002	1																								
01sxd901	0	350	1	650										1		20002	1																								
01sxd902	0	350	1	650										1		20002	1	来干啥的？																							
01qxd100		350	1	650										1		20002	1																								
01qxd101	0	350	1	650										1		20002	1																								
01qxd200	0	350	1	650										1		20002	1																								
01qxd201	0	350	1	650										1		20002	1																								
01qxd300	0	350	1	650										1		20002	1																								
01qxd301	0	350	1	650										1		20002	1																								
01qxd400	0	350	1	650										1		20002	1																								
01qxd401	0	350	1	650										1		20002	1																								
01qxd402	0	350	1	650										1		20002	1																								
01qxd500	0	350	1	650										1		20002	1																								
01qxd501	0	350	1	650										1		20002	1																								
01qxd600	0	350	1	650										1		20002	1																								
01qxd601	0	350	1	650										1		20002	1																								
01qxd700	0	350	1	650										1		20002	1																								
01qxd701	0	350	1	650										1		20002	1																								
01qxd800	0	350	1	650										1		20002	1																								
01qxd801	0	350	1	650										1		20002	1																								
01qxd900	0	350	1	650										1		20002	1																								
01qxd901	0	350	1	650										1		20002	1																								
01qxd902	0	350	1	650										1		20002	1																								
01bxd100	0	350	1	650										1		20002	1	别劫我色，我可以告诉你个秘密！																							
01bxd101	0	350	1	650										1		20002	1																								
01bxd200	0	350	1	650										1		20002	1																								
01bxd201	0	350	1	650										1		20002	1																								
01bxd300	0	350	1	650										1		20002	1																								
01bxd301	0	350	1	650										1		20002	1																								
01bxd400	0	350	1	650										1		20002	1																								
01bxd401	0	350	1	650										1		20002	1																								
01bxd402	0	350	1	650										1		20002	1																								
01bxd500	0	350	1	650										1		20002	1																								
01bxd501	0	350	1	650										1		20002	1																								
01bxd600	0	350	1	650										1		20002	1																								
01bxd601	0	350	1	650										1		20002	1																								
01bxd700	0	350	1	650										1		20002	1																								
01bxd701	0	350	1	650										1		20002	1																								
01bxd800	0	350	1	650										1		20002	1																								
01bxd801	0	350	1	650										1		20002	1																								
01bxd900	0	350	1	650										1		20002	1																								
01bxd901	0	350	1	650										1		20002	1																								
01bxd902	0	350	1	650										1		20002	1																								
01dxd100	0	350	1	650										1		20002	1	喔NO，不要这样欺负轮家！																							
01dxd101	0	350	1	650										1		20002	1																								
01dxd200	0	350	1	650										1		20002	1																								
01dxd201	0	350	1	650										1		20002	1																								
01dxd300	0	350	1	650										1		20002	1																								
01dxd301	0	350	1	650										1		20002	1																								
01dxd400	0	350	1	650										1		20002	1																								
01dxd401	0	350	1	650										1		20002	1																								
01dxd402	0	350	1	650										1		20002	1																								
01dxd500	0	350	1	650										1		20002	1																								
01dxd501	0	350	1	650										1		20002	1																								
01dxd600	0	350	1	650										1		20002	1																								
01dxd601	0	350	1	650										1		20002	1																								
01dxd700	0	350	1	650										1		20002	1																								
01dxd701	0	350	1	650										1		20002	1																								
01dxd800	0	350	1	650										1		20002	1																								
01dxd801	0	350	1	650										1		20002	1																								
01dxd900	0	350	1	650										1		20002	1																								
01dxd901	0	350	1	650										1		20002	1																								
01dxd902	0	350	1	650										1		20002	1																								
01jxd100		350	1	650										1		20002	1																								
01jxd101		350	1	650										1		20002	1																								
01jxd200		350	1	650										1		20002	1																								
01jxd201		350	1	650										1		20002	1																								
01jxd300		350	1	650										1		20002	1																								
01jxd301		350	1	650										1		20002	1																								
01jxd400		350	1	650										1		20002	1																								
01jxd401		350	1	650										1		20002	1																								
01jxd402		350	1	650										1		20002	1																								
01jxd500		350	1	650										1		20002	1																								
01jxd501		350	1	650										1		20002	1																								
01jxd600		350	1	650										1		20002	1																								
01jxd601		350	1	650										1		20002	1																								
01jxd700		350	1	650										1		20002	1																								
01jxd701		350	1	650										1		20002	1																								
01jxd800		350	1	650										1		20002	1																								
01jxd801		350	1	650										1		20002	1																								
01jxd900		350	1	650										1		20002	1																								
01jxd901		350	1	650										1		20002	1																								
01jxd902		350	1	650										1		20002	1																								
01yxd100		350	1	650										1		20002	1																								
01yxd101		350	1	650										1		20002	1																								
01yxd200		350	1	650										1		20002	1																								
01yxd201		350	1	650										1		20002	1																								
01yxd300		350	1	650										1		20002	1																								
01yxd301		350	1	650										1		20002	1																								
01yxd400		350	1	650										1		20002	1																								
01yxd401		350	1	650										1		20002	1																								
01yxd402		350	1	650										1		20002	1																								
01yxd500		350	1	650										1		20002	1																								
01yxd501		350	1	650										1		20002	1																								
01yxd600		350	1	650										1		20002	1																								
01yxd601		350	1	650										1		20002	1																								
01yxd700		350	1	650										1		20002	1																								
01yxd701		350	1	650										1		20002	1																								
01yxd800		350	1	650										1		20002	1																								
01yxd801		350	1	650										1		20002	1																								
01yxd900		350	1	650										1		20002	1																								
01yxd901		350	1	650										1		20002	1																								
01yxd902		350	1	650										1		20002	1																								
01zxd100		350	1	650										1		20002	1																								
01zxd101		350	1	650										1		20002	1																								
01zxd200		350	1	650										1		20002	1																								
01zxd201		350	1	650										1		20002	1																								
01zxd300		350	1	650										1		20002	1																								
01zxd301		350	1	650										1		20002	1																								
01zxd400		350	1	650										1		20002	1																								
01zxd401		350	1	650										1		20002	1																								
01zxd402		350	1	650										1		20002	1																								
01zxd500		350	1	650										1		20002	1																								
01zxd501		350	1	650										1		20002	1																								
01zxd600		350	1	650										1		20002	1																								
01zxd601		350	1	650										1		20002	1																								
01zxd700		350	1	650										1		20002	1																								
01zxd701		350	1	650										1		20002	1																								
01zxd800		350	1	650										1		20002	1																								
01zxd801		350	1	650										1		20002	1																								
01zxd900		350	1	650										1		20002	1																								
01zxd901		350	1	650										1		20002	1																								
01zxd902		350	1	650										1		20002	1																								
01zixd100		350	1	650										1		20002	1																								
01zixd101		350	1	650										1		20002	1																								
01zixd200		350	1	650										1		20002	1																								
01zixd201		350	1	650										1		20002	1																								
01zixd300		350	1	650										1		20002	1																								
01zixd301		350	1	650										1		20002	1																								
01zixd400		350	1	650										1		20002	1																								
01zixd401		350	1	650										1		20002	1																								
01zixd402		350	1	650										1		20002	1																								
01zixd500		350	1	650										1		20002	1																								
01zixd501		350	1	650										1		20002	1																								
01zixd600		350	1	650										1		20002	1																								
01zixd601		350	1	650										1		20002	1																								
01zixd700		350	1	650										1		20002	1																								
01zixd701		350	1	650										1		20002	1																								
01zixd800		350	1	650										1		20002	1																								
01zixd801		350	1	650										1		20002	1																								
01zixd900		350	1	650										1		20002	1																								
01zixd901		350	1	650										1		20002	1																								
01zixd902		350	1	650										1		20002	1																								
01txd100		350	1	650										1		20002	1																								
01txd101		350	1	650										1		20002	1																								
01txd200		350	1	650										1		20002	1																								
01txd201		350	1	650										1		20002	1																								
01txd300		350	1	650										1		20002	1																								
01txd301		350	1	650										1		20002	1																								
01txd400		350	1	650										1		20002	1																								
01txd401		350	1	650										1		20002	1																								
01txd402		350	1	650										1		20002	1																								
01txd500		350	1	650										1		20002	1																								
01txd501		350	1	650										1		20002	1																								
01txd600		350	1	650										1		20002	1																								
01txd601		350	1	650										1		20002	1																								
01txd700		350	1	650										1		20002	1																								
01txd701		350	1	650										1		20002	1																								
01txd800		350	1	650										1		20002	1																								
01txd801		350	1	650										1		20002	1																								
01txd900		350	1	650										1		20002	1																								
01txd901		350	1	650										1		20002	1																								
01txd902		350	1	650										1		20002	1																								
																																									
01n118		600	1	1800										1	1039,1009	20001	1																								
01n119		600	1	1800										1	1039,1009	20001	1																								
01n120		600	1	1800										1	1039,1009	20001	1																								
01n121		600	1	1800										1	1039,1009	20001	1																								
01n122		600	1	1800										1	1039,1009	20001	1																								
01n123		600	1	1800										1	1039,1009	20001	1																								
01n124		600	1	1800										1	1039,1009	20001	1																								
01n125		600	1	1800										1	1039,1009	20001	1																								
01n126		600	1	1800										1	1039,1009	20001	1																								
																																									
bossdps030	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps031	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps032	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps033	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps034	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps035	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps036	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps037	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps038	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps039	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps040	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps041	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps042	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps043	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps044	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps045	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps046	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps047	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps048	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps049	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps050	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps051	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps052	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps053	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps054	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps055	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps056	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps057	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps058	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps059	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps060	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps061	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps062	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps063	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps064	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps065	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps066	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps067	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps068	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps069	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps070	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps071	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps072	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps073	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps074	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps075	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps076	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps077	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps078	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps079	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps080	1	600	1	1800										3		20002	1		99	5001	1	Hiểu trời dễ, chống trời khó!																			
bossdps130	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps131	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps132	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps133	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps134	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps135	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps136	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps137	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps138	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps139	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps140	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps141	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps142	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps143	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps144	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps145	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps146	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps147	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps148	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps149	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps150	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps151	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps152	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps153	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps154	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps155	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps156	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps157	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps158	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps159	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps160	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps161	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps162	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps163	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps164	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps165	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps166	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps167	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps168	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps169	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps170	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps171	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps172	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps173	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps174	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps175	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps176	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps177	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps178	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps179	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
bossdps180	1	600	1	1800										3		20002	1		99	5001	1	Muốn chơi với ta? Đùng trách ta vô tình!																			
																																									
																																									
01zyz04	0	350	1	650										1		20001	1																								
01zyz05	0	350	1	650										1		20001	1																								
01zyz06	0	350	1	650										1		20001	1																								
01zyz07	0	350	1	650										1		20001	1	怎么每次不幸的都是我	99	5001	1	Ngày này năm sau sẽ là giỗ đầu của ngươi!																			
																																									
																																									
																																									
01vipfb001	0	360	1	650										1		20001	1																								
01vipfb002	0	360	1	650										1		20001	1																								
01vipfb003	0	360	1	650										1		20001	1																								
01vipfb004	0	360	1	650										1		20001	1																								
01vipfb005	0	360	1	650										1		20001	1																								
01vipfb006	0	360	1	650										1		20001	1																								
01vipfb007	0	360	1	650										1		20001	1																								
01vipfb008	0	360	1	650										1		20001	1																								
01vipfb009	0	360	1	650										1		20001	1																								
01vipfb010	0	360	1	650										1		20001	1																								
01vipfb011	0	360	1	650										1		20001	1																								
01vipfb012	0	360	1	650										1		20001	1																								
01vipfb013	0	360	1	650										1		20001	1																								
01vipfb014	0	360	1	650										1		20001	1																								
01vipfb015	0	360	1	650										1		20001	1																								
01vipfb016	0	360	1	650										1		20001	1																								
																																									
02vipfb001	0	360	1	650										1		20001	1																								
