buffId	name	level	iconId	effectId	timeType	categoryType	transNoClean	intervalTime	persistTime	dieLost	offlineLost	offlineTiming	beingType	groupId	replaceType	notReplaceDesc	hatredPercent	hatredAdd	hurtType	desc
1010	点燃	1	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	2	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	3	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	4	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	5	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	6	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	7	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	8	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	9	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	10	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	11	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	12	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	13	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	14	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	15	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	16	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	17	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	18	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	19	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1010	点燃	20	4	705	1	1	1	1000	5000	1	1	0	0	1010	1		10000	1	18	目标受到点燃效果，在5秒内持续受到60%的火攻伤害。
1011	减速	1	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	2	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	3	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	4	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	5	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	6	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	7	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	8	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	9	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	10	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	11	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	12	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	13	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	14	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	15	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	16	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	17	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	18	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	19	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1011	减速	20	2	703	1	1	1		3000	1	1	0	0	1011	1		10000	1	4	目标受到减速效果，在3秒内移动速度降低80%。
1012	旋风	1	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	2	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	3	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	4	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	5	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	6	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	7	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	8	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	9	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	10	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	11	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	12	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	13	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	14	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	15	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	16	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	17	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	18	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	19	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
1012	旋风	20	2	703	1	1	1	1000	3000	1	1	0	0	1012	1		10000	1	0	目标受到旋风效果，在3秒内持续受到旋风伤害。
