npcid	npcname	npctype	level	resid	headResId	bodyResId	boss	forceId	exp	minMoney	maxMoney	bindMoney	magicSoul	totalMagicSoul	xp	zp	lootNpc	lootWorld	maxHP	maxMP	phyAtk	iceAtk	fireAtk	phyRit	iceRit	fireRit	speed	dodge	hit	critAtk	critRit	slowRitRate	exposeArmorRitRate	weakRitRate	fixedRitRate	blowFlyRitRate	lullRitRate	tiredRitRate	silenceRitRate	bloodRitRate	lightRitRate	charmRitRate	comaRitRate	agedRitRate	gossip	lockType	function	desc	funcResId	resRate	musicId	questHatred	shieldFunc	showName
01qld222	真·上神侍卫	2	75	20086	29	 	0	2	7150	0	0	0					1086		5470	5470	4242	0	0	15000	130	0	130	2712	14530	3229	3098	0									0					0				10				
01qld232	神圣·玄神侍卫	2	80	20086	29	 	0	2	7150	0	0	0					1086		5904	5904	6078	0	0	15000	130	0	130	2967	15435	3819	3968	0									0					0				10				
01qld113	九天玄神	2	22	61004	30	 	1	2	810	0	0	0					1087		5968	5968	78	0	0	15000	130	0	130	134	10000	105	0	0									0					0				10				
01qld123	大罗真神	2	25	61005	30	 	1	2	1160	0	0	0					1087		6586	6586	133	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01qld133	罗天上神	2	30	61006	30	 	1	2	1470	0	0	0					1088		7615	7615	177	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01qld143	地九天玄神	2	35	61007	30	 	1	2	1950	0	0	0					1089		8747	8747	363	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01qld153	地大罗真神	2	40	61008	30	 	1	2	2100	0	0	0					1090		9879	9879	594	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01qld163	地罗天上神	2	45	61009	30	 	1	2	3800	0	0	0					1091		11114	11114	994	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01qld173	天九天玄神	2	50	61004	30	 	1	2	7700	0	0	0					1092		12348	12348	1479	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01qld183	天大罗真神	2	55	61005	30	 	1	2	7500	0	0	0					1093		13686	13686	2002	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01qld193	天罗天上神	2	60	61006	30	 	1	2	8100	0	0	0					1094		15024	15024	3250	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01qld203	真·九天玄神	2	65	61007	30	 	1	2	8400	0	0	0					1095		16465	16465	3951	0	0	15000	130	0	130	2101	12873	2097	1494	0									0					0				10				
01qld213	真·大罗真神	2	70	61008	30	 	1	2	11000	0	0	0					1096		17905	17905	5208	0	0	15000	130	0	130	2265	13644	2596	2365	0									0					0				10				
01qld223	真·罗天上神	2	75	61009	30	 	1	2	14300	0	0	0					1097		19449	19449	5968	0	0	15000	130	0	130	2712	14530	3229	3098	0									0					0				10				
01qld233	神圣·罗天上神	2	80	61004	30	 	1	2	14300	0	0	0					1097		20992	20992	8552	0	0	15000	130	0	130	2967	15435	3819	3968	0									0					0				10				
01bgd110	妖·混沌狼王	2	20	21005	30	 	1	2	425	0	0	0					1027		3582	3582	129	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd120	妖·混沌狸仙	2	20	21006	30	 	1	2	425	0	0	0					1027		3761	3761	129	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd130	妖·齐天鼠圣	2	20	21008	30	 	1	2	425	0	0	0					1027		3949	3949	135	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd140	幻·混沌狼王	2	20	21005	30	 	1	2	425	0	0	0					1027		4147	4147	135	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd150	幻·混沌狸仙	2	20	21006	30	 	1	2	425	0	0	0					1027		4354	4354	142	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd160	幻·齐天鼠圣	2	20	21008	30	 	1	2	425	0	0	0					1027		4572	4572	142	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd170	魔·混沌狼王	2	20	21005	30	 	1	2	425	0	0	0					1027		4800	4800	149	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd180	魔·混沌狸仙	2	20	21006	30	 	1	2	425	0	0	0					1027		5040	5040	149	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd190	魔·齐天鼠圣	2	20	21008	30	 	1	2	425	0	0	0					1027		5292	5292	156	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd200	地府阴阳判官	2	20	21009	30	 	1	2	425	0	0	0					1014		5557	5557	156	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd121	狸妖道人	2	20	20077	29	 	0	2	425	0	0	0					1027		1641	1641	117	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd141	战狼卫	2	20	20063	29	 	0	2	425	0	0	0					1027		1641	1641	117	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd161	鼠族骑兵	2	20	20061	29	 	0	2	425	0	0	0					1027		1641	1641	117	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd171	狸妖道人	2	20	20077	29	 	0	2	425	0	0	0					1027		1641	1641	117	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd181	战狼卫	2	20	20063	29	 	0	2	425	0	0	0					1027		1641	1641	117	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd201	地府黑无常	2	20	20067	29	 	0	2	425	0	0	0					1027		1641	1641	106	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd202	地府白无常	2	20	20066	29	 	0	2	425	0	0	0					1027		1641	1641	106	0	0	15000	130	0	130	28	10000	3	0	0									0					0				10				
01bgd210	妖·混沌狼王	2	25	21005	30	 	1	2	605	0	0	0					1028		4245	4245	155	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd220	妖·混沌狸仙	2	25	21006	30	 	1	2	605	0	0	0					1028		4458	4458	155	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd230	妖·齐天鼠圣	2	25	21008	30	 	1	2	605	0	0	0					1028		4680	4680	163	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd240	幻·混沌狼王	2	25	21005	30	 	1	2	605	0	0	0					1028		4914	4914	163	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd250	幻·混沌狸仙	2	25	21006	30	 	1	2	605	0	0	0					1028		5160	5160	171	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd260	幻·齐天鼠圣	2	25	21008	30	 	1	2	605	0	0	0					1028		5418	5418	171	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd270	魔·混沌狼王	2	25	21005	30	 	1	2	605	0	0	0					1028		5689	5689	180	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd280	魔·混沌狸仙	2	25	21006	30	 	1	2	605	0	0	0					1028		5974	5974	180	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd290	魔·齐天鼠圣	2	25	21008	30	 	1	2	605	0	0	0					1028		6272	6272	189	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd300	地府阴阳判官	2	25	21009	30	 	1	2	605	0	0	0					1015		6586	6586	189	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd221	狸妖道人	2	25	20077	29	 	0	2	605	0	0	0					1028		1945	1945	141	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd241	战狼卫	2	25	20063	29	 	0	2	605	0	0	0					1028		1945	1945	141	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd261	鼠族骑兵	2	25	20061	29	 	0	2	605	0	0	0					1028		1945	1945	141	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd271	狸妖道人	2	25	20077	29	 	0	2	605	0	0	0					1028		1945	1945	141	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd281	战狼卫	2	25	20063	29	 	0	2	605	0	0	0					1028		1945	1945	141	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd301	地府黑无常	2	25	20067	29	 	0	2	605	0	0	0					1028		1945	1945	128	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd302	地府白无常	2	25	20066	29	 	0	2	605	0	0	0					1028		1945	1945	128	0	0	15000	130	0	130	293	10000	258	0	0									0					0				10				
01bgd310	妖·混沌狼王	2	30	21005	30	 	1	2	765	0	0	0					1029		4909	4909	182	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd320	妖·混沌狸仙	2	30	21006	30	 	1	2	765	0	0	0					1029		5154	5154	182	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd330	妖·齐天鼠圣	2	30	21008	30	 	1	2	765	0	0	0					1029		5412	5412	191	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd340	幻·混沌狼王	2	30	21005	30	 	1	2	765	0	0	0					1029		5682	5682	191	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd350	幻·混沌狸仙	2	30	21006	30	 	1	2	765	0	0	0					1029		5966	5966	201	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd360	幻·齐天鼠圣	2	30	21008	30	 	1	2	765	0	0	0					1029		6265	6265	201	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd370	魔·混沌狼王	2	30	21005	30	 	1	2	765	0	0	0					1029		6578	6578	211	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd380	魔·混沌狸仙	2	30	21006	30	 	1	2	765	0	0	0					1029		6907	6907	211	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd390	魔·齐天鼠圣	2	30	21008	30	 	1	2	765	0	0	0					1029		7252	7252	222	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd400	地府阴阳判官	2	30	21009	30	 	1	2	765	0	0	0					1016		7615	7615	222	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd321	狸妖道人	2	30	20077	29	 	0	2	765	0	0	0					1029		2249	2249	165	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd341	战狼卫	2	30	20063	29	 	0	2	765	0	0	0					1029		2249	2249	165	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd361	鼠族骑兵	2	30	20061	29	 	0	2	765	0	0	0					1029		2249	2249	165	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd371	狸妖道人	2	30	20077	29	 	0	2	765	0	0	0					1029		2249	2249	165	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd381	战狼卫	2	30	20063	29	 	0	2	765	0	0	0					1029		2249	2249	165	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd401	地府黑无常	2	30	20067	29	 	0	2	765	0	0	0					1029		2249	2249	150	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd402	地府白无常	2	30	20066	29	 	0	2	765	0	0	0					1029		2249	2249	150	0	0	15000	130	0	130	563	10000	513	0	0									0					0				10				
01bgd410	妖·混沌狼王	2	35	21005	30	 	1	2	1000	0	0	0					1030		5638	5638	209	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd420	妖·混沌狸仙	2	35	21006	30	 	1	2	1000	0	0	0					1030		5920	5920	209	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd430	妖·齐天鼠圣	2	35	21008	30	 	1	2	1000	0	0	0					1030		6216	6216	220	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd440	幻·混沌狼王	2	35	21005	30	 	1	2	1000	0	0	0					1030		6527	6527	220	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd450	幻·混沌狸仙	2	35	21006	30	 	1	2	1000	0	0	0					1030		6853	6853	230	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd460	幻·齐天鼠圣	2	35	21008	30	 	1	2	1000	0	0	0					1030		7196	7196	230	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd470	魔·混沌狼王	2	35	21005	30	 	1	2	1000	0	0	0					1030		7556	7556	242	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd480	魔·混沌狸仙	2	35	21006	30	 	1	2	1000	0	0	0					1030		7934	7934	242	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd490	魔·齐天鼠圣	2	35	21008	30	 	1	2	1000	0	0	0					1030		8330	8330	254	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd500	地府阴阳判官	2	35	21009	30	 	1	2	1000	0	0	0					1017		8747	8747	254	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd421	狸妖道人	2	35	20077	29	 	0	2	1000	0	0	0					1030		2583	2583	190	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd441	战狼卫	2	35	20063	29	 	0	2	1000	0	0	0					1030		2583	2583	190	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd461	鼠族骑兵	2	35	20061	29	 	0	2	1000	0	0	0					1030		2583	2583	190	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd471	狸妖道人	2	35	20077	29	 	0	2	1000	0	0	0					1030		2583	2583	190	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd481	战狼卫	2	35	20063	29	 	0	2	1000	0	0	0					1030		2583	2583	190	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd501	地府黑无常	2	35	20067	29	 	0	2	1000	0	0	0					1030		2583	2583	172	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd502	地府白无常	2	35	20066	29	 	0	2	1000	0	0	0					1030		2583	2583	172	0	0	15000	130	0	130	901	10000	801	0	0									0					0				10				
01bgd510	妖·混沌狼王	2	40	21005	30	 	1	2	1100	0	0	0					1031		6368	6368	236	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd520	妖·混沌狸仙	2	40	21006	30	 	1	2	1100	0	0	0					1031		6686	6686	236	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd530	妖·齐天鼠圣	2	40	21008	30	 	1	2	1100	0	0	0					1031		7021	7021	248	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd540	幻·混沌狼王	2	40	21005	30	 	1	2	1100	0	0	0					1031		7372	7372	248	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd550	幻·混沌狸仙	2	40	21006	30	 	1	2	1100	0	0	0					1031		7740	7740	260	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd560	幻·齐天鼠圣	2	40	21008	30	 	1	2	1100	0	0	0					1031		8127	8127	260	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd570	魔·混沌狼王	2	40	21005	30	 	1	2	1100	0	0	0					1031		8534	8534	273	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd580	魔·混沌狸仙	2	40	21006	30	 	1	2	1100	0	0	0					1031		8960	8960	273	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd590	魔·齐天鼠圣	2	40	21008	30	 	1	2	1100	0	0	0					1031		9408	9408	287	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd600	地府阴阳判官	2	40	21009	30	 	1	2	1100	0	0	0					1018		9879	9879	287	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd521	狸妖道人	2	40	20077	29	 	0	2	1100	0	0	0					1031		2917	2917	214	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd541	战狼卫	2	40	20063	29	 	0	2	1100	0	0	0					1031		2917	2917	214	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd561	鼠族骑兵	2	40	20061	29	 	0	2	1100	0	0	0					1031		2917	2917	214	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd571	狸妖道人	2	40	20077	29	 	0	2	1100	0	0	0					1031		2917	2917	214	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd581	战狼卫	2	40	20063	29	 	0	2	1100	0	0	0					1031		2917	2917	214	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd601	地府黑无常	2	40	20067	29	 	0	2	1100	0	0	0					1031		2917	2917	194	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd602	地府白无常	2	40	20066	29	 	0	2	1100	0	0	0					1031		2917	2917	194	0	0	15000	130	0	130	1305	10017	1105	17	0									0					0				10				
01bgd610	妖·混沌狼王	2	45	21005	30	 	1	2	2000	0	0	0					1032		7164	7164	263	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd620	妖·混沌狸仙	2	45	21006	30	 	1	2	2000	0	0	0					1032		7522	7522	263	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd630	妖·齐天鼠圣	2	45	21008	30	 	1	2	2000	0	0	0					1032		7898	7898	276	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd640	幻·混沌狼王	2	45	21005	30	 	1	2	2000	0	0	0					1032		8293	8293	276	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd650	幻·混沌狸仙	2	45	21006	30	 	1	2	2000	0	0	0					1032		8708	8708	290	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd660	幻·齐天鼠圣	2	45	21008	30	 	1	2	2000	0	0	0					1032		9143	9143	290	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd670	魔·混沌狼王	2	45	21005	30	 	1	2	2000	0	0	0					1032		9600	9600	304	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd680	魔·混沌狸仙	2	45	21006	30	 	1	2	2000	0	0	0					1032		10080	10080	304	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd690	魔·齐天鼠圣	2	45	21008	30	 	1	2	2000	0	0	0					1032		10584	10584	319	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd700	地府阴阳判官	2	45	21009	30	 	1	2	2000	0	0	0					1019		11114	11114	319	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd621	狸妖道人	2	45	20077	29	 	0	2	2000	0	0	0					1032		3282	3282	238	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd641	战狼卫	2	45	20063	29	 	0	2	2000	0	0	0					1032		3282	3282	238	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd661	鼠族骑兵	2	45	20061	29	 	0	2	2000	0	0	0					1032		3282	3282	238	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd671	狸妖道人	2	45	20077	29	 	0	2	2000	0	0	0					1032		3282	3282	238	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd681	战狼卫	2	45	20063	29	 	0	2	2000	0	0	0					1032		3282	3282	238	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd701	地府黑无常	2	45	20067	29	 	0	2	2000	0	0	0					1032		3282	3282	216	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd702	地府白无常	2	45	20066	29	 	0	2	2000	0	0	0					1032		3282	3282	216	0	0	15000	130	0	130	1392	10401	1192	151	0									0					0				10				
01bgd710	妖·混沌狼王	2	50	21005	30	 	1	2	4000	0	0	0					1033		6876	6876	289	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd720	妖·混沌狸仙	2	50	21006	30	 	1	2	4000	0	0	0					1033		7220	7220	289	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd730	妖·齐天鼠圣	2	50	21008	30	 	1	2	4000	0	0	0					1033		7581	7581	304	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd740	幻·混沌狼王	2	50	21005	30	 	1	2	4000	0	0	0					1033		7960	7960	304	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd750	幻·混沌狸仙	2	50	21006	30	 	1	2	4000	0	0	0					1033		8358	8358	319	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd760	幻·齐天鼠圣	2	50	21008	30	 	1	2	4000	0	0	0					1033		8776	8776	319	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd770	魔·混沌狼王	2	50	21005	30	 	1	2	4000	0	0	0					1033		9215	9215	335	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd780	魔·混沌狸仙	2	50	21006	30	 	1	2	4000	0	0	0					1033		9675	9675	335	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd790	魔·齐天鼠圣	2	50	21008	30	 	1	2	4000	0	0	0					1033		10159	10159	352	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd800	地府阴阳判官	2	50	21009	30	 	1	2	4000	0	0	0					1020		10667	10667	352	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd721	狸妖道人	2	50	20077	29	 	0	2	4000	0	0	0					1033		3647	3647	263	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd741	战狼卫	2	50	20063	29	 	0	2	4000	0	0	0					1033		3647	3647	263	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd761	鼠族骑兵	2	50	20061	29	 	0	2	4000	0	0	0					1033		3647	3647	263	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd771	狸妖道人	2	50	20077	29	 	0	2	4000	0	0	0					1033		3647	3647	263	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd781	战狼卫	2	50	20063	29	 	0	2	4000	0	0	0					1033		3647	3647	263	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd801	地府黑无常	2	50	20067	29	 	0	2	4000	0	0	0					1033		3647	3647	238	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd802	地府白无常	2	50	20066	29	 	0	2	4000	0	0	0					1033		3647	3647	238	0	0	15000	130	0	130	1502	10841	1302	341	0									0					0				10				
01bgd810	妖·混沌狼王	2	55	21005	30	 	1	2	3900	0	0	0					1034		7621	7621	316	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd820	妖·混沌狸仙	2	55	21006	30	 	1	2	3900	0	0	0					1034		8002	8002	316	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd830	妖·齐天鼠圣	2	55	21008	30	 	1	2	3900	0	0	0					1034		8402	8402	332	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd840	幻·混沌狼王	2	55	21005	30	 	1	2	3900	0	0	0					1034		8822	8822	332	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd850	幻·混沌狸仙	2	55	21006	30	 	1	2	3900	0	0	0					1034		9263	9263	349	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd860	幻·齐天鼠圣	2	55	21008	30	 	1	2	3900	0	0	0					1034		9726	9726	349	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd870	魔·混沌狼王	2	55	21005	30	 	1	2	3900	0	0	0					1034		10213	10213	366	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd880	魔·混沌狸仙	2	55	21006	30	 	1	2	3900	0	0	0					1034		10723	10723	366	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd890	魔·齐天鼠圣	2	55	21008	30	 	1	2	3900	0	0	0					1034		11260	11260	384	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd900	地府阴阳判官	2	55	21009	30	 	1	2	3900	0	0	0					1021		11823	11823	384	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd821	狸妖道人	2	55	20077	29	 	0	2	3900	0	0	0					1034		4042	4042	287	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd841	战狼卫	2	55	20063	29	 	0	2	3900	0	0	0					1034		4042	4042	287	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd861	鼠族骑兵	2	55	20061	29	 	0	2	3900	0	0	0					1034		4042	4042	287	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd871	狸妖道人	2	55	20077	29	 	0	2	3900	0	0	0					1034		4042	4042	287	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd881	战狼卫	2	55	20063	29	 	0	2	3900	0	0	0					1034		4042	4042	287	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd901	地府黑无常	2	55	20067	29	 	0	2	3900	0	0	0					1034		4042	4042	260	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd902	地府白无常	2	55	20066	29	 	0	2	3900	0	0	0					1034		4042	4042	260	0	0	15000	130	0	130	1573	11443	1373	508	0									0					0				10				
01bgd910	妖·混沌狼王	2	60	21005	30	 	1	2	4250	0	0	0					1035		8366	8366	343	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd920	妖·混沌狸仙	2	60	21006	30	 	1	2	4250	0	0	0					1035		8784	8784	343	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd930	妖·齐天鼠圣	2	60	21008	30	 	1	2	4250	0	0	0					1035		9223	9223	360	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd940	幻·混沌狼王	2	60	21005	30	 	1	2	4250	0	0	0					1035		9685	9685	360	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd950	幻·混沌狸仙	2	60	21006	30	 	1	2	4250	0	0	0					1035		10169	10169	378	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd960	幻·齐天鼠圣	2	60	21008	30	 	1	2	4250	0	0	0					1035		10677	10677	378	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd970	魔·混沌狼王	2	60	21005	30	 	1	2	4250	0	0	0					1035		11211	11211	397	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd980	魔·混沌狸仙	2	60	21006	30	 	1	2	4250	0	0	0					1035		11772	11772	397	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd990	魔·齐天鼠圣	2	60	21008	30	 	1	2	4250	0	0	0					1035		12360	12360	417	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd1000	地府阴阳判官	2	60	21009	30	 	1	2	4250	0	0	0					1022		12978	12978	417	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd921	狸妖道人	2	60	20077	29	 	0	2	4250	0	0	0					1035		4437	4437	311	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd941	战狼卫	2	60	20063	29	 	0	2	4250	0	0	0					1035		4437	4437	311	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd961	鼠族骑兵	2	60	20061	29	 	0	2	4250	0	0	0					1035		4437	4437	311	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd971	狸妖道人	2	60	20077	29	 	0	2	4250	0	0	0					1035		4437	4437	311	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd981	战狼卫	2	60	20063	29	 	0	2	4250	0	0	0					1035		4437	4437	311	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
01bgd1001	地府黑无常	2	60	20067	29	 	0	2	4250	0	0	0					1035		4437	4437	282	0	0	15000	130	0	130	1965	12207	1689	990	0									0					0				10				
