ruleId	npcId	mapX	mapY	dir	minrefreshsecond	maxrefreshsecond	killPoint
15	15gcz005	1205	513	2			100
15	15gcz006	1709	630	2			40
15	15gcz006	1614	674	2			40
15	15gcz006	1510	727	2			40
15	15gcz006	1407	779	2			40
15	15gcz006	1299	842	2			40
15	15gcz006	1183	894	2			40
15	15gcz007	1964	704	2			40
15	15gcz007	1670	860	2			40
15	15gcz007	1325	1031	2			40
15	15gcz007	2211	817	2			40
15	15gcz007	1908	984	2			40
15	15gcz007	1602	1166	2			40
15	15gcz007	2523	981	2			40
15	15gcz007	2224	1133	2			40
15	15gcz007	1882	1309	2			40
15	15gcz008	3007	1531	2			200
15	15gcz009	2325	1520	2	180	180	100
15	15gcz009	3359	1029	2	180	180	100
15	15gcz010	3748	724	2	180	180	40
15	15gcz010	1299	1918	2	180	180	40
15	15gcz011	449	1190	2	180	180	40
15	15gcz012	457	1387	2	180	180	40
15	15gcz013	709	1083	2	1	1	40
15	15gcz013	903	1176	2	1	1	40
15	15gcz013	1063	1257	2	1	1	40
15	15gcz013	1047	1453	2	1	1	40
15	15gcz013	883	1546	2	1	1	40
15	15gcz013	702	1641	2	1	1	40
15	15gcz013	295	1327	2	1	1	40
15	15gcz014	2767	2248	2	1	1	40
15	15gcz014	3070	2214	2	1	1	40
15	15gcz014	3336	2129	2	1	1	40
15	15gcz014	3356	2285	2	1	1	40
15	15gcz014	4568	2003	2	1	1	40
15	15gcz014	4351	2168	2	1	1	40
15	15gcz015	4054	2178	2	180	180	40
15	15gcz016	3952	2001	2	180	180	40
15	15gcz017	3537	1430	2	180	180	100
15	15gcz018	2791	1829	2	180	180	100
15	15gcz019	4668	1007	2	180	180	40
15	15gcz020	2009	2160	2	180	180	40
15	15gcz029	1867	1626	2	180	180	40
							
16	16gcz001	768	350	2			500
16	16gcz002	1087	354	2			40
16	16gcz002	768	191	2			40
16	16gcz002	761	509	2			40
16	16gcz002	443	350	2			40
16	16gcz003	900	619	2	180	180	100
16	16gcz004	1123	997	2	180	180	100
16	16gcz005	1205	513	2			100
16	16gcz006	1709	630	2			40
16	16gcz006	1614	674	2			40
16	16gcz006	1510	727	2			40
16	16gcz006	1407	779	2			40
16	16gcz006	1299	842	2			40
16	16gcz006	1183	894	2			40
16	16gcz007	1964	704	2			40
16	16gcz007	1670	860	2			40
16	16gcz007	1325	1031	2			40
16	16gcz007	2211	817	2			40
16	16gcz007	1908	984	2			40
16	16gcz007	1602	1166	2			40
16	16gcz007	2523	981	2			40
16	16gcz007	2224	1133	2			40
16	16gcz007	1882	1309	2			40
16	16gcz008	3007	1531	2			200
16	16gcz009	2325	1520	2	180	180	100
16	16gcz009	3359	1029	2	180	180	100
16	16gcz010	3748	724	2	180	180	40
16	16gcz010	1299	1918	2	180	180	40
16	16gcz011	449	1190	2	180	180	40
16	16gcz012	457	1387	2	180	180	40
16	16gcz013	709	1083	2	1	1	40
16	16gcz013	903	1176	2	1	1	40
16	16gcz013	1063	1257	2	1	1	40
16	16gcz013	1047	1453	2	1	1	40
16	16gcz013	883	1546	2	1	1	40
16	16gcz013	702	1641	2	1	1	40
16	16gcz013	295	1327	2	1	1	40
16	16gcz014	2767	2248	2	1	1	40
16	16gcz014	3070	2214	2	1	1	40
16	16gcz014	3336	2129	2	1	1	40
16	16gcz014	3356	2285	2	1	1	40
16	16gcz014	4568	2003	2	1	1	40
16	16gcz014	4351	2168	2	1	1	40
16	16gcz015	4054	2178	2	180	180	40
16	16gcz016	3952	2001	2	180	180	40
16	16gcz017	3537	1430	2	180	180	100
16	16gcz018	2791	1829	2	180	180	100
16	16gcz019	4668	1007	2	180	180	40
16	16gcz020	2009	2160	2	180	180	40
16	16gcz029	1867	1626	2	180	180	40
