linkId	id	interval	condType	compareType	condValue	failureId	execType	execData1	execData2	execData3	successId
1162	46	2					1	16058			47
1162	47	2					1	16058			48
1162	48	2					1	16058			49
1162	49	2					1	16058			50
1162	50	2					1	16058			51
1162	51	2					1	16058			52
1162	52	2					1	16058			53
1162	53	2					1	16058			54
1162	54	2					1	16058			55
1162	55	2					1	16058			56
1162	56	2					1	16058			57
1162	57	2					1	16058			58
1162	58	2					1	16058			59
1162	59	2					1	16058			60
1162	60	2					1	16058			61
1162	61	2					1	16058			62
1162	62	2					1	16058			63
1162	63	1					2	6	渡劫之柱更换了buff, 每个渡劫之柱提供的buff不同, 也有可能是debuff哦!靠近它既可获得该buff!		64
1162	64	1					1	16059			65
1162	65	2					1	16059			66
1162	66	2					1	16059			67
1162	67	2					1	16059			68
1162	68	2					1	16059			69
1162	69	2					1	16059			70
1162	70	2					1	16059			71
1162	71	2					1	16059			72
1162	72	2					1	16059			73
1162	73	2					1	16059			74
1162	74	2					1	16059			75
1162	75	2					1	16059			76
1162	76	2					1	16059			77
1162	77	2					1	16059			78
1162	78	2					1	16059			79
1162	79	2					1	16059			80
1162	80	2					1	16059			81
1162	81	2					1	16059			82
1162	82	2					1	16059			83
1162	83	2					1	16059			0
											
1163	0	1					2	6			1
1163	1	1					1	16057			2
1163	2	2					1	16057			3
1163	3	2					1	16057			4
1163	4	2					1	16057			5
1163	5	2					1	16057			6
1163	6	2					1	16057			7
1163	7	2					1	16057			8
1163	8	2					1	16057			9
1163	9	2					1	16057			10
1163	10	2					1	16057			11
1163	11	2					1	16057			12
1163	12	2					1	16057			13
1163	13	2					1	16057			14
1163	14	2					1	16057			15
1163	15	2					1	16057			16
1163	16	2					1	16057			17
1163	17	2					1	16057			18
1163	18	2					1	16057			19
1163	19	2					1	16057			20
1163	20	2					1	16057			21
1163	21	1					2	6			22
1163	22	1					1	16058			23
1163	23	2					1	16058			24
1163	24	2					1	16058			25
1163	25	2					1	16058			26
1163	26	2					1	16058			27
1163	27	2					1	16058			28
1163	28	2					1	16058			29
1163	29	2					1	16058			30
1163	30	2					1	16058			31
1163	31	2					1	16058			32
1163	32	2					1	16058			33
1163	33	2					1	16058			34
1163	34	2					1	16058			35
1163	35	2					1	16058			36
1163	36	2					1	16058			37
1163	37	2					1	16058			38
1163	38	2					1	16058			39
1163	39	2					1	16058			40
1163	40	2					1	16058			41
1163	41	2					1	16058			42
1163	42	1					2	6			43
1163	43	1					1	16059			44
1163	44	2					1	16059			45
1163	45	2					1	16059			46
1163	46	2					1	16059			47
1163	47	2					1	16059			48
1163	48	2					1	16059			49
1163	49	2					1	16059			50
1163	50	2					1	16059			51
1163	51	2					1	16059			52
1163	52	2					1	16059			53
1163	53	2					1	16059			54
1163	54	2					1	16059			55
1163	55	2					1	16059			56
1163	56	2					1	16059			57
1163	57	2					1	16059			58
1163	58	2					1	16059			59
1163	59	2					1	16059			60
1163	60	2					1	16059			61
1163	61	2					1	16059			62
1163	62	2					1	16059			63
1163	63	1					2	6			64
1163	64	1					1	16056			65
1163	65	2					1	16056			66
1163	66	2					1	16056			67
1163	67	2					1	16056			68
1163	68	2					1	16056			69
1163	69	2					1	16056			70
1163	70	2					1	16056			71
1163	71	2					1	16056			72
1163	72	2					1	16056			73
1163	73	2					1	16056			74
1163	74	2					1	16056			75
1163	75	2					1	16056			76
1163	76	2					1	16056			77
1163	77	2					1	16056			78
1163	78	2					1	16056			79
1163	79	2					1	16056			80
1163	80	2					1	16056			81
1163	81	2					1	16056			82
1163	82	2					1	16056			83
1163	83	2					1	16056			0
											
1164	0	1					2	6			1
1164	1	1					1	16058			2
1164	2	2					1	16058			3
1164	3	2					1	16058			4
1164	4	2					1	16058			5
1164	5	2					1	16058			6
1164	6	2					1	16058			7
1164	7	2					1	16058			8
1164	8	2					1	16058			9
1164	9	2					1	16058			10
1164	10	2					1	16058			11
1164	11	2					1	16058			12
1164	12	2					1	16058			13
1164	13	2					1	16058			14
1164	14	2					1	16058			15
1164	15	2					1	16058			16
1164	16	2					1	16058			17
1164	17	2					1	16058			18
1164	18	2					1	16058			19
1164	19	2					1	16058			20
1164	20	2					1	16058			21
1164	21	1					2	6			22
1164	22	1					1	16059			23
1164	23	2					1	16059			24
1164	24	2					1	16059			25
1164	25	2					1	16059			26
1164	26	2					1	16059			27
1164	27	2					1	16059			28
1164	28	2					1	16059			29
1164	29	2					1	16059			30
1164	30	2					1	16059			31
1164	31	2					1	16059			32
1164	32	2					1	16059			33
1164	33	2					1	16059			34
1164	34	2					1	16059			35
1164	35	2					1	16059			36
1164	36	2					1	16059			37
1164	37	2					1	16059			38
1164	38	2					1	16059			39
1164	39	2					1	16059			40
1164	40	2					1	16059			41
1164	41	2					1	16059			42
1164	42	1					2	6			43
1164	43	1					1	16056			44
1164	44	2					1	16056			45
1164	45	2					1	16056			46
1164	46	2					1	16056			47
1164	47	2					1	16056			48
1164	48	2					1	16056			49
1164	49	2					1	16056			50
1164	50	2					1	16056			51
1164	51	2					1	16056			52
1164	52	2					1	16056			53
1164	53	2					1	16056			54
1164	54	2					1	16056			55
1164	55	2					1	16056			56
1164	56	2					1	16056			57
1164	57	2					1	16056			58
1164	58	2					1	16056			59
1164	59	2					1	16056			60
1164	60	2					1	16056			61
1164	61	2					1	16056			62
1164	62	2					1	16056			63
1164	63	1					2	6			64
1164	64	1					1	16057			65
1164	65	2					1	16057			66
1164	66	2					1	16057			67
1164	67	2					1	16057			68
1164	68	2					1	16057			69
1164	69	2					1	16057			70
1164	70	2					1	16057			71
1164	71	2					1	16057			72
1164	72	2					1	16057			73
1164	73	2					1	16057			74
1164	74	2					1	16057			75
1164	75	2					1	16057			76
1164	76	2					1	16057			77
1164	77	2					1	16057			78
1164	78	2					1	16057			79
1164	79	2					1	16057			80
1164	80	2					1	16057			81
1164	81	2					1	16057			82
1164	82	2					1	16057			83
1164	83	2					1	16057			0
											
1165	0	20					2	6	Đại Thừa Vệ Sĩ: xem đây		1
1165	1	1					1	16089			2
1165	2	1					2	6	Đại Thừa Vệ Sĩ: Đại Thừa là sự tồn tại không thể vượt qua!		3
1165	3	1					1	16092			0
											
											
1166	0	15					2	6	Đại Thừa Trưởng Lão: xem đây		1
1166	1	1					1	16090			2
1166	0	1					2	6	Đại Thừa Trưởng Lão: Đại Thừa là sự tồn tại không thể vượt qua!		3
1166	1	1					1	16093			0
											
1167	0	10					2	6	Đại Thừa Tinh Tú: xem đây		1
1167	1	1					1	16091			2
1167	0	1					2	6	Đại Thừa Tinh Tú: Đại Thừa là sự tồn tại không thể vượt qua!		3
1167	1	1					1	16094			0
											
1171	0	1	1	2	60		2	6	Gọi: Trúc Cơ Linh, bảo vệ chủ nhân.		1
1171	1	1					3	1021			-1
											
1172	0	1	1	2	40		2	6	Gọi: Trúc Cơ Linh, bảo vệ chủ nhân.		1
1172	1	1					3	1021			-1
											
1173	0	1	1	2	20		2	6	Gọi: Trúc Cơ Linh, bảo vệ chủ nhân.		1
1173	1	1					3	1021			-1
											
1174	0	1	1	2	60		2	6	Gọi: Trúc Cơ Linh, bảo vệ chủ nhân.		1
1174	1	1					2	6	Đánh bại Trúc Cơ Linh sẽ tăng công cho boss.		2
1174	2	1					3	1022			-1
											
1175	0	1	1	2	40		2	6	Gọi: Trúc Cơ Linh, bảo vệ chủ nhân.		1
1175	1	1					2	6	Đánh bại Trúc Cơ Linh sẽ tăng công cho boss.		2
1175	2	1					3	1022			-1
											
1176	0	1	1	2	20		2	6	Gọi: Trúc Cơ Linh, bảo vệ chủ nhân.		1
1176	1	1					2	6	Đánh bại Trúc Cơ Linh sẽ tăng công cho boss.		2
1176	2	1					3	1022			-1
											
1177	0	1	1	2	60		2	6	Gọi: Trúc Cơ Linh, bảo vệ chủ nhân.		1
1177	1	1					2	6	Đánh bại Trúc Cơ Linh sẽ tăng thủ cho boss.		2
1177	2	1					3	1023			-1
											
1178	0	1	1	2	40		2	6	Gọi: Trúc Cơ Linh, bảo vệ chủ nhân.		1
1178	1	1					2	6	Đánh bại Trúc Cơ Linh sẽ tăng thủ cho boss.		2
1178	2	1					3	1023			-1
											
1179	0	1	1	2	20		2	6	Gọi: Trúc Cơ Linh, bảo vệ chủ nhân.		1
1179	1	1					2	6	Đánh bại Trúc Cơ Linh sẽ tăng thủ cho boss.		2
1179	2	1					3	1023			-1
											
1180	0		1	2	75		2	6	Gọi: Nguyên Anh Linh(Công), Nguyên Anh Linh(Thủ)		1
1180	1	1					3	1030			-1
											
1181	0		1	2	75		2	6	Gọi: Nguyên Anh Linh(Công), Nguyên Anh Linh(Thủ)		1
1181	1	1					3	1030			-1
											
1227	0		1	2	50		2	6	Gọi: Nguyên Anh Linh(Công), Nguyên Anh Linh(Thủ)		1
1227	1	1					3	1030			-1
											
1182	0		1	2	75		2	6	Gọi: Nguyên Anh Linh(Công), Nguyên Anh Linh(Thủ)		1
1182	1	1					3	1030			-1
											
1229	0		1	2	50		2	6	Gọi: Nguyên Anh Linh(Công), Nguyên Anh Linh(Thủ)		1
1229	1	1					3	1030			-1
											
1230	0		1	2	25		2	6	Gọi: Nguyên Anh Linh(Công), Nguyên Anh Linh(Thủ)		1
1230	1	1					3	1030			-1
											
1189	0	1	1	2	10		2	6			1
1189	1	1					1	16039			-1
											
1190	0	10					2	6	5 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		1
1190	1	1					2	6	4 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		2
1190	2	1					2	6	3 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		3
1190	3	1					2	6	2 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		4
1190	4	1					2	6	1 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		5
1190	5	1					1	16077			0
											
1191	0	10					2	6	5 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		1
1191	1	1					2	6	4 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		2
1191	2	1					2	6	3 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		3
1191	3	1					2	6	2 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		4
1191	4	1					2	6	1 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		5
1191	5	1					1	16078			0
											
1192	0	10					2	6	5 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		1
1192	1	1					2	6	4 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		2
1192	2	1					2	6	3 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		3
1192	3	1					2	6	2 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		4
1192	4	1					2	6	1 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		5
1192	5	1					1	16079			0
											
1193	0		1	2	75		2	6	Gọi: Linh Tịch Linh, bảo vệ chủ nhân.		1
1193	1	1					2	6	Công khá cao, tử vong sẽ tăng HP cho phe mình;		2
1193	2	1					3	1038			-1
											
1194	0		1	2	75		2	6	Gọi: Linh Tịch Linh, bảo vệ chủ nhân.		1
1194	1	1					2	6	Công khá cao, tử vong sẽ tăng HP cho phe mình;		2
1194	2	1					3	1039			-1
											
1215	0		1	2	50		2	6	Gọi: Linh Tịch Linh, bảo vệ chủ nhân.		1
1215	1	1					2	6	Công khá cao, tử vong sẽ tăng HP cho phe mình;		2
1215	2	1					3	1039			-1
											
1195	0		1	2	75		2	6	Gọi: Linh Tịch Linh, bảo vệ chủ nhân.		1
1195	1	1					2	6	Công khá cao, tử vong sẽ tăng HP cho phe mình;		2
1195	2	1					3	1040			-1
											
1217	0		1	2	50		2	6	Gọi: Linh Tịch Linh, bảo vệ chủ nhân.		1
1217	1	1					2	6	Công khá cao, tử vong sẽ tăng HP cho phe mình;		2
1217	2	1					3	1040			-1
											
1218	0		1	2	25		2	6	Gọi: Linh Tịch Linh, bảo vệ chủ nhân.		1
1218	1	1					2	6	Công khá cao, tử vong sẽ tăng HP cho phe mình;		2
1218	2	1					3	1040			-1
											
1196	0		1	2	75		2	6	Gọi: Kim Đan Linh, bảo vệ chủ nhân.		1
1196	1	1					2	6	Biết dùng kỹ năng hồi HP; diệt chúng sẽ bị kẻ địch khác báo thù		2
1196	2	1					3	1041			-1
											
1197	0		1	2	75		2	6	Gọi: Kim Đan Linh, bảo vệ chủ nhân.		1
1197	1	1					2	6	Biết dùng kỹ năng hồi HP; diệt chúng sẽ bị kẻ địch khác báo thù		2
1197	2	1					3	1042			-1
											
1221	0		1	2	50		2	6	Gọi: Kim Đan Linh, bảo vệ chủ nhân.		1
1221	1	1					2	6	Biết dùng kỹ năng hồi HP; diệt chúng sẽ bị kẻ địch khác báo thù		2
1221	2	1					3	1042			-1
											
1198	0		1	2	75		2	6	Gọi: Kim Đan Linh, bảo vệ chủ nhân.		1
1198	1	1					2	6	Biết dùng kỹ năng hồi HP; diệt chúng sẽ bị kẻ địch khác báo thù		2
1198	2	1					3	1043			-1
											
1223	0		1	2	50		2	6	Gọi: Kim Đan Linh, bảo vệ chủ nhân.		1
1223	1	1					2	6	Biết dùng kỹ năng hồi HP; diệt chúng sẽ bị kẻ địch khác báo thù		2
1223	2	1					3	1043			-1
											
1224	0		1	2	25		2	6	Gọi: Kim Đan Linh, bảo vệ chủ nhân.		1
1224	1	1					2	6	Biết dùng kỹ năng hồi HP; diệt chúng sẽ bị kẻ địch khác báo thù		2
1224	2	1					3	1043			-1
											
1199	0		1	2	90		2	6	Ai dám cản ta!		1
1199	1	2					1	16071			2
1199	2	11					2	6	Wow yeah yeah!!		3
1199	3	2					1	16071			2
											
1200	0		1	2	90		2	6	Ai dám cản ta!		1
1200	1	2					1	16072			2
1200	2	11					2	6	Wow yeah yeah!!		3
1200	3	2					1	16072			2
											
1201	0		1	2	90		2	6	Ai dám cản ta!		1
1201	1	2					1	16073			2
1201	2	11					2	6	Wow yeah yeah!!		3
1201	3	2					1	16073			2
											
1202	0		1	2	75		2	6	Gọi: Hợp Thể Linh, bảo vệ chủ nhân.		1
1202	1	1					2	6	Hợp Thể Linh, bất chấp tấn công, đứng yên vài giây tạo sát thương mạnh		2
1202	2	1					3	1044			-1
											
1231	0		1	2	50		2	6	Gọi: Hợp Thể Linh, bảo vệ chủ nhân.		1
1231	1	1					2	6	Hợp Thể Linh, bất chấp tấn công, đứng yên vài giây tạo sát thương mạnh		2
1231	2	1					3	1044			-1
											
1232	0		1	2	25		2	6	Gọi: Hợp Thể Linh, bảo vệ chủ nhân.		1
1232	1	1					2	6	Hợp Thể Linh, bất chấp tấn công, đứng yên vài giây tạo sát thương mạnh		2
1232	2	1					3	1044			-1
											
1203	0		1	2	75		2	6	Gọi: Hợp Thể Linh, bảo vệ chủ nhân.		1
1203	1	1					2	6	Hợp Thể Linh, bất chấp tấn công, đứng yên vài giây tạo sát thương mạnh		2
1203	2	1					3	1045			-1
											
1233	0		1	2	50		2	6	Gọi: Hợp Thể Linh, bảo vệ chủ nhân.		1
1233	1	1					2	6	Hợp Thể Linh, bất chấp tấn công, đứng yên vài giây tạo sát thương mạnh		2
1233	2	1					3	1045			-1
											
1234	0		1	2	25		2	6	Gọi: Hợp Thể Linh, bảo vệ chủ nhân.		1
1234	1	1					2	6	Hợp Thể Linh, bất chấp tấn công, đứng yên vài giây tạo sát thương mạnh		2
1234	2	1					3	1045			-1
											
1204	0		1	2	75		2	6	Gọi: Hợp Thể Linh, bảo vệ chủ nhân.		1
1204	1	1					2	6	Hợp Thể Linh, bất chấp tấn công, đứng yên vài giây tạo sát thương mạnh		2
1204	2	1					3	1046			-1
											
1235	0		1	2	50		2	6	Gọi: Hợp Thể Linh, bảo vệ chủ nhân.		1
1235	1	1					2	6	Hợp Thể Linh, bất chấp tấn công, đứng yên vài giây tạo sát thương mạnh		2
1235	2	1					3	1046			-1
											
1236	0		1	2	25		2	6	Gọi: Hợp Thể Linh, bảo vệ chủ nhân.		1
1236	1	1					2	6	Hợp Thể Linh, bất chấp tấn công, đứng yên vài giây tạo sát thương mạnh		2
1236	2	1					3	1046			-1
											
1205	0	8					2	6	Cơ thể như có 1 ngọn lửa phun trào		1
1205	1	1					1	16074			2
1205	2	5					1	16080			3
1205	3	1					1	16095			-1
											
1206	0	8					2	6	Cơ thể như có 1 ngọn lửa phun trào		1
1206	1	1					1	16075			2
1206	2	5					1	16081			3
1206	3	1					1	16095			-1
											
1207	0	8					2	6	Cơ thể như có 1 ngọn lửa phun trào		1
1207	1	1					1	16076			2
1207	2	5					1	16082			3
1207	3	1					1	16095			-1
											
1208	0	25					2	6	5 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		1
1208	1	1					2	6	4 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		2
1208	2	1					2	6	3 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		3
1208	3	1					2	6	2 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		4
1208	4	1					2	6	1 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		5
1208	5	1					1	16083			0
											
1209	0	15					2	6	5 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		1
1209	1	1					2	6	4 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		2
1209	2	1					2	6	3 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		3
1209	3	1					2	6	2 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		4
1209	4	1					2	6	1 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		5
1209	5	1					1	16084			0
											
1210	0	10					2	6	5 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		1
1210	1	1					2	6	4 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		2
1210	2	1					2	6	3 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		3
1210	3	1					2	6	2 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		4
1210	4	1					2	6	1 giây nữa Boss tung kỹ năng diện rộng, chạy mau!		5
1210	5	1					1	16085			0
