menuId	id	name	timeOpen	startDate	endDate	frequencyType	frequencyValue	enterResetCopyId	conditionIds	consumeType	consumeOriginal	consumeDiscount	consumeGoodIds	consumeGoodCount	gainGoodsId	gainGoodsCount	bindType	broadcast
56	4625	三才·天神腰带				0			5,11				71073	40	6300404	1	1	
56	4626	三才·天神护腕				0			5,11				71001	40	6300405	1	1	
56	4627	三才·天神战裤				0			5,11				71073	40	6300406	1	1	
56	4628	三才·开天剑				0			5,11				71001	60	6300407	1	1	
56	4629	三才·天神战靴				0			5,11				71073	40	6300408	1	1	
56	4630	三才·天神手镯				0			5,11				71001	40	6300409	1	1	
56	4631	三才·上仙发钗				0			6,11				71073	40	6301400	1	1	
56	4632	三才·上仙项链				0			6,11				71001	60	6301401	1	1	
56	4633	三才·上仙法袍				0			6,11				71073	60	6301402	1	1	
56	4634	三才·上仙戒指				0			6,11				71001	60	6301403	1	1	
56	4635	三才·上仙腰带				0			6,11				71073	40	6301404	1	1	
56	4636	三才·上仙护腕				0			6,11				71001	40	6301405	1	1	
56	4637	三才·上仙裤子				0			6,11				71073	40	6301406	1	1	
56	4638	三才·降魔扇				0			6,11				71001	60	6301407	1	1	
56	4639	三才·上仙鞋子				0			6,11				71073	40	6301408	1	1	
56	4640	三才·上仙手镯				0			6,11				71001	40	6301409	1	1	
56	4641	三才·天尊皮盔				0			7,11				71073	40	6302400	1	1	
56	4642	三才·天尊项链				0			7,11				71001	60	6302401	1	1	
56	4643	三才·天尊皮甲				0			7,11				71073	60	6302402	1	1	
56	4644	三才·天尊戒指				0			7,11				71001	60	6302403	1	1	
56	4645	三才·天尊腰带				0			7,11				71073	40	6302404	1	1	
56	4646	三才·天尊护腕				0			7,11				71001	40	6302405	1	1	
56	4647	三才·天尊皮裤				0			7,11				71073	40	6302406	1	1	
56	4648	三才·后羿弓				0			7,11				71001	60	6302407	1	1	
56	4649	三才·天尊皮靴				0			7,11				71073	40	6302408	1	1	
56	4650	三才·天尊手镯				0			7,11				71001	40	6302409	1	1	
